gene_id,G85_A0,G85_B0,G85_C0,SD_SA,SD_SB,SD_SC,SLAD_SA,SLAD_SB,SLAD_SC,SD_LA,SD_LB,SD_LC,SLAD_LA,SLAD_LB,SLAD_LC,SD_GA,SD_GB,SD_GC,527LA,527LB,527LC,527SA,527SB,527SC,847LA,847LB,847LC,847SA,847SB,847SC,G85_D0,G85_E0,G85_F0,1066SA,1066SB,1066SC,1128SA,1128SB,1128SC,85A0b_2,85B0b,85C0b,1066LAb,1066LBb,1066LCb,1128LAb,1128LBb,1128LCb,G2432SA,G2432SB,G2432SC,G2434SA,G2434SB,G2434SC,G2468SA,G2468SB,G2468SC,G2432LA,G2432LB,G2432LC,G2434LA,G2434LB,G2434LC,G2468LA,G2468LB,G2468LC,G2300SA,G2300SB,G2300SC,G85SGSA,G85SGSB,G85SGSC,G2300LA,G2300LB,G2300LC,G85SGLA,G85SGLB,G85SGLC,G2529SA,G2529SB,G2529SC,G2529SGSA,G2529SGSB,G2529SGSC,G2529LA,G2529LB,G2529LC,G2529SGLA,G2529SGLB,G2529SGLC
YBR249C,14.4632,14.4619,14.4727,14.5787,14.4806,14.4704,14.4974,14.4050,14.4464,14.5065,14.4620,14.5275,14.2047,14.3567,14.4050,14.3642,14.6128,14.5624,14.6048,14.5171,14.6563,14.5261,14.4897,14.5150,14.6093,14.6491,14.6692,14.5590,14.5723,14.5068,14.3539,14.3588,14.4332,14.6157,14.6719,14.6515,14.5557,14.5751,14.5081,14.5095,14.5581,14.4750,14.6506,14.6444,14.6266,14.6201,14.5964,14.6709,14.4130,14.4364,14.3819,14.4982,14.4625,14.5084,14.5240,14.5084,14.4606,14.4208,14.3660,14.4923,14.6412,14.6574,14.6625,14.6234,14.6151,14.6272,14.5136,14.5133,14.4665,14.1148,14.0659,14.1349,14.6002,14.5956,14.5412,14.1623,14.1772,14.1834,14.5580,14.5041,14.5204,14.1163,14.1010,14.1316,14.6996,14.6658,14.6312,14.1051,14.1966,14.0878
YBR252W,13.3696,13.2881,13.3511,13.3678,13.3347,13.3155,13.1754,13.2220,13.2139,13.1843,13.2031,13.0959,12.6789,12.7621,12.7307,13.2617,13.2919,13.2468,13.1329,12.9488,13.0391,13.1960,13.1792,13.3672,13.0241,12.9101,13.1061,13.2785,13.2569,13.2797,13.0722,13.0794,13.1057,13.2153,13.1829,13.2109,13.1865,13.2523,13.1250,12.9296,12.7146,12.9567,13.0719,13.0106,12.9875,12.9308,13.0180,12.8739,13.0037,13.1460,13.0277,13.2156,13.1301,13.1098,13.2087,13.0739,13.0997,12.8328,13.0548,12.9160,13.0582,12.9342,13.0104,13.1547,13.0867,13.1674,13.0942,13.0638,13.1504,12.7906,12.7338,12.6229,12.9862,12.9641,13.0640,11.7588,12.0399,12.4554,13.2089,13.1283,13.2582,12.6080,12.6830,12.7462,12.9659,13.1019,13.1226,12.9818,13.1400,12.7159
YBR256C,12.1965,12.2508,12.3403,12.3735,12.2004,12.2869,12.7292,12.5446,12.5695,12.0924,12.0434,11.9653,12.0696,11.9474,11.8225,12.5522,11.6662,11.8733,12.9422,12.7361,12.8132,12.5920,12.5522,12.6719,12.9778,12.8011,12.9627,12.6648,12.4932,12.7515,12.2901,12.1672,12.1737,13.0783,13.1084,13.0289,13.0533,13.0332,12.9950,12.8313,13.2209,12.8489,13.3891,13.4032,13.2220,13.3974,13.4415,13.2567,12.8905,12.8952,12.7730,12.6271,12.6868,12.4434,12.8543,12.5943,12.5246,13.2482,13.1216,13.2202,13.2683,12.9637,13.0635,12.8912,12.9103,12.8123,12.4443,12.2563,12.0840,12.7393,12.6863,12.7174,12.9382,12.8620,13.3008,13.3310,13.3095,13.6963,12.4227,12.0273,12.3603,12.7236,12.7381,12.6490,12.7361,13.0096,12.5266,12.7320,13.0046,12.6661
YBR260C,11.2472,11.3772,11.3706,11.5655,11.4656,11.4425,11.3335,11.3475,11.3063,11.5262,11.5486,11.5222,11.5089,11.5675,11.4833,11.3955,11.4289,11.2518,11.2629,11.3794,11.3939,10.9624,10.9710,11.0213,11.2874,11.3157,11.3669,11.0214,11.0344,10.9764,11.3642,11.3579,11.2433,11.3826,11.3550,11.4261,11.4746,11.4189,11.5512,11.6361,11.6841,11.6079,11.5241,11.6308,11.6513,11.6474,11.6020,11.5028,11.4936,11.4818,11.5245,11.1454,11.0452,11.0963,11.4509,11.4195,11.4985,11.5865,11.5513,11.5400,11.4939,11.5341,11.5811,11.6146,11.6125,11.6417,11.4097,11.4597,11.5517,11.5642,11.5893,11.6766,11.5619,11.4811,11.6211,11.4965,11.4437,11.4940,11.4153,11.5298,11.4979,11.5890,11.5771,11.5617,11.4761,11.4303,11.6242,11.4617,11.5116,11.4504
YBR263W,13.8744,13.8831,13.8870,13.8825,13.8566,13.8256,13.8479,13.8302,13.8158,13.7427,13.6378,13.6495,13.3870,13.6567,13.6567,13.7167,13.8970,13.7978,13.7282,13.6442,13.6059,13.7191,13.6765,13.7517,13.6945,13.5724,13.6240,13.6884,13.7363,13.6925,13.7759,13.7657,13.7735,13.9207,13.8981,13.9301,13.9753,13.9338,13.8782,13.6480,13.6958,13.6827,13.8570,13.8486,13.8062,13.7682,13.8009,13.6012,13.8207,13.8577,13.8825,13.8557,13.8880,13.8845,13.8046,13.7786,13.7593,13.8653,13.7887,13.8770,13.7885,13.8925,13.8857,13.7437,13.7333,13.6394,13.8918,13.8688,13.8507,13.8067,13.8277,13.9029,13.7988,13.7121,13.8579,13.3572,13.3043,12.9443,13.8820,13.9007,13.9254,13.8604,13.8326,13.8819,13.7469,13.8182,13.8487,13.7015,13.5162,13.7053
YBR265W,12.6632,12.7176,12.7560,12.5162,12.3940,12.3713,12.3354,12.4182,12.3848,12.9078,13.0042,13.0228,12.9415,12.9744,12.9808,12.2020,12.9210,12.8146,12.7178,12.7130,12.7777,12.4355,12.4069,12.3095,12.6202,12.6708,12.7226,12.3914,12.5522,12.4038,12.5550,12.5227,12.6184,12.2850,12.2609,12.3652,12.3436,12.3813,12.4128,12.6380,12.4396,12.4967,12.6061,12.6117,12.5871,12.5601,12.3304,12.5176,12.3300,12.4612,12.4880,12.2403,12.2828,12.3839,12.2185,12.2383,12.1926,12.5478,12.6863,12.7311,12.7605,12.8085,12.7748,12.7739,12.7111,12.8390,12.4836,12.4461,12.5364,12.4666,12.4952,12.5708,12.6952,12.8468,12.5362,12.4370,12.4857,12.4181,12.3584,12.5104,12.3964,12.4846,12.4612,12.5116,12.9243,12.7889,12.7030,12.7560,12.7852,12.6865
YBR273C,9.9934,9.9301,9.9748,10.0176,10.0603,10.1204,10.0683,10.0308,10.1323,9.8447,9.9741,9.8063,10.5845,10.7020,10.5300,10.5268,9.5523,9.6160,10.2317,10.3405,10.3092,10.0987,10.0365,10.2649,10.3343,10.3093,10.1756,10.0766,10.0292,10.2665,10.2109,10.1685,10.2055,10.2270,10.2279,10.1788,10.2637,10.2453,10.1614,10.3924,10.6927,10.5666,10.2232,10.2972,10.3264,10.3844,10.5231,10.4749,10.5356,10.3585,10.4168,10.4392,10.3070,10.3075,10.5029,10.4186,10.5268,10.4076,10.3568,10.3045,10.3068,10.1004,10.2649,10.1243,10.2230,10.2752,9.8409,9.8560,9.9288,10.1710,10.4242,10.5331,10.2132,10.1398,10.5038,11.0195,10.9040,11.3694,10.0675,9.8402,9.9955,10.5362,10.5606,10.5086,10.3375,10.2621,10.2536,10.2567,10.4343,10.3422
YBR275C,8.5952,8.2439,8.3347,8.3757,8.5754,8.3944,8.6248,8.6731,8.7527,8.4290,8.7812,7.9373,7.7586,7.2691,7.5189,9.4787,7.1927,7.4483,7.9732,7.5356,7.3884,7.4044,7.4062,7.2706,7.8921,7.5011,7.4326,6.9293,7.0872,7.3639,8.2531,7.8072,8.1258,8.1186,8.0770,7.6798,8.6305,8.3096,8.0082,8.1889,7.9629,7.9680,7.8805,8.1263,8.0765,7.7794,8.2114,7.5875,8.4415,8.5871,8.4121,8.6773,8.4342,8.3443,8.5112,8.4182,7.9825,8.4684,8.8486,8.6234,8.9788,8.3519,8.8518,9.0395,8.9369,8.7561,8.1148,8.3751,8.4221,8.6174,8.5654,8.3556,8.5354,8.2481,9.0169,8.0424,8.1317,8.3786,8.4080,8.2489,8.4178,8.4975,8.3854,8.5828,8.3124,8.6707,8.6866,8.2787,8.7932,8.1421
YBR276C,12.0501,12.0238,12.0450,12.1263,12.1233,11.9544,11.8949,11.8610,11.9200,11.6345,11.7059,11.5292,11.1512,10.9871,10.9600,11.8773,11.8779,11.5289,11.8739,11.8188,11.7484,11.8935,11.9101,11.9261,11.8766,11.6582,11.7388,11.9576,11.9062,11.9158,11.8953,11.8434,11.9192,11.9309,11.8510,11.8554,11.9349,11.8686,11.9091,11.9514,11.8578,11.8612,11.8151,11.8545,11.8485,11.7315,11.7170,11.7428,11.9380,11.9919,11.9029,11.8650,11.8462,11.8464,11.9135,11.7011,11.6243,11.9258,11.9888,11.9369,11.9292,11.8078,11.8881,11.8288,11.8563,11.8328,12.1146,12.1381,12.1376,11.7567,11.8276,11.7851,11.8176,11.7048,11.8695,11.6602,11.5546,11.8523,12.0919,12.1863,12.0876,11.8161,11.7906,11.8375,11.7398,11.8703,11.8845,11.7943,11.9073,11.8618
YBR280C,9.4919,9.7487,9.6681,9.3981,9.4584,9.6306,8.9406,9.2795,9.1070,9.8209,9.8950,9.7620,10.8923,10.7811,10.6840,9.0383,9.7313,9.4689,9.8781,9.8985,10.1167,9.4451,9.2802,8.9445,10.0682,10.0428,10.0909,9.2365,9.3901,9.1782,9.5276,9.5098,9.4741,9.1521,9.2533,9.3647,9.3700,9.2595,9.3022,10.6750,10.5228,10.5348,9.6033,9.6753,9.7540,9.6493,9.6469,10.4470,10.0823,9.4123,9.9752,9.5342,9.5205,9.6860,9.4394,9.7707,10.3767,10.0969,9.9270,10.1169,9.9818,10.1170,9.8891,9.7733,9.6186,9.6818,9.4647,9.2992,9.5014,9.8011,10.0984,10.0763,9.8291,9.9457,9.6700,11.8635,11.8283,11.5826,9.0668,9.2890,9.0882,10.2945,10.0653,10.0920,10.1697,10.1009,9.8277,9.3670,9.5220,9.6813
YBR281C,10.6491,10.6558,10.6624,10.1480,10.1773,10.0305,10.2729,10.2987,10.2927,10.1036,10.0966,9.9416,9.6185,9.4273,9.3497,10.1741,9.7809,9.7788,10.1260,10.0593,10.0401,10.1651,10.2495,9.9603,10.1649,10.0378,9.9740,10.2492,10.1195,10.1348,10.5583,10.4913,10.6262,10.3658,10.3406,10.3434,10.4121,10.4267,10.4054,10.2477,10.0041,10.2590,10.2459,10.2993,10.3718,10.2332,10.2124,9.9135,10.0862,10.1452,10.1779,10.1487,10.1680,10.2434,10.2807,10.0977,9.9707,10.2064,10.1468,10.2033,10.3997,10.3677,10.3614,10.2527,10.3202,10.1893,10.5982,10.6142,10.6390,9.9017,9.8222,9.7907,10.2692,10.2000,10.2359,9.5196,9.5008,9.4759,10.1729,10.3205,10.4440,9.8395,9.9523,10.0226,10.1694,10.3160,10.3240,9.8588,9.9723,10.0057
YBR286W,14.0709,14.1288,14.1060,14.0445,14.0375,14.0479,13.9251,13.9954,13.9322,14.1045,14.1931,14.1397,14.8376,14.8888,14.8631,13.7385,14.1687,14.1694,14.0215,14.0924,14.1118,13.9996,13.9263,14.0076,14.0162,14.0748,14.0726,13.9752,14.0438,13.9501,13.9531,13.9671,14.0448,14.0711,14.0956,14.1029,14.2294,14.1598,14.0842,13.9737,14.0444,13.9223,14.0366,14.0163,14.0217,13.9554,13.9687,14.1773,14.0582,13.9951,14.0861,14.0650,14.0116,14.0984,13.9876,14.0374,14.0457,14.0382,14.0587,13.9890,13.9924,14.0585,14.0756,14.0259,14.0257,14.0812,13.9689,13.9803,14.0176,13.7649,13.8449,13.8558,13.9815,14.0467,13.8275,14.7335,14.7640,14.7896,14.0768,14.1503,14.0569,13.9927,13.9552,13.8928,14.2511,14.1160,14.0817,13.9558,13.9748,14.0019
YBR289W,9.7852,9.7226,9.8659,9.7766,9.8250,9.7377,9.8945,9.9589,10.0048,9.8767,9.7094,9.6485,10.2231,10.1585,9.9543,10.1858,9.7280,9.4706,9.9581,9.9303,9.9122,9.9133,9.8620,9.7731,9.9475,9.8248,9.8185,9.8318,9.8924,9.9783,9.8653,9.6503,9.7530,9.6645,9.6783,9.7322,9.5776,9.6433,9.5808,9.9620,9.7818,9.6956,9.8308,10.0246,9.8387,9.7109,9.6517,9.4526,10.0134,9.9204,9.9492,9.9929,10.0405,9.9250,10.0955,10.0312,10.0921,9.9965,9.8962,9.9310,10.1629,9.9994,9.9144,10.1497,9.9398,9.9328,9.6743,9.6904,9.7377,10.0148,9.8836,9.9110,9.9692,10.0252,10.2190,9.9184,9.9617,9.7263,9.6075,9.6435,9.7770,9.8859,9.8423,9.9525,9.8907,9.8096,9.7787,10.2803,10.1044,10.1622
YBR290W,10.3180,10.2322,10.4934,10.2888,10.1701,10.0957,10.4295,10.4823,10.4203,10.3016,10.2332,10.0466,10.6340,10.5703,10.5825,10.9380,9.5616,9.7104,10.5721,10.5562,10.4461,10.3813,10.3627,10.4862,10.5728,10.6519,10.5305,10.3309,10.2377,10.3671,10.6090,10.4816,10.4112,10.3461,10.3279,10.1186,10.4172,10.3590,10.3398,10.6574,10.6647,10.9150,10.5017,10.4064,10.4403,10.3305,10.7809,10.4233,10.8743,10.6902,10.7961,10.7346,10.8015,10.5418,10.6992,10.6660,10.6879,10.6161,10.6470,10.5630,10.3024,9.9842,10.2660,10.4590,10.5783,10.4285,10.0358,10.0190,10.1019,10.9158,11.1057,11.1505,10.4900,10.4909,10.9274,11.0193,10.7148,11.5580,10.1864,9.8268,10.2089,10.9023,11.1689,11.0811,10.4182,10.6092,10.5016,10.8175,10.8792,10.6800
YBR291C,13.6498,13.6143,13.5686,14.0401,13.8514,13.7413,13.9000,13.7977,13.8049,13.9178,13.9249,13.8872,12.4572,12.7302,12.7244,13.7521,14.0737,13.9867,13.9248,13.9474,13.8774,13.8780,13.8995,13.8977,13.9393,13.8132,13.8570,13.9492,13.9767,13.8063,13.3788,13.3415,13.2266,13.9932,14.0117,14.0016,13.8813,13.8709,13.8872,13.8010,13.8648,13.7307,13.9696,13.9969,13.9818,13.8408,13.7739,13.6002,13.3615,13.7008,13.4581,13.7874,13.8098,13.7828,13.7882,13.7055,13.2834,13.5913,13.7445,13.7334,13.9331,14.0186,14.0441,14.1281,14.0017,14.1010,13.9054,13.8970,13.8090,13.0163,12.6470,12.3600,13.8760,13.8432,13.8539,11.6818,11.9850,11.5352,13.9636,13.9165,13.9523,12.7225,12.7479,12.9115,13.9685,13.9229,13.9753,13.4214,13.3605,13.1544
YBR293W,11.9631,12.0057,11.8398,10.1185,10.5798,10.4902,11.2696,11.7663,11.3427,12.0857,12.1719,12.2206,9.8345,10.0390,10.1737,10.2224,11.6213,11.9298,10.7048,11.2106,11.1048,10.7969,11.0623,10.0829,10.6035,11.0251,10.7792,10.6638,10.9015,10.7662,11.5916,11.5058,11.6358,11.0215,11.0679,11.1872,11.4783,11.4311,11.2782,10.3906,10.2648,10.2521,10.9147,10.8565,10.7320,10.9162,10.3848,10.7790,10.1822,10.3053,10.5830,10.2105,10.5696,10.9022,10.4488,10.5495,10.0137,11.2191,11.0372,11.1250,11.5442,11.8752,11.5426,11.3019,11.1975,11.1993,11.2099,11.2152,11.3548,11.0887,10.7801,10.7426,11.2512,11.3387,10.6410,10.0195,10.0598,9.7580,10.5178,11.6409,11.2862,11.2680,11.5156,11.6838,11.2453,10.8689,10.9751,11.1999,11.4613,11.1613
YBR294W,13.5710,13.4766,13.4790,12.7454,13.0000,12.7510,13.8180,14.0311,13.7811,12.5814,12.4981,12.4512,9.5750,9.7610,9.8226,12.4422,12.9231,13.1652,11.0922,11.2673,11.2563,12.6806,12.8706,12.4042,11.2987,11.2269,11.0695,12.8084,12.8918,12.7398,12.9778,12.9256,13.0194,13.0075,12.9518,12.9746,12.8810,12.7436,12.9202,10.3639,11.3701,10.0635,11.5935,11.8851,11.9752,11.8564,12.0096,11.9139,11.6080,11.5367,12.1906,12.7210,13.0219,12.8192,12.6400,12.4740,12.0441,12.1545,12.4176,12.8930,13.1528,13.5151,13.4675,12.0229,12.1491,12.2147,12.9267,13.0662,13.3786,12.8805,12.9045,12.8437,12.0230,11.7859,11.8486,11.4543,11.3665,11.4317,12.8159,13.3984,13.2548,13.2004,13.0892,13.4097,10.9887,10.7283,10.7252,12.2551,12.7020,12.6605
YBR295W,11.1766,11.4363,11.2556,10.8937,10.8585,11.1853,10.8986,11.0206,11.0433,10.7604,10.2438,10.9757,11.5750,11.4653,11.5542,10.2342,11.3618,11.5266,9.3984,10.4303,10.1498,10.2916,10.0152,10.2198,9.9279,10.3940,9.8965,10.0870,10.2616,10.0245,10.6457,10.9672,11.0397,10.6325,10.5769,10.5471,10.0827,10.2292,10.3717,10.4134,10.6660,10.3634,10.0979,10.0158,10.2419,9.9792,9.6052,10.1941,9.1089,9.7865,10.1501,10.3471,9.6570,10.7806,10.6825,10.9948,11.2627,10.0736,9.6088,10.2767,9.2687,10.7884,9.7423,9.8057,9.4126,9.1902,11.0120,10.9891,10.9378,10.9101,11.1840,11.1401,10.5823,10.8021,9.8476,11.7849,11.6880,9.4546,10.4124,10.7028,10.3787,10.9573,10.5776,10.9707,10.3337,10.0284,10.3305,9.4748,8.7123,10.6799
YBR296C,9.5716,9.6686,9.6539,8.7458,8.5466,8.5177,9.0779,8.7611,8.9065,8.4480,8.5207,8.3824,8.1735,8.1342,8.4094,7.5695,8.9305,8.7857,8.1125,8.2060,7.8850,8.3935,8.5258,8.4649,8.0255,8.3109,8.1326,8.5816,8.4625,8.0437,9.0673,8.6653,8.9541,8.7121,8.7569,8.7689,8.8867,8.7005,8.7582,7.6678,7.8950,7.7446,8.3910,8.2723,8.2687,8.5128,8.2831,8.7552,8.4391,8.7520,8.7408,8.8285,8.9581,8.8387,8.2523,8.4599,8.2927,8.7067,9.1329,9.3756,9.0851,9.6962,9.5141,8.2376,8.0866,8.0548,8.4392,8.4382,8.3678,8.4486,8.3348,8.1391,8.1533,8.1592,8.0689,7.6793,7.7862,7.5781,8.6636,8.9019,8.6341,8.5952,8.3992,8.7064,8.2942,7.6991,7.7823,7.5923,7.9435,8.0152
YBR297W,9.5361,9.8435,9.7387,9.7238,9.4748,9.4784,9.4204,9.5684,9.3389,9.8021,9.9520,9.8751,9.9144,10.1771,10.2183,8.3652,9.9986,10.0629,9.5891,9.7131,9.9938,9.4390,9.2320,8.8406,9.5071,9.9445,9.9021,9.2061,9.3616,9.0162,9.2747,9.4793,9.3903,9.6418,9.7061,9.8183,9.4435,9.4879,9.5188,9.8050,9.8647,9.8091,9.6760,9.6171,9.4905,9.5599,9.4071,10.2158,10.3294,10.1527,10.5291,9.9459,10.2495,10.3599,8.1039,9.8906,9.8541,10.0182,9.7264,10.0243,10.3511,10.4000,10.2892,9.4878,9.6388,9.6820,9.8255,9.7269,9.6610,10.2314,10.5914,10.5733,9.6996,9.9133,9.3984,11.3909,11.4365,11.3409,9.7186,10.1473,9.6960,10.5780,10.6075,10.5185,10.0442,9.8787,9.8512,9.8901,10.1034,10.0044
YBR298C,8.0701,8.0905,7.8071,8.3041,8.0905,8.1112,7.7028,8.0633,7.9117,8.9042,9.1196,9.0575,9.6168,9.8958,10.1674,7.6711,8.7882,8.9281,8.4524,8.7558,9.1072,7.9514,8.0175,7.5973,8.7490,9.2604,9.0906,7.6365,8.0989,7.5550,7.5980,7.3866,7.4769,7.9282,7.7112,8.1443,7.7631,7.6148,7.9980,8.9628,9.7524,9.1854,8.2459,8.1895,8.0474,8.3084,8.3157,9.9617,9.1926,9.6800,9.7467,9.4042,9.2233,9.3472,7.2633,9.2271,8.1933,8.8159,9.1616,9.3577,8.9264,9.5122,9.3715,8.6284,8.4268,8.6236,8.2718,8.3896,8.4083,9.6593,10.2618,9.7560,8.3341,8.6436,8.0377,10.8232,11.1520,10.6062,8.2227,8.5267,8.3065,9.5848,9.1377,9.2470,8.9003,8.4952,8.6444,9.4417,9.9728,9.7647
YBR299W,7.3636,7.3797,7.2264,8.0721,7.7489,7.6530,7.5579,7.5694,7.4291,7.0935,7.0742,7.0009,9.7849,9.9712,10.1200,7.2187,7.8183,7.5034,7.4492,7.2453,7.1993,7.5368,7.5779,7.1647,7.4887,7.3879,7.3789,7.3140,7.3168,7.2288,6.9258,6.8744,7.0320,8.0702,8.1239,8.2886,8.4410,8.3867,8.3725,7.8255,8.3418,7.9820,7.6152,7.7556,7.7458,8.4082,8.2063,8.7676,10.1688,10.1993,10.2981,9.5462,9.6228,9.4255,7.3251,8.1913,8.0602,9.7342,9.8708,9.8353,9.6373,9.3946,9.5494,7.4120,7.3681,7.6200,7.8293,8.0075,7.9610,10.5963,11.0908,10.9387,7.8179,7.3731,7.6174,11.9916,11.7306,12.4137,7.9514,7.8980,7.9011,10.6604,10.6196,10.4962,7.1128,7.0486,7.4097,10.0682,10.3297,10.0462
YBR302C,5.5022,5.5074,5.5653,5.4477,5.3674,5.0058,4.7506,5.1070,5.5372,5.6001,5.2234,5.4897,5.1267,5.6073,5.2103,5.4415,5.3884,5.5455,5.4863,5.7202,5.2229,5.1068,5.4041,5.2139,5.2552,5.4444,5.5890,5.6206,5.2111,5.5972,5.4030,5.6285,5.2864,5.3051,5.4115,5.1790,5.2242,5.4809,5.4694,5.6628,5.6287,5.8849,4.9673,5.2767,5.0744,5.5636,5.3752,5.0708,5.5553,5.4372,5.4043,5.4286,5.3640,5.2395,5.0811,5.3017,5.6905,5.7342,5.4019,5.7425,5.6997,5.5939,5.5078,5.1991,5.4292,5.3218,5.3167,5.4709,5.3002,5.1470,5.6488,5.6704,5.6164,5.6038,5.2625,5.8235,5.8176,5.4734,5.1977,5.5382,5.2104,5.6321,5.6576,5.7216,5.3808,5.4724,5.5146,5.5856,5.3275,5.4460
YCL001W,13.2694,13.2662,13.2510,13.1548,13.1138,13.1497,12.8838,12.9923,13.0100,13.6128,13.5674,13.5377,13.4147,13.5421,13.5608,12.5942,13.4062,13.5626,13.4355,13.4291,13.5180,13.2312,13.1616,13.2557,13.3866,13.4729,13.5302,13.1959,13.2731,13.2036,13.1315,13.1491,13.2225,12.9220,12.9222,12.9342,13.1252,13.0809,12.9653,13.2248,13.1491,13.2808,13.2995,13.2161,13.1196,13.0615,13.1007,13.2934,12.6945,12.6595,12.6537,12.6324,12.7488,12.8771,12.8557,13.0429,13.0200,12.8060,12.7910,12.8151,13.1214,13.1090,13.1053,13.2745,13.2908,13.2759,13.0642,13.1541,13.1301,12.6450,12.6557,12.7384,13.2654,13.3102,13.1084,12.6361,12.7428,13.0809,13.1993,13.2355,13.1430,12.6937,12.7454,12.7618,13.4552,13.4728,13.4627,12.9058,13.0845,12.8242
YCL004W,9.2041,9.2138,9.2600,9.1499,9.0387,9.1008,8.9198,8.8461,8.9551,9.1450,9.2396,9.0694,9.0182,8.8555,8.8797,9.1522,8.9271,8.9187,9.4356,9.4673,9.6233,9.3116,9.1218,9.3819,9.4325,9.4938,9.3717,9.1236,9.2654,9.1417,9.4002,9.4426,9.4468,9.2041,9.1489,9.2132,8.8623,9.0561,9.1580,9.8040,9.8607,9.8545,9.4269,9.4485,9.4669,9.3602,9.1694,9.3719,9.1653,9.1002,9.2092,8.9031,8.8115,9.0339,9.2606,9.3406,9.5458,9.3745,9.2689,9.3909,9.1021,9.2253,9.2361,9.3681,9.2590,9.3180,9.2391,9.2317,9.2942,9.3459,9.2934,9.4641,9.2511,9.4069,9.2656,9.8305,9.6054,9.3516,9.1429,9.1982,9.1271,9.5137,9.3007,9.5361,9.5644,9.5009,9.5316,9.3079,9.5080,9.4818
YCL009C,14.3125,14.2658,14.3006,14.3678,14.2695,14.2859,14.3512,14.3198,14.3134,14.3854,14.4338,14.4625,13.9590,14.1985,14.2116,14.1683,14.4451,14.4837,14.3798,14.3712,14.3984,14.3452,14.2709,14.3661,14.3678,14.3920,14.3829,14.3179,14.3706,14.3143,14.1670,14.1714,14.1883,14.4586,14.4387,14.4641,14.4019,14.3891,14.3616,14.3023,14.2913,14.2424,14.4751,14.5099,14.4788,14.4644,14.4226,14.4825,14.3125,14.2941,14.2803,14.2492,14.2216,14.2288,14.3671,14.2784,14.2889,14.3891,14.4005,14.4622,14.5199,14.5330,14.4919,14.4477,14.4673,14.5324,14.2891,14.3314,14.2117,14.0472,14.0458,14.1770,14.3839,14.5094,14.3732,14.0684,14.1482,14.0352,14.3851,14.3820,14.3937,14.1602,14.1920,14.1741,14.5752,14.4728,14.4046,14.1990,14.2778,14.1642
YCL014W,10.1238,9.9966,10.1738,10.2127,10.2547,10.3139,10.2892,10.2988,10.2481,10.1649,10.2616,10.1484,10.1927,9.6436,9.6094,10.4433,10.0426,10.0665,10.5370,10.2937,10.4325,10.2117,10.1906,10.0431,10.3177,10.2538,10.3194,10.2759,10.2681,10.2928,10.0938,9.8685,9.9858,10.1599,10.2189,10.1663,9.9306,9.9527,9.9354,10.1288,9.7818,9.8133,10.4259,10.4439,10.3678,10.1535,9.9684,9.8069,10.2915,10.3019,10.2993,10.4288,10.3926,10.3128,10.1845,10.2026,10.3801,10.3718,10.3451,10.2017,10.4389,10.5489,10.3007,10.4776,10.4776,10.4479,10.2425,10.3495,10.3097,10.4130,10.3654,10.2449,10.5930,10.6504,10.4684,9.8894,9.7095,9.6386,10.1707,10.1048,10.2250,10.1693,10.1212,10.2987,10.4496,10.3114,10.5025,10.3577,10.4510,10.2460
YCL016C,9.3415,9.3242,9.4077,9.3267,9.0806,9.2085,9.1207,9.2091,9.2237,9.2018,9.1628,9.0945,9.2701,9.3412,9.2429,9.5326,8.9448,8.9120,9.4461,9.3467,9.3428,9.2366,9.3572,9.4561,9.5340,9.3132,9.4350,9.2685,9.1676,9.2108,9.4831,9.4063,9.4631,9.3979,9.4818,9.5251,9.5411,9.5667,9.3880,9.4511,9.5245,9.4501,9.6075,9.6549,9.4602,9.4148,9.3699,9.3532,9.4275,9.4938,9.4852,9.4634,9.4761,9.4767,9.6826,9.5074,9.4912,9.5725,9.6736,9.5329,9.7066,9.4976,9.5999,9.5447,9.5568,9.6359,9.1520,9.1644,9.1844,9.5353,9.5169,9.6199,9.4426,9.3716,9.5421,9.4771,9.4545,9.5356,9.2613,9.0403,9.3526,9.6067,9.4587,9.6624,9.4871,9.6083,9.5428,9.5332,9.6829,9.5879
YCL017C,13.0768,13.0331,12.9991,12.9454,12.9091,12.9498,12.7779,12.8761,12.8009,13.2530,13.3590,13.4144,13.0476,13.1874,13.2263,12.5056,13.3627,13.3490,12.8772,12.8382,12.8876,12.5948,12.5271,12.5004,12.8205,12.7858,12.8670,12.4638,12.6227,12.5254,12.7304,12.7802,12.8172,12.9598,12.8992,12.9329,12.9023,12.8630,12.8328,12.8797,12.7981,12.7109,12.9186,13.0210,12.9196,12.7698,12.6761,12.8681,12.8535,12.8095,12.9133,12.8347,12.9946,13.0099,12.6689,12.8972,12.8786,12.9292,12.9531,12.9370,13.2421,13.3001,13.3104,13.0726,13.0522,13.1163,12.9224,12.9160,12.8916,12.7086,12.8243,12.8328,13.0117,13.1641,12.7882,12.5408,12.6941,12.6859,12.9094,13.0677,12.8915,12.9220,12.8339,12.9054,13.2093,13.0778,13.0785,12.7049,12.8739,12.8515
