gene_id,G85_A0,G85_B0,G85_C0,SD_SA,SD_SB,SD_SC,SLAD_SA,SLAD_SB,SLAD_SC,SD_LA,SD_LB,SD_LC,SLAD_LA,SLAD_LB,SLAD_LC,SD_GA,SD_GB,SD_GC,527LA,527LB,527LC,527SA,527SB,527SC,847LA,847LB,847LC,847SA,847SB,847SC,G85_D0,G85_E0,G85_F0,1066SA,1066SB,1066SC,1128SA,1128SB,1128SC,85A0b_2,85B0b,85C0b,1066LAb,1066LBb,1066LCb,1128LAb,1128LBb,1128LCb,G2432SA,G2432SB,G2432SC,G2434SA,G2434SB,G2434SC,G2468SA,G2468SB,G2468SC,G2432LA,G2432LB,G2432LC,G2434LA,G2434LB,G2434LC,G2468LA,G2468LB,G2468LC,G2300SA,G2300SB,G2300SC,G85SGSA,G85SGSB,G85SGSC,G2300LA,G2300LB,G2300LC,G85SGLA,G85SGLB,G85SGLC,G2529SA,G2529SB,G2529SC,G2529SGSA,G2529SGSB,G2529SGSC,G2529LA,G2529LB,G2529LC,G2529SGLA,G2529SGLB,G2529SGLC
YAL002W,10.0979,10.1895,10.0489,10.0691,10.0406,9.9749,9.9832,9.9750,10.0364,10.1800,10.1916,10.1049,10.7252,10.6509,10.7765,9.8435,10.3202,9.9687,10.3401,10.3544,10.3550,10.0998,9.9679,10.0017,10.3538,10.1641,10.2556,10.1921,10.1953,10.1415,9.9853,9.8700,10.0976,9.6198,9.6358,9.7887,9.6237,9.5549,9.6233,10.3458,10.2749,10.0102,9.9388,10.0586,9.9970,9.7309,9.6623,9.9431,10.0462,9.6841,9.9345,9.9898,9.9915,9.9646,10.1694,10.0862,10.2658,10.0731,10.0426,10.0094,10.4814,10.5540,10.3734,10.4696,10.3803,10.4606,10.3640,10.3172,10.2153,9.7520,9.8566,9.9753,10.2477,10.2841,10.2630,10.7312,10.8671,10.4992,10.1131,10.1811,10.0230,9.9934,9.9042,9.8984,10.3660,10.2673,10.2057,10.0390,10.2172,10.1211
YAL005C,11.2518,11.3048,11.3298,10.5506,10.5924,12.0541,10.9536,11.1485,11.4209,11.4325,11.4862,11.8058,13.2778,13.5048,13.5823,10.7264,10.8659,11.4485,11.6964,11.8395,12.0290,11.5643,11.0356,11.2895,11.9531,12.0162,12.1515,11.7161,11.3181,11.7614,12.0897,12.0422,12.0928,11.5170,11.6800,11.2276,11.4738,11.6613,11.5478,12.8208,12.9628,12.5767,12.2788,12.2377,12.2769,12.5189,12.8187,13.2860,14.2832,13.0155,13.8803,13.7172,13.9509,14.0149,13.1978,14.0119,14.9873,13.5154,13.2463,13.1504,13.4266,13.2494,12.9884,11.7922,11.9547,11.9173,11.3734,10.8156,11.0987,13.0768,13.3378,13.3144,12.1695,12.2508,12.3271,14.9971,14.9560,15.0026,11.6426,10.5970,10.7487,12.7303,13.4932,12.5954,11.9923,12.0494,12.0755,13.7925,13.3792,13.4876
YAL009W,10.4652,10.4416,10.4415,10.4106,10.4723,10.5828,10.2291,10.2824,10.3882,10.4059,10.2280,10.3123,10.3792,10.5254,10.3549,10.0874,10.3221,10.4766,10.3169,10.1817,10.2433,10.4220,10.3305,10.4751,10.3394,10.3022,10.2116,10.4411,10.4865,10.4497,10.4360,10.5219,10.6577,10.3016,10.3033,10.4698,10.4535,10.4595,10.3786,10.4122,10.3827,10.3528,10.4264,10.3725,10.2843,10.2306,10.2167,10.5450,10.2923,10.1247,10.1526,10.1247,10.2256,10.2798,10.4122,10.3272,10.5166,10.1554,10.2019,10.2854,10.3387,10.3547,10.2460,10.3733,10.4703,10.4678,10.3707,10.4275,10.3949,9.9119,10.0160,10.1827,10.3319,10.3250,10.2129,10.2260,10.1895,10.1889,10.4381,10.3620,10.4566,10.0085,10.1006,10.1485,10.5032,10.5234,10.3571,9.9902,10.1232,10.0979
YAL011W,9.3455,9.5010,9.6520,10.0402,9.7556,9.5076,9.8474,9.8198,9.9017,9.5942,9.4943,9.4738,9.5519,9.1745,9.1007,10.5145,9.4024,9.1740,9.7296,9.4656,9.7406,9.9566,10.1050,9.6960,9.5745,9.4683,9.3904,9.7354,9.9563,9.7256,9.5927,9.3186,9.3518,9.6658,9.7713,9.7096,9.4114,9.6006,9.5462,9.5125,9.3686,9.2836,9.5225,9.6367,9.8789,9.6176,9.5887,8.8055,9.0201,9.3351,9.0501,9.2444,9.0260,8.9613,9.7090,9.4907,9.2680,9.2674,9.5634,9.3821,9.4499,9.3903,9.4881,9.8135,9.7056,9.7090,9.4663,9.5966,9.6404,9.8081,9.4567,9.7303,9.6256,9.5589,9.7880,9.3358,9.3722,9.6247,9.7742,9.6625,9.6883,9.6340,9.6997,9.6710,9.1989,9.3021,9.5806,9.9847,10.0201,9.9532
YAL012W,14.4726,14.4452,14.4472,14.3866,14.3471,14.3557,14.2976,14.3888,14.3533,14.4810,14.5869,14.5880,12.2684,12.5674,12.6397,14.2845,14.5392,14.5666,14.2852,14.3222,14.3638,14.2626,14.2572,14.1895,14.2914,14.3013,14.2945,14.2424,14.3124,14.2468,14.5166,14.5012,14.5068,14.3601,14.3523,14.4094,14.4586,14.4283,14.4741,14.2790,14.1420,14.2222,14.2745,14.3046,14.3128,14.3239,14.2759,14.3389,14.3796,14.3456,14.3864,14.4246,14.4264,14.3969,14.2964,14.1928,14.1960,14.2466,14.3134,14.3063,14.3070,14.4293,14.3806,14.3988,14.3705,14.3937,14.3312,14.4075,14.3833,14.2257,14.1147,14.1360,14.2987,14.4260,14.2090,13.3384,13.3387,12.9207,14.3338,14.4669,14.3883,14.2123,14.2398,14.2875,14.4266,14.3064,14.2939,14.0359,13.9838,14.1524
YAL014C,12.2208,12.2854,12.2664,12.2376,12.2291,12.2399,12.0393,12.1143,12.1478,12.4207,12.5516,12.4724,12.4908,12.6206,12.7283,11.7567,12.3845,12.3922,12.2232,12.1997,12.2589,12.1039,12.0384,11.9992,12.2685,12.1505,12.2844,12.1134,12.2514,12.1769,12.0742,12.2563,12.3065,12.0433,12.0333,12.0217,12.1341,12.1009,12.1252,12.3203,12.4165,12.2203,12.1303,12.1774,12.1155,12.0043,12.1009,12.3786,11.8989,11.8924,11.8713,11.8867,11.8451,12.0236,11.9029,12.0030,12.1702,11.8555,12.0301,12.0512,12.1717,12.2195,12.2048,12.3074,12.1724,12.3486,12.1936,12.1968,12.2869,12.0526,12.0597,12.0454,12.1863,12.2174,12.0811,12.3380,12.4204,12.3500,12.1019,12.2717,12.0735,12.1318,11.9946,12.0303,12.5058,12.3563,12.2790,11.7867,12.1630,12.0292
YAL015C,8.7610,8.7495,8.8296,9.0822,8.8534,8.7632,8.9798,9.0442,9.0572,8.7615,8.7975,8.6509,8.2015,8.3153,8.3156,9.5422,8.4763,8.4845,8.6655,8.7962,8.7571,8.9691,9.1099,9.1697,8.6598,8.8603,8.5936,9.0225,9.0622,9.0709,9.0680,9.1138,9.1742,9.5166,9.4479,9.5052,9.5937,9.7137,9.5289,9.2070,9.3813,9.2960,9.3481,9.2109,9.4647,9.4542,9.5553,9.4273,9.7048,9.6821,9.8230,9.4269,9.3171,9.3378,9.4394,9.3036,9.4171,9.3605,9.5838,9.4029,9.2993,9.1163,9.2993,9.1468,9.1652,9.3447,8.9898,9.0629,9.1192,9.6817,9.5945,9.8092,8.9978,8.9964,9.2500,9.7605,9.6452,10.0908,9.0458,8.7765,8.9836,9.6814,9.6418,9.5390,8.8970,8.9335,8.7881,9.0337,9.3179,9.0782
YAL017W,10.3366,10.5479,10.5520,10.4508,10.4576,10.5546,10.4767,10.4803,10.5065,10.6124,10.7279,10.6259,11.1205,10.9150,10.8861,10.2553,10.3059,10.2759,10.8843,10.9353,10.9885,10.6709,10.6366,10.5186,10.9345,11.0077,10.9560,10.6318,10.6195,10.6217,10.3875,10.4028,10.4292,10.4453,10.4368,10.3866,10.4043,10.3697,10.4083,11.1023,11.0545,10.9605,10.6889,10.6983,10.6272,10.4919,10.5099,10.8890,11.1756,10.6109,11.0157,10.6957,10.7596,10.8681,10.4460,10.9288,11.4934,11.1562,11.0943,10.9397,11.2122,11.1222,11.0475,10.8536,10.7529,10.8707,10.6605,10.5259,10.7543,10.7755,11.1089,11.2035,10.8039,11.0149,10.7375,12.7129,12.7102,12.6822,10.5216,10.4549,10.4958,11.1413,11.0463,10.9727,11.0635,11.0294,10.7306,11.0562,11.1900,11.1024
YAL019W,10.7676,10.5316,10.5739,10.8701,10.8919,10.7544,10.9967,10.8396,10.9999,10.1984,10.2131,10.1150,9.7208,9.6386,9.5934,11.5400,10.3684,10.1924,10.5484,10.4349,10.3047,10.7641,10.6911,10.8144,10.3862,10.4358,10.2312,10.6410,10.6486,10.7911,10.7206,10.4574,10.3740,10.6372,10.6346,10.5855,10.6492,10.6060,10.5966,10.1345,10.1313,10.3167,10.5207,10.5018,10.5138,10.6836,10.5624,10.0531,10.5335,10.7524,10.5518,10.9572,10.7812,10.6573,10.8951,10.5512,10.0906,10.4731,10.6742,10.5183,10.4573,10.5205,10.5970,10.6996,10.7399,10.6030,10.6239,10.6355,10.7226,10.7243,10.7370,10.5794,10.6572,10.4745,10.8695,8.9986,8.9096,9.1821,11.0559,10.5960,10.7149,10.6124,10.6503,10.6435,10.2487,10.2808,10.5271,10.6116,10.5984,10.5185
YAL022C,12.0235,12.0261,11.9635,12.1381,12.0358,12.0195,11.8815,11.9504,11.9911,12.3589,12.5309,12.5303,11.7521,11.8935,11.9896,11.4132,12.6029,12.6561,11.9525,12.0862,12.1816,11.9179,11.8701,11.8169,11.9739,12.0966,12.0072,11.8315,12.0513,11.8485,11.8191,11.8924,11.8767,11.9895,12.0493,12.0661,12.1889,12.1458,12.1470,11.8324,11.6000,11.7075,11.9716,11.9502,11.8622,11.9852,11.8249,12.3288,12.0618,12.0465,12.0648,12.0620,12.1066,12.1982,11.8427,11.9446,12.0629,11.9049,12.1225,11.9853,12.2659,12.4102,12.1822,12.2268,12.0362,12.1681,12.0077,12.0861,12.0064,11.2930,11.4854,11.2692,12.0147,12.0852,11.6544,11.3008,11.5135,11.2578,12.1803,12.3055,12.0907,11.4268,11.3559,11.4592,12.2887,11.9984,11.8544,11.3663,11.5638,11.3855
YAL023C,13.7429,13.7857,13.7537,13.8299,13.7902,13.7621,13.6916,13.6718,13.7122,13.9864,14.0508,14.0634,12.9852,13.0853,13.0791,13.4240,13.9072,13.8070,14.0038,14.0590,14.0831,13.7593,13.7074,13.6372,13.9548,13.9727,14.0285,13.7336,13.8148,13.7551,13.5975,13.5989,13.7060,13.6357,13.6386,13.6288,13.5679,13.5051,13.6503,13.8553,13.8077,13.7332,13.9332,13.9636,13.9039,13.7208,13.6812,13.7616,13.6183,13.6671,13.6496,13.6418,13.6363,13.6957,13.7315,13.7268,13.6889,13.6981,13.6872,13.7247,13.9137,13.9678,13.9069,14.0984,14.0681,14.0703,13.8109,13.7896,13.7329,13.8276,13.9283,14.0898,14.0035,14.1043,13.8664,13.8854,13.8857,13.4494,13.8401,13.8947,13.7549,14.0049,13.9083,13.9434,14.1388,13.9575,13.9447,13.9155,13.8365,13.9282
YAL024C,9.6109,9.5789,9.6854,9.7857,9.7043,9.6102,9.8155,9.7578,9.8539,8.9863,8.8523,8.7145,9.2592,8.5401,8.2503,10.0484,9.0705,8.8830,9.3912,9.2433,9.1550,9.5484,9.7227,9.4870,9.3379,8.9538,9.0898,9.6452,9.5051,9.6521,9.4469,9.0515,9.2615,9.5385,9.5187,9.3871,9.5112,9.5595,9.3941,9.1769,9.1143,9.0458,9.4176,9.4449,9.4081,9.2988,9.3053,8.6142,9.7614,9.8824,9.7370,9.8930,9.7618,9.5910,9.8200,9.6172,9.6868,9.7798,9.6579,9.6322,9.3109,9.4809,9.4261,9.4778,9.2116,9.1756,9.6133,9.5855,9.6129,9.8608,9.8704,9.8360,9.5783,9.3664,9.7766,8.9409,8.7328,8.5378,9.6049,9.3862,9.6064,9.5840,9.5711,9.6554,9.0501,9.1918,9.3361,9.6082,9.5243,9.6480
YAL026C,10.7821,10.7277,10.6428,10.9486,10.9525,10.8252,10.7944,10.9035,10.8943,11.0012,11.0733,10.9276,10.3378,10.1497,10.2000,10.8253,10.8799,10.6779,10.6395,10.9414,11.0478,10.8077,10.8438,10.6453,10.7720,11.1916,10.9962,10.7741,10.7955,10.8999,10.6915,10.6912,10.7925,10.7008,10.6762,10.6065,10.8540,10.7511,10.7871,10.7658,10.5434,10.5986,10.7222,10.7762,10.6858,10.7543,10.5818,10.8135,10.7270,10.8616,10.9010,10.8511,10.7197,10.7700,10.8354,10.8133,10.8539,10.7576,10.6703,10.7174,10.8220,10.8722,10.8182,11.0444,10.9450,11.0303,10.8153,10.9671,10.9000,10.7932,10.9955,10.9476,10.9149,10.9353,10.7599,10.6860,10.5259,10.3339,10.8662,10.9579,10.7789,10.8123,10.8811,10.9344,10.8773,10.8386,11.0340,10.6082,10.8564,10.8272
YAL031C,9.8144,10.0692,10.0043,9.6981,9.6130,9.6325,9.4992,9.7234,9.6455,9.7598,9.7379,9.7951,9.5100,9.5243,9.4285,9.6809,9.7128,9.3926,9.9187,10.1054,10.1534,9.7437,9.7514,9.5832,10.0304,10.0059,10.0622,9.6396,9.7775,9.6668,10.0111,9.9422,9.9439,9.8402,9.6303,9.7474,9.5807,9.4404,9.6852,10.1957,10.2234,10.1619,9.9399,9.9401,10.0077,9.6226,9.6610,9.9070,10.1258,9.7317,10.0996,9.7294,9.5639,9.8610,10.0719,10.1178,10.3608,10.0957,9.8462,9.9797,9.9244,10.0611,9.9733,9.9513,9.9491,10.0314,9.8056,9.7236,9.8371,9.8784,9.9757,10.1503,9.8559,9.9790,9.8953,10.7488,10.7414,10.2612,9.6832,9.9032,9.8899,10.1450,10.0975,10.0443,10.1073,10.0944,9.9728,9.8899,9.8156,10.1247
YAL035W,14.0247,13.9352,13.9288,14.1193,14.1118,14.0867,14.0204,13.9987,14.0649,14.0600,14.0307,14.0917,14.0565,14.0175,14.0868,14.4067,14.0806,13.9859,14.2022,14.1749,14.2102,14.0673,14.0775,14.0696,14.2020,14.1869,14.1779,14.1249,14.1840,14.0848,14.1325,13.9898,13.9792,14.0066,13.9246,13.8815,13.9413,13.8334,13.9591,14.1713,14.1249,14.0855,13.9370,13.9975,14.0445,14.0469,13.9626,14.0067,14.0039,14.0107,13.9770,14.2392,14.0807,14.0071,14.1815,14.1114,13.9499,13.8112,13.9733,13.8458,13.9164,14.0841,14.0890,14.1563,14.1665,14.1473,13.9761,14.0728,14.1053,13.9887,13.9724,13.9979,14.0570,14.1187,14.1314,13.3452,13.3512,13.2477,14.0167,14.0796,14.1418,14.0549,13.9397,14.0506,14.1231,14.1040,14.2491,14.0856,14.0628,14.0668
YAL038W,15.3181,15.3339,15.3240,15.3107,15.3198,15.3057,15.3066,15.3213,15.2874,15.3970,15.3669,15.3869,15.4152,15.4111,15.4389,15.2411,15.3311,15.3762,15.3438,15.3918,15.3608,15.3127,15.3233,15.2915,15.3592,15.3944,15.3778,15.2729,15.3068,15.2999,15.2393,15.2494,15.2452,15.3185,15.3163,15.2891,15.3133,15.3155,15.2861,15.3467,15.3951,15.3674,15.3759,15.3829,15.3626,15.3647,15.3592,15.3900,15.2561,15.2594,15.2518,15.2578,15.2744,15.2656,15.2542,15.2847,15.2878,15.2948,15.2525,15.2884,15.3234,15.3623,15.3449,15.3743,15.3589,15.3610,15.2982,15.3053,15.2683,15.0175,15.0604,15.1165,15.3599,15.3868,15.3569,15.2589,15.3088,15.2643,15.3416,15.3019,15.2900,15.1035,15.0786,15.0736,15.3805,15.3684,15.3439,15.1015,15.1280,15.1358
YAL039C,11.1987,11.2193,11.3562,12.0393,11.9907,11.8400,12.0520,11.9710,11.9694,11.7552,11.7396,11.8151,12.2057,12.2355,12.1967,12.0818,11.6466,11.3679,11.6734,11.7592,11.6812,11.9579,12.0183,12.0941,11.6757,11.6427,11.6165,11.9540,12.0713,12.0115,11.2110,11.0697,11.1066,11.9097,12.0238,11.9972,11.7959,11.9195,11.9103,11.4965,11.5061,11.5103,11.5597,11.7367,11.7587,12.0172,11.9031,11.8194,12.0675,12.1973,12.1180,12.3250,12.2885,12.1703,11.4572,11.8503,11.7836,11.9311,12.1672,12.1122,11.9756,11.9986,12.0818,11.6865,11.6880,11.7121,11.6729,11.6499,11.6238,12.0339,11.9479,11.8559,11.7472,11.5803,11.8642,12.3351,12.2185,12.2879,11.8760,11.6261,11.7309,11.7579,11.6790,11.6954,11.1768,11.0522,11.3028,11.9697,11.6753,11.7104
YAL044C,14.2619,14.2130,14.2997,13.9554,14.0034,14.0117,13.9372,13.9454,13.9554,14.2354,14.2511,14.2052,12.7683,12.7932,12.6043,14.2371,13.6779,13.6894,14.3735,14.2411,14.2248,13.9326,13.9608,13.9436,14.3837,14.2211,14.2993,13.9945,13.9645,14.0305,14.2362,14.2538,14.3152,14.1893,14.1446,14.1588,14.0994,14.2270,14.0883,14.3131,14.1631,14.2990,14.5347,14.5585,14.5206,14.3405,14.4337,14.1866,14.0342,14.0535,14.0964,14.0098,13.9982,14.0057,14.1870,14.1210,14.1578,14.2992,14.2596,14.2954,14.5273,14.4301,14.4547,14.4176,14.3724,14.4117,13.9524,13.9285,13.9695,14.1050,14.0415,13.9529,14.3904,14.3079,14.4785,13.3378,13.3967,13.6130,14.0283,13.9896,14.1051,14.1532,14.1182,14.2363,14.5436,14.6483,14.6024,14.4327,14.3557,14.2367
YAL049C,13.4302,13.5334,13.4946,12.9712,12.9553,13.0731,12.9963,13.1570,13.1153,13.4465,13.3491,13.2667,14.3200,14.3026,14.2438,12.7264,13.1052,12.9197,13.3678,13.3177,13.3868,13.0787,13.0744,13.1101,13.3965,13.0820,13.3741,13.1067,13.1969,13.1496,13.4470,13.5030,13.5137,12.9969,13.0094,12.9599,13.0710,13.0580,13.0325,13.3859,13.5413,13.2736,13.3022,13.3925,13.3534,13.2989,13.4264,13.3974,13.4413,13.3080,13.4055,13.1921,13.3362,13.1936,13.0534,13.1252,13.2500,13.7130,13.8015,13.7243,13.6841,13.5788,13.5992,13.2811,13.3012,13.3821,13.0152,13.0087,12.9903,13.4208,13.4726,13.5844,13.3947,13.4151,13.4569,14.0947,14.0474,14.2252,12.9428,12.9871,12.9822,13.5148,13.5076,13.4617,13.1282,13.2883,13.2603,13.4455,13.6163,13.6544
YAL054C,10.5231,10.5650,10.5440,10.6550,10.5861,10.6057,10.4035,10.8269,10.7452,10.8874,11.2248,11.1390,12.3212,12.3422,12.4553,9.9288,10.9699,11.3376,10.5268,10.5837,10.6538,10.6110,10.5256,10.5630,10.5092,10.7004,10.5160,10.5759,10.7378,10.5366,10.2483,10.5280,10.3469,10.4569,10.4802,10.5024,10.4955,10.3993,10.4504,10.2515,10.5165,10.4317,10.5143,10.4095,10.5388,10.7392,10.7243,11.1781,10.6293,10.5711,10.9006,10.2356,10.4503,10.3776,10.0694,10.2219,10.3762,11.8325,12.1947,12.2096,10.8712,11.2192,11.0008,10.6301,10.7145,10.9830,10.4500,10.4816,10.6318,12.4289,12.7384,12.8197,10.3776,10.7181,9.8998,12.6469,12.7589,12.6201,10.5376,10.6606,10.4246,13.0670,12.9542,12.7108,10.8630,10.5404,10.5004,11.4293,11.9827,13.0544
YAL060W,14.1883,14.0545,14.0169,14.4482,14.4160,14.4141,14.3053,14.3156,14.3267,14.3033,14.3487,14.3217,14.1845,14.1080,14.1341,14.3900,14.2039,14.1553,14.2014,14.2409,14.2828,14.2010,14.1640,14.2113,14.2527,14.2614,14.2277,14.2304,14.1649,14.1964,13.9702,13.8639,13.9107,14.3691,14.4211,14.4016,14.4583,14.4244,14.4002,14.4259,14.4462,14.4132,14.2192,14.1890,14.1789,14.3596,14.3600,14.6007,14.8068,14.6795,14.7546,14.5337,14.5555,14.5666,14.4594,14.6512,14.7359,14.4840,14.4988,14.5447,14.4941,14.4601,14.4834,14.2725,14.1782,14.2772,14.3494,14.4013,14.3778,14.6902,14.8665,14.6641,14.2801,14.1854,14.2327,15.1441,15.1907,15.1767,14.3733,14.4181,14.3714,14.7378,14.6785,14.7011,14.4880,14.4617,14.3269,14.6308,14.6752,14.6041
YAL061W,8.2686,8.1588,8.2934,8.5212,8.3273,8.6518,8.2240,8.5108,8.4134,8.0564,8.1223,8.0192,10.9395,11.0864,11.1882,8.2467,8.5742,8.6780,7.8725,7.8214,8.0853,8.4054,8.1676,8.2268,8.0653,8.1743,7.8616,8.1864,8.5040,8.2320,7.9028,7.9503,8.0013,8.6250,8.7119,8.7867,9.2313,9.1968,9.2104,8.4903,8.4484,8.5483,8.3090,8.3519,8.3722,8.7560,8.5523,9.5891,9.5316,8.5208,9.5238,9.0972,8.7116,8.9326,8.3111,8.1560,8.7856,8.8715,8.8400,8.9090,8.4761,8.4700,8.3704,7.9300,7.7130,8.1962,8.3621,8.1798,8.3146,9.4875,9.7629,9.5327,7.9034,7.8747,7.6971,12.1328,12.1421,11.5744,8.3342,8.2485,8.1059,10.6050,10.2134,10.2504,8.2152,8.0166,7.7893,8.9228,8.3687,8.8402
YAL062W,7.7856,7.3731,7.5924,8.3763,8.0262,8.1681,8.4517,8.5100,8.6062,7.9053,7.7685,7.9473,11.1683,11.2740,11.2258,7.7711,8.3342,8.0431,7.5090,7.7328,7.6810,8.0100,7.8709,8.3531,7.5788,7.8111,7.8218,7.9820,8.1225,7.9222,7.2849,7.2359,7.3459,7.7185,7.6987,7.8911,7.7715,7.9094,7.7905,8.0399,7.8274,7.8840,7.7250,7.5098,7.5413,7.8751,7.7819,8.1162,8.9003,8.1766,8.3765,8.1247,8.0818,7.9672,7.7033,8.6371,8.7475,8.3681,8.8248,8.8071,8.1463,8.4329,8.3136,7.7486,7.6046,7.8349,7.8600,7.8242,7.9425,9.7893,10.2928,10.5192,7.6154,7.5154,7.5315,11.7253,11.7055,11.2710,8.1556,8.1369,8.1134,9.5139,9.1206,9.1083,8.0307,7.7898,7.5027,9.9839,9.5622,10.3592
YAL063C,10.0783,9.8957,9.9506,9.6469,9.5716,9.5442,9.3428,9.1702,9.3908,10.3604,10.6100,10.5490,10.3823,10.5579,10.8121,9.1194,10.3824,10.3666,9.7905,10.0042,10.0872,9.5412,9.4310,9.5063,9.9712,10.0903,9.9148,9.4262,9.7329,9.5332,9.7188,9.8054,9.9683,9.2133,9.0972,9.2509,9.0834,9.1570,9.3173,9.9091,9.6203,9.6106,9.5389,9.4785,9.4232,9.5567,9.3546,10.2179,9.7332,9.8842,9.8922,10.0348,9.9637,10.1952,9.4969,9.7436,9.6000,9.5184,9.8345,9.8053,9.7114,10.0360,9.8780,10.2161,10.0126,10.2978,9.7632,9.7637,9.7236,9.3922,9.5425,9.4142,9.8022,10.1453,9.4101,10.0314,10.0541,9.9726,9.6296,9.7283,9.5173,9.4462,9.3204,9.3391,10.3214,9.9177,9.8041,9.3811,9.6679,9.5513
YAL064W,4.4367,4.5387,4.3565,4.3789,4.2862,4.3968,4.1969,4.1613,4.2230,4.3450,4.4083,4.4153,4.6060,4.6630,4.7104,4.3748,4.3406,4.2306,4.8762,4.3790,4.4655,4.3101,4.6039,4.3068,4.6342,4.5330,4.5877,4.4245,4.5131,4.5067,4.3821,4.5066,4.5633,4.6162,4.5537,4.6574,4.7521,4.4989,4.6028,4.5383,5.1286,4.8310,4.7994,4.7949,4.7341,4.8653,4.5844,4.7297,4.7405,4.3735,4.5572,4.8565,4.5765,4.6816,4.5945,4.7311,4.2937,4.4330,4.4389,4.6432,4.8345,4.7028,4.4868,4.6620,4.5697,4.6635,4.6989,4.3448,4.7072,4.4457,4.3665,4.2599,5.0433,4.5971,4.5692,4.6767,4.5648,5.1602,4.4749,4.2646,4.4754,4.3814,4.2710,4.2867,4.5743,4.6874,4.3466,4.6447,4.5612,4.4165
YAL067C,9.0347,8.9925,8.7820,8.1039,7.6071,7.5408,8.2689,8.5698,8.2882,7.9448,7.7250,7.4605,6.9451,6.5764,7.2560,7.9440,8.7430,8.8520,7.9103,7.9203,8.0362,8.1888,8.4882,7.8490,8.1534,7.9901,7.9107,8.0793,8.4440,7.8497,9.4324,9.3674,9.6969,9.1445,9.0758,9.4115,8.5598,8.7090,8.7884,7.7484,7.6127,7.8666,8.4318,8.3958,8.1722,8.5465,7.9880,8.3528,7.4609,7.4656,7.5451,8.0104,7.9989,8.2292,8.6003,8.8273,7.9080,8.4392,8.5364,8.6625,9.0497,9.4981,9.4270,8.5707,8.5651,8.5152,8.8134,8.9055,9.1466,9.2504,8.7409,8.6299,8.4150,8.3797,8.0943,8.4899,8.4452,8.5051,8.3691,9.1138,8.9810,9.2731,9.3526,9.5395,8.5338,8.2453,8.0840,8.6929,9.2588,9.2532
YAR008W,10.3165,10.2719,10.3857,9.7361,9.9943,9.9068,9.7061,9.9849,10.0069,9.6907,9.5377,9.3803,9.1021,8.6771,8.6137,10.2414,9.4364,9.7060,9.8253,9.5727,9.5147,10.0509,10.1759,9.8924,9.6512,9.5204,9.4497,9.9645,9.9219,10.0336,10.5404,10.4282,10.5079,10.0032,10.0004,9.9034,10.1533,10.1696,10.0072,9.4911,9.1858,9.5331,9.9428,9.9124,9.7565,9.6585,9.5774,8.9624,9.7780,9.9184,9.7342,9.8127,9.9780,9.7694,9.7829,9.7098,9.2883,9.7555,9.7873,9.7626,10.0134,9.7682,9.8701,9.7509,9.7360,9.6744,10.0440,9.9170,10.2532,9.7047,9.4932,9.4765,9.8180,9.8532,10.0625,8.3364,8.4035,8.5292,9.9830,10.0701,10.1914,9.5479,9.5467,9.5165,9.3847,9.7322,9.7520,10.0674,10.0674,9.9563
YAR015W,13.6350,13.5956,13.5937,13.9445,13.9257,13.8107,14.0018,13.9204,13.9259,13.7526,13.7925,13.7420,11.7586,11.8425,11.7322,14.4186,13.5959,13.4426,14.1845,14.1323,14.0439,13.8820,14.0421,14.0550,14.1603,14.0453,14.0575,13.9675,13.8394,13.8995,13.8236,13.6465,13.5714,14.1668,14.1698,14.1671,14.1658,14.2018,14.1072,14.2825,14.2544,14.3941,14.2927,14.3280,14.3480,14.2629,14.3518,14.1352,14.1293,14.2066,14.1209,14.0586,13.9037,13.9295,14.2278,14.1290,13.7168,14.1778,14.0793,14.1780,14.1304,13.9876,14.1827,14.1201,14.1807,14.1640,13.9049,13.8814,13.8629,14.1234,14.1035,13.9975,14.0094,14.0181,14.2756,13.3949,13.2957,13.4510,13.9071,13.8800,14.0842,14.0904,14.1171,14.1749,14.2156,14.2991,14.3300,14.2374,14.2937,14.1499
YAR035W,10.1431,10.2200,10.2004,11.2808,10.8900,10.8643,11.1175,11.1059,11.0392,10.4700,10.5221,10.5448,10.0408,10.3407,10.4102,9.3528,10.9635,10.8653,10.3714,10.4325,10.4667,12.5471,12.2962,12.0494,10.3776,10.4215,10.3699,12.3579,12.2390,12.3054,10.7373,10.8317,10.8335,12.8957,13.0703,13.2275,12.4328,12.1486,12.5354,10.3111,10.0316,9.8634,10.8654,10.8246,10.8442,10.8321,10.7778,11.0599,12.1905,12.1680,12.2307,11.6357,11.8775,11.4618,11.0115,10.2401,10.3475,12.0878,12.4499,12.2726,10.8240,11.1570,10.9598,10.6948,10.4748,10.8262,11.7578,12.0263,11.7197,12.0870,12.5719,12.3144,10.4215,10.4370,10.2218,12.7320,12.8097,11.5288,12.1385,12.6801,12.2070,13.2440,12.9070,12.7987,11.3759,11.0459,10.4560,11.0295,11.2882,11.9515
