reaction_uid,model_reaction_id,reaction_name,model_equation,is_underground_rxn_prefix,crossref_status,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,rxndb_direct_match,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,usable_as_first_pass_training_label
MODEL_RXN:0004191,rxn1051,rxn1051,s_0132 + s_1224 --> s_0584 + s_1218,True,no_external_crossref,,,,,True,rxn1051,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.6666666667000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004192,rxn1052,rxn1052,s_0386 + s_0714 --> s_0423 + s_1405,True,no_external_crossref,,,,,True,rxn1052,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004193,rxn1053,rxn1053,s_0415 + s_0687 --> s_1405 + s_3760,True,no_external_crossref,,,,,True,rxn1053,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.5714285714,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004194,rxn1054,rxn1054,s_0714 + s_4106 --> s_0390 + s_1405,True,no_external_crossref,,,,,True,rxn1054,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.5454545455,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004195,rxn1055,rxn1055,s_0687 + sn_110 --> s_1405 + s_3761,True,no_external_crossref,,,,,True,rxn1055,MNXR171756,,0.7659574468,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004196,rxn1056,rxn1056,s_0132 + s_0714 --> s_0584 + s_1405,True,no_external_crossref,,,,,True,rxn1056,MNXR171756,,0.7142857143,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004197,rxn1057,rxn1057,s_3792 + sn_246 --> s_3791 + sn_384,True,no_external_crossref,,,,,True,rxn1057,MNXR113699,3.1.4.56,0.7894736842000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004198,rxn1058,rxn1058,s_3792 + sn_7 --> s_3791 + sn_115,True,no_external_crossref,,,,,True,rxn1058,MNXR113699,3.1.4.56,0.7894736842000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004199,rxn1059,rxn1059,s_1569 + s_3792 --> s_1579 + s_3791,True,no_external_crossref,,,,,True,rxn1059,MNXR113699,3.1.4.56,0.7532467532|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004200,rxn106,rxn106,s_0152 + s_0764 --> s_0775 + sn_235,True,no_external_crossref,,,,,True,rxn106,MNXR144362_reverse,2.6.1.49,0.68|0.5333333333,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004201,rxn1060,rxn1060,s_0296 + s_3792 --> s_0209 + s_3791,True,no_external_crossref,,,,,True,rxn1060,MNXR95722,1.1.1.1;1.1.1.90,1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004202,rxn1061,rxn1061,s_3792 + sn_142 --> s_3791 + sn_155,True,no_external_crossref,,,,,True,rxn1061,MNXR95722,1.1.1.1;1.1.1.90,0.7000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004203,rxn1062,rxn1062,s_3792 + sn_279 --> s_3791 + sn_164,True,no_external_crossref,,,,,True,rxn1062,MNXR95722,1.1.1.1;1.1.1.90,0.6470588235,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004204,rxn1063,rxn1063,s_0574 + sn_198 --> s_0803 + sn_28,True,no_external_crossref,,,,,True,rxn1063,MNXR95722,1.1.1.1;1.1.1.90,0.5789473684,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004205,rxn1064,rxn1064,s_0803 + s_4108 --> s_0558 + sn_198,True,no_external_crossref,,,,,True,rxn1064,MNXR95722,1.1.1.1;1.1.1.90,0.5789473684,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004206,rxn1065,rxn1065,s_0719 + s_0794 + s_1203 --> s_0625 + s_1198,True,no_external_crossref,,,,,True,rxn1065,MNXR95722,1.1.1.1;1.1.1.90,0.5,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004207,rxn1066,rxn1066,s_3768 --> s_0577 + 2 s_0794,True,no_external_crossref,,,,,True,rxn1066,MNXR95722,1.1.1.1;1.1.1.90,0.4782608696,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004208,rxn1067,rxn1067,s_0323 + sn_3 --> s_1486 + sn_121,True,no_external_crossref,,,,,True,rxn1067,MNXR95722,1.1.1.1;1.1.1.90,0.4782608696,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004209,rxn1068,rxn1068,s_0322 + sn_3 --> s_1487 + sn_121,True,no_external_crossref,,,,,True,rxn1068,MNXR95722,1.1.1.1;1.1.1.90,0.4666666667,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004210,rxn1069,rxn1069,s_0061 + s_1275 --> s_0837 + s_1269,True,no_external_crossref,,,,,True,rxn1069,MNXR95722,1.1.1.1;1.1.1.90,0.45833333330000003,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004211,rxn107,rxn107,s_0764 + s_3997 --> s_0260 + s_0775,True,no_external_crossref,,,,,True,rxn107,MNXR144362_reverse,2.6.1.49,0.68|0.5294117647000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004212,rxn1070,rxn1070,s_0689 + s_0951 + s_1275 --> s_0204 + s_0687 + s_0794 + s_0803,True,no_external_crossref,,,,,True,rxn1070,MNXR95722,1.1.1.1;1.1.1.90,0.45833333330000003,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004213,rxn1071,rxn1071,s_0689 + s_1275 + s_3874 --> s_0687 + s_0794 + s_0803 + sn_274,True,no_external_crossref,,,,,True,rxn1071,MNXR95722,1.1.1.1;1.1.1.90,0.4375,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004214,rxn1072,rxn1072,s_0689 + s_1275 + s_3874 --> s_0286 + s_0687 + s_0794 + s_0803,True,no_external_crossref,,,,,True,rxn1072,MNXR95722,1.1.1.1;1.1.1.90,0.4285714286,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004215,rxn1073,rxn1073,s_0836 + s_1399 --> s_0180 + s_4189,True,no_external_crossref,,,,,True,rxn1073,MNXR95722,1.1.1.1;1.1.1.90,0.4285714286,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004216,rxn1074,rxn1074,s_1399 + sn_242 --> s_0180 + s_4285,True,no_external_crossref,,,,,True,rxn1074,MNXR191191_reverse,3.3.2.10,1.0|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004217,rxn1075,rxn1075,s_0764 + s_0794 + s_1399 --> s_0456 + sn_209,True,no_external_crossref,,,,,True,rxn1075,MNXR191191_reverse,3.3.2.10,0.8333333333|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004218,rxn1076,rxn1076,s_0794 + s_1212 + sn_274 --> s_0803 + s_1207 + sn_387,True,no_external_crossref,,,,,True,rxn1076,MNXR164692,,1.0|0.5306122449,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004219,rxn1077,rxn1077,s_0794 + s_1212 + sn_327 --> s_0803 + s_1207 + sn_210,True,no_external_crossref,,,,,True,rxn1077,MNXR164692,,1.0|0.5306122449,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004220,rxn1078,rxn1078,s_0794 + s_1212 + sn_16 --> s_0803 + s_1207 + sn_238,True,no_external_crossref,,,,,True,rxn1078,MNXR164692,,1.0|0.5192307692,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004221,rxn1079,rxn1079,s_0434 + s_4106 --> s_0390 + s_0394 + s_0794,True,no_external_crossref,,,,,True,rxn1079,MNXR164692,,1.0|0.5192307692,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004222,rxn108,rxn108,s_0260 + s_0580 --> s_0557 + s_3997,True,no_external_crossref,,,,,True,rxn108,MNXR144362_reverse,2.6.1.49,0.68|0.5263157895,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004223,rxn1080,rxn1080,s_1393 + s_4079 --> s_0178 + s_1395,True,no_external_crossref,,,,,True,rxn1080,MNXR164692,,1.0|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004224,rxn1081,rxn1081,s_1392 + s_4079 --> s_0178 + s_1394,True,no_external_crossref,,,,,True,rxn1081,MNXR164692,,1.0|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004225,rxn1082,rxn1082,s_0981 + s_1393 --> s_1395 + s_4264,True,no_external_crossref,,,,,True,rxn1082,MNXR164692,,1.0|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004226,rxn1083,rxn1083,s_0981 + s_1392 --> s_1394 + s_4264,True,no_external_crossref,,,,,True,rxn1083,MNXR164692,,1.0|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004227,rxn1084,rxn1084,s_1029 + s_1393 --> s_0294 + s_1395,True,no_external_crossref,,,,,True,rxn1084,MNXR164692,,1.0|0.5,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004228,rxn1085,rxn1085,s_1029 + s_1392 --> s_0294 + s_1394,True,no_external_crossref,,,,,True,rxn1085,MNXR164692,,1.0|0.5,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004229,rxn1086,rxn1086,s_1021 + s_1393 --> s_0291 + s_1395,True,no_external_crossref,,,,,True,rxn1086,MNXR164692,,1.0|0.4918032787,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004230,rxn1087,rxn1087,s_1021 + s_1392 --> s_0291 + s_1394,True,no_external_crossref,,,,,True,rxn1087,MNXR164692,,1.0|0.4918032787,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004231,rxn1088,rxn1088,s_1051 + s_1393 --> s_0204 + s_1395,True,no_external_crossref,,,,,True,rxn1088,MNXR164692,,1.0|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004232,rxn1089,rxn1089,s_1051 + s_1392 --> s_0204 + s_1394,True,no_external_crossref,,,,,True,rxn1089,MNXR164692,,1.0|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004233,rxn109,rxn109,s_0260 + sn_198 --> s_1427 + s_3997,True,no_external_crossref,,,,,True,rxn109,MNXR144362_reverse,2.6.1.49,0.6785714286|0.5555555556,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004234,rxn1090,rxn1090,s_1016 + s_1393 --> s_0056 + s_1395,True,no_external_crossref,,,,,True,rxn1090,MNXR164692,,1.0|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004235,rxn1091,rxn1091,s_1016 + s_1392 --> s_0056 + s_1394,True,no_external_crossref,,,,,True,rxn1091,MNXR164692,,1.0|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004236,rxn1092,rxn1092,s_0185 + s_0794 + s_1212 + s_1275 --> s_0803 + s_1207 + s_4245,True,no_external_crossref,,,,,True,rxn1092,MNXR164692,,1.0|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004237,rxn1093,rxn1093,s_0386 + s_1150 --> s_0303 + s_0803,True,no_external_crossref,,,,,True,rxn1093,MNXR164692,,1.0|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004238,rxn1094,rxn1094,s_0286 + 2 s_0794 + s_1212 + s_1275 --> s_0456 + s_0803 + s_1207 + s_3763,True,no_external_crossref,,,,,True,rxn1094,MNXR164692,,1.0|0.48387096770000004,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004239,rxn1095,rxn1095,s_0794 + s_1212 + s_1275 + sn_213 --> s_0008 + s_0803 + s_1207,True,no_external_crossref,,,,,True,rxn1095,MNXR164692,,1.0|0.48387096770000004,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004240,rxn1096,rxn1096,s_0794 + s_1203 + sn_164 --> s_1198 + sn_339,True,no_external_crossref,,,,,True,rxn1096,MNXR164692,,0.9848484848000001|0.5306122449,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004241,rxn1097,rxn1097,2 s_0981 + s_3846 --> s_0794 + s_0984 + s_3847,True,no_external_crossref,,,,,True,rxn1097,MNXR164692,,0.9848484848000001|0.5306122449,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004242,rxn1098,rxn1098,s_0855 + s_0999 --> s_1048 + s_4021,True,no_external_crossref,,,,,True,rxn1098,MNXR164692,,0.9848484848000001|0.5192307692,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004243,rxn1099,rxn1099,s_0803 + s_4331 --> s_0837 + s_2763,True,no_external_crossref,,,,,True,rxn1099,MNXR164692,,0.9848484848000001|0.5192307692,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004244,rxn11,rxn11,s_0558 + s_4193 --> s_1520 + s_3998,True,no_external_crossref,,,,,True,rxn11,MNXR130061_reverse,1.1.1.21,0.8695652174,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004245,rxn110,rxn110,s_0260 + s_0556 --> s_1426 + s_3997,True,no_external_crossref,,,,,True,rxn110,MNXR144362_reverse,2.6.1.49,0.6785714286|0.5263157895,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004246,rxn1100,rxn1100,s_1416 + sn_228 --> s_0794 + s_1413 + s_3210,True,no_external_crossref,,,,,True,rxn1100,MNXR164692,,0.9848484848000001|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004247,rxn1101,rxn1101,s_1416 + sn_204 --> s_0794 + s_1413 + s_3208,True,no_external_crossref,,,,,True,rxn1101,MNXR164692,,0.9848484848000001|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004248,rxn1102,rxn1102,s_1238 + s_3988 --> s_1014 + s_3638,True,no_external_crossref,,,,,True,rxn1102,MNXR164692,,0.9848484848000001|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004249,rxn1103,rxn1103,s_1238 + sn_97 --> s_1014 + s_3634,True,no_external_crossref,,,,,True,rxn1103,MNXR164692,,0.9848484848000001|0.5094339623,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004250,rxn1104,rxn1104,s_1238 + sn_381 --> s_1014 + s_3636,True,no_external_crossref,,,,,True,rxn1104,MNXR164692,,0.9848484848000001|0.5,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004251,rxn1105,rxn1105,s_1039 + s_3301 --> s_0512 + s_3483,True,no_external_crossref,,,,,True,rxn1105,MNXR164692,,0.9848484848000001|0.5,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004252,rxn1106,rxn1106,s_1039 + s_3297 --> s_0512 + s_3479,True,no_external_crossref,,,,,True,rxn1106,MNXR164692,,0.9848484848000001|0.4918032787,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004253,rxn1107,rxn1107,s_0767 + s_3210 --> s_0512 + s_3224,True,no_external_crossref,,,,,True,rxn1107,MNXR164692,,0.9848484848000001|0.4918032787,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004254,rxn1108,rxn1108,s_0514 + s_3232 --> s_0512 + s_3224,True,no_external_crossref,,,,,True,rxn1108,MNXR164692,,0.9848484848000001|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004255,rxn1109,rxn1109,s_0514 + s_3510 --> s_0512 + s_2961,True,no_external_crossref,,,,,True,rxn1109,MNXR164692,,0.9848484848000001|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004256,rxn111,rxn111,s_0260 + s_0548 --> s_0568 + s_3997,True,no_external_crossref,,,,,True,rxn111,MNXR144362_reverse,2.6.1.49,0.6785714286|0.5555555556,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004257,rxn1110,rxn1110,s_0514 + s_3502 --> s_0512 + s_2957,True,no_external_crossref,,,,,True,rxn1110,MNXR164692,,0.9848484848000001|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004258,rxn1111,rxn1111,s_0514 + s_3497 --> s_0512 + s_2956,True,no_external_crossref,,,,,True,rxn1111,MNXR164692,,0.9848484848000001|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004259,rxn1112,rxn1112,s_3210 + s_3232 --> s_0512 + s_3263,True,no_external_crossref,,,,,True,rxn1112,MNXR164692,,0.9848484848000001|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004260,rxn1113,rxn1113,s_3208 + s_3232 --> s_0512 + s_3238,True,no_external_crossref,,,,,True,rxn1113,MNXR164692,,0.9848484848000001|0.4905660377,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004261,rxn1114,rxn1114,s_3210 + sn_144 --> s_0512 + s_3238,True,no_external_crossref,,,,,True,rxn1114,MNXR164692,,0.9848484848000001|0.48387096770000004,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004262,rxn1115,rxn1115,s_3208 + sn_144 --> s_0512 + s_3234,True,no_external_crossref,,,,,True,rxn1115,MNXR164692,,0.9848484848000001|0.48387096770000004,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004263,rxn1116,rxn1116,s_0514 + s_3988 --> s_0512 + s_3638,True,no_external_crossref,,,,,True,rxn1116,MNXR117339_reverse,3.1.1;3.1.1.1;3.1.1.3,0.8965517241000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004264,rxn1117,rxn1117,s_0514 + sn_97 --> s_0512 + s_3634,True,no_external_crossref,,,,,True,rxn1117,MNXR117339_reverse,3.1.1;3.1.1.1;3.1.1.3,0.8965517241000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004265,rxn1118,rxn1118,s_0514 + sn_381 --> s_0512 + s_3636,True,no_external_crossref,,,,,True,rxn1118,MNXR117339_reverse,3.1.1;3.1.1.1;3.1.1.3,0.8965517241000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004266,rxn1119,rxn1119,s_0803 + s_1416 --> s_0303 + s_0794 + s_1014,True,no_external_crossref,,,,,True,rxn1119,MNXR117339_reverse,3.1.1;3.1.1.1;3.1.1.3,0.8965517241000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004267,rxn112,rxn112,s_0260 + s_0570 --> s_0551 + s_3997,True,no_external_crossref,,,,,True,rxn112,MNXR144362_reverse,2.6.1.49,0.6785714286|0.5263157895,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004268,rxn1120,rxn1120,s_0180 + sn_200 --> s_4132 + s_4182,True,no_external_crossref,,,,,True,rxn1120,MNXR117339_reverse,3.1.1;3.1.1.1;3.1.1.3,0.8965517241000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
