reaction_uid,model_reaction_id,reaction_name,is_underground_rxn_prefix,model_equation,metanetx_reaction_id,kegg_reaction_id,kegg_pathway_ids,bigg_reaction_id,sbo_id,mnx_equation,mnx_reference,mnx_classifs,mnx_is_balanced,mnx_is_transport,crossref_status,notes
MODEL_RXN:0001253,r_1809,glycerol-3-phosphate shuttle,False,s_0767 <=> s_0770,MNXR100308,,,GLYC3Ptm,SBO:0000655,1 MNXM66@MNXD1 = 1 MNXM66@MNXD2,rheaR:34967,,B,T,has_external_crossref,
MODEL_RXN:0001254,r_1810,L-glycine exchange,False,s_1004 --> ,,,,EX_gly_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001255,r_1811,glycine transport,False,s_1003 <=> s_1005,MNXR100371,,,GLYtm,SBO:0000655,1 MNXM29@MNXD1 = 1 MNXM29@MNXD2,seedR:rxn05218,,B,T,has_external_crossref,
MODEL_RXN:0001256,r_1812,glycoaldehyde transport,False,s_0775 <=> s_0777,MNXR100061,,,GCALDtm,SBO:0000655,1 MNXM734590@MNXD1 = 1 MNXM734590@MNXD2,seedR:rxn09680,,B,T,has_external_crossref,
MODEL_RXN:0001257,r_1813,glycoaldehyde transport,False,s_0776 <=> s_0775,MNXR100061,,,GCALDt,SBO:0000655,1 MNXM734590@MNXD1 = 1 MNXM734590@MNXD2,seedR:rxn09680,,B,T,has_external_crossref,
MODEL_RXN:0001258,r_1814,glycolaldehyde exchange,False,s_0776 --> ,,,,EX_gcald_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001259,r_1815,glyoxylate exchange,False,s_0780 --> ,,,,EX_glx_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001260,r_1816,glyoxylate transport,False,s_0779 <=> s_0780,MNXR100306,,,GLXt,SBO:0000655,1 MNXM69@MNXD1 = 1 MNXM69@MNXD2,rheaR:29723,,B,T,has_external_crossref,
MODEL_RXN:0001261,r_1817,glyoxylate transport,False,s_0779 <=> s_0781,MNXR100306,,,GLXtp,SBO:0000655,1 MNXM69@MNXD1 = 1 MNXM69@MNXD2,rheaR:29723,,B,T,has_external_crossref,
MODEL_RXN:0001262,r_1818,guanine exchange,False,s_0788 --> ,,,,EX_gua_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001263,r_1819,guanine transport,False,s_0787 <=> s_0789,MNXR100465,,,GUAtm,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001264,r_1820,guanosine exchange,False,s_0791 --> ,,,,EX_gsn_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001265,r_1821,guanosine kinase,False,s_0434 + s_0790 --> s_0394 + s_0782 + s_0794,MNXR100432,R01228,,GSNK,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0001266,r_1822,guanosine transport,False,s_0790 --> s_0792,MNXR100433,,,GSNtm,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001267,r_1823,guanosine transport,False,s_0791 --> s_0790,MNXR100433,,,GSNt,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001268,r_1824,H+ diffusion,False,s_0796 --> s_0794,MNXR100765,,,Ht,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001269,r_1825,H+ diffusion,False,s_0794 <=> s_0795,MNXR100765,,,Htr,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001270,r_1826,H+ diffusion,False,s_0794 <=> s_0797,MNXR100765,,,Htg,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001271,r_1827,H+ diffusion,False,s_0794 <=> s_0798,MNXR100765,,,,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001272,r_1829,H+ diffusion,False,s_0794 <=> s_0800,MNXR100765,,,HMR_1095,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001273,r_1830,H+ diffusion,False,s_0794 <=> s_0801,MNXR100765,,,Htx,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001274,r_1831,H+ diffusion,False,s_0794 <=> s_0802,MNXR100765,,,,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001275,r_1832,H+ exchange,False,s_0796 <=> ,,,,EX_h_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001276,r_1833,hexacosanoyl-CoA transport,False,s_0816 <=> s_0817,MNXR124347,,,,SBO:0000655,1 MNXM727223@MNXD1 = 1 MNXM727223@MNXD2,seedR:rxn13312,,B,T,has_external_crossref,
MODEL_RXN:0001277,r_1834,hexadecanal exchange,False,s_0826 --> ,,,,,SBO:0000627,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001278,r_1835,hexadecanoate (n-C16:0) transport,False,s_1288 <=> s_1286,MNXR99101,,,HDCAt,SBO:0000655,1 MNXM108@MNXD1 = 1 MNXM108@MNXD2,rheaR:45256,,B,T,has_external_crossref,
MODEL_RXN:0001279,r_1836,hexadecenoate (n-C16:1) transport,False,s_1295 <=> s_1293,,,,HDCEAt,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001280,r_1837,"L-histidine transport, mitochondrial",False,s_1006 --> s_1008,MNXR100649,,,,SBO:0000655,1 MNXM1107769@MNXD1 = 1 MNXM1107769@MNXD2,seedR:rxn08721,,B,T,has_external_crossref,
MODEL_RXN:0001281,r_1838,homocitrate synthase,False,s_0182 + s_0376 + s_0807 --> s_0532 + s_0799 + s_0834,MNXR141692,R00271,sce00300|sce00620|sce01130|sce01210|sce01230,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0001282,r_1839,hydrogen peroxide transport,False,s_0837 <=> s_0839,MNXR98640,,,H2O2tn,SBO:0000655,1 MNXM732620@MNXD1 = 1 MNXM732620@MNXD2,seedR:rxn08685,,B,T,has_external_crossref,
MODEL_RXN:0001283,r_1840,hydroxymethylglutaryl-CoA transport,False,s_0218 <=> s_0221,MNXR100661,,,HMGCOAtm,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001284,r_1841,hypoxanthine exchange,False,s_0844 --> ,,,,EX_hxan_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001285,r_1842,hypoxanthine transport,False,s_0844 <=> s_0843,MNXR100749,,,HYXNt,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001286,r_1843,indol-3-ylacetaldehyde exchange,False,s_0851 --> ,,,,EX_id3acald_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001287,r_1844,indole-3-acetaldehyde transport,False,s_0850 <=> s_0852,MNXR100791,,,ID3ACALDtm,SBO:0000655,1 MNXM518@MNXD1 = 1 MNXM518@MNXD2,seedR:rxn09742,,B,T,has_external_crossref,
MODEL_RXN:0001288,r_1845,indole-3-acetaldehyde transport,False,s_0850 <=> s_0851,MNXR100791,,,ID3ACALDt,SBO:0000655,1 MNXM518@MNXD1 = 1 MNXM518@MNXD2,seedR:rxn09742,,B,T,has_external_crossref,
MODEL_RXN:0001289,r_1846,indole-3-acetate transport,False,s_0853 <=> s_0854,MNXR100833,,,IND3ACtm,SBO:0000655,1 MNXM383@MNXD1 = 1 MNXM383@MNXD2,seedR:rxn09741,,B,T,has_external_crossref,
MODEL_RXN:0001290,r_1847,inosine exchange,False,s_0857 --> ,,,,EX_ins_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001291,r_1848,inosine transport,False,s_0857 --> s_0856,MNXR100849,,,INSt,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001292,r_1849,inositol hexakisphosphate transport,False,s_1158 <=> s_1159,MNXR101585,,,MINOHPtn,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001293,r_1850,insosine kinase,False,s_0434 + s_0856 --> s_0394 + s_0794 + s_0849,MNXR100845,R01131,,INSK,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0001294,r_1851,IPC transport,False,s_0895 <=> s_0894,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001295,r_1852,IPC transport,False,s_0901 <=> s_0900,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001296,r_1853,IPC transport,False,s_0907 <=> s_0906,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001297,r_1854,IPC transport,False,s_0913 <=> s_0912,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001298,r_1855,IPC transport,False,s_0919 <=> s_0918,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001299,r_1856,IPC transport,False,s_0898 <=> s_0897,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001300,r_1857,IPC transport,False,s_0904 <=> s_0903,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001301,r_1858,IPC transport,False,s_0910 <=> s_0909,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001302,r_1859,IPC transport,False,s_0916 <=> s_0915,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001303,r_1860,IPC transport,False,s_0922 <=> s_0921,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001304,r_1861,iron(2+) exchange,False,s_0925 <=> ,,,,EX_fe2_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001305,r_1862,isoamyl acetate exchange,False,s_0928 --> ,,,,EX_iamac_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001306,r_1863,isoamyl alcohol transport,False,s_0929 <=> s_0930,MNXR100775,,,IAMOHt,SBO:0000655,1 MNXM1670@MNXD1 = 1 MNXM1670@MNXD2,seedR:rxn13316,,B,T,has_external_crossref,
MODEL_RXN:0001307,r_1864,isoamyl alcohol transport,False,s_0929 <=> s_0931,MNXR100775,,,IAMOHtm,SBO:0000655,1 MNXM1670@MNXD1 = 1 MNXM1670@MNXD2,seedR:rxn13316,,B,T,has_external_crossref,
MODEL_RXN:0001308,r_1865,isoamylol exchange,False,s_0930 --> ,,,,EX_iamoh_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001309,r_1866,isobutanol exchange,False,s_0933 --> ,,,,EX_ibutoh_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001310,r_1867,isobutyl acetate exchange,False,s_0936 --> ,,,,EX_ibutac_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001311,r_1868,isobutyl alcohol transport,False,s_0932 <=> s_0933,MNXR100780,,,IBUTOHt,SBO:0000655,1 MNXM5188@MNXD1 = 1 MNXM5188@MNXD2,seedR:rxn13319,,B,T,has_external_crossref,
MODEL_RXN:0001312,r_1869,isobutyl alcohol transport,False,s_0932 <=> s_0934,MNXR100780,,,IBUTOHtm,SBO:0000655,1 MNXM5188@MNXD1 = 1 MNXM5188@MNXD2,seedR:rxn13319,,B,T,has_external_crossref,
MODEL_RXN:0001313,r_1870,isobutyraldehyde exchange,False,s_0938 --> ,,,,EX_2mppal_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001314,r_1871,L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde,False,s_0117 + s_0799 + s_0807 --> s_0954,,,,PHCHGSm,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0001315,r_1872,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),False,s_0794 + s_0952 --> s_0418 + s_0456,MNXR95851,R03758,,AOBUTDs,SBO:0000176,1 MNXM1106@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM114087@MNXD1 + 1 MNXM1@MNXD1,rheaR:25653,1.1.1.381,B,,has_external_crossref,
MODEL_RXN:0001316,r_1873,L-alanine exchange,False,s_0956 --> ,,,,EX_ala__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001317,r_1874,L-alanine transport,False,s_0957 --> s_0955,MNXR95706,,,ALAtmi,SBO:0000655,1 MNXM1105732@MNXD1 = 1 MNXM1105732@MNXD2,seedR:rxn08104,,B,T,has_external_crossref,
MODEL_RXN:0001318,r_1875,L-arabinitol exchange,False,s_0962 --> ,,,,EX_abt_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001319,r_1876,L-arabinitol transport,False,s_0962 <=> s_0961,MNXR95190,,,ABTt,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001320,r_1877,L-arabinoase transport,False,s_0964 <=> s_0963,MNXR135734,,,ARAB_Lt,SBO:0000655,1 MNXM461@MNXD1 = 1 MNXM461@MNXD2,seedR:rxn08142,,B,T,has_external_crossref,
MODEL_RXN:0001321,r_1878,L-arabinose exchange,False,s_0964 --> ,,,,EX_arab__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001322,r_1879,L-arginine exchange,False,s_0966 --> ,,,,EX_arg__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001323,r_1880,L-asparagine exchange,False,s_0970 --> ,,,,EX_asn__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001324,r_1881,L-aspartate exchange,False,s_0974 --> ,,,,EX_asp__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001325,r_1882,L-carnitine transport,False,s_0023 --> s_0021,MNXR96906,,,CRNtim,SBO:0000655,1 MNXM1105737@MNXD1 = 1 MNXM1105737@MNXD2,rheaR:34959,,B,T,has_external_crossref,
MODEL_RXN:0001326,r_1883,L-cysteine exchange,False,s_0982 --> ,,,,EX_cys__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001327,r_1884,L-erythro-4-hydroxyglutamate transport,False,s_0677 <=> s_0678,MNXR97841,,,E4HGLUtm,SBO:0000655,1 MNXM733010@MNXD1 = 1 MNXM733010@MNXD2,seedR:rxn09766,,B,T,has_external_crossref,
MODEL_RXN:0001328,r_1885,L-erythro-4-hydroxyglutamate transport,False,s_0677 <=> s_0679,MNXR97841,,,E4HGLUtp,SBO:0000655,1 MNXM733010@MNXD1 = 1 MNXM733010@MNXD2,seedR:rxn09766,,B,T,has_external_crossref,
MODEL_RXN:0001329,r_1886,L-glucitol exchange,False,s_0990 --> ,,,,EX_sbt__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001330,r_1887,L-glutamate 5-semialdehyde dehydratase,False,s_0997 <=> s_0118 + s_0794 + s_0803,MNXR99897,R03314,,G5SADs,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0001331,r_1889,L-glutamate exchange,False,s_0992 --> ,,,,EX_glu__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001332,r_1890,L-glutamate transport,False,s_0991 <=> s_0994,MNXR100301,,,,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001333,r_1891,L-glutamine exchange,False,s_1000 --> ,,,,EX_gln__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001334,r_1892,L-glutamine transport,False,s_0999 <=> s_1001,MNXR100259,,,,SBO:0000655,1 MNXM37@MNXD1 = 1 MNXM37@MNXD2,seedR:rxn08625,,B,T,has_external_crossref,
MODEL_RXN:0001335,r_1893,L-histidine exchange,False,s_1007 --> ,,,,EX_his__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001336,r_1895,L-homoserine transport,False,s_1015 <=> s_1014,MNXR100678,,,r2535,SBO:0000655,1 MNXM353@MNXD1 = 1 MNXM353@MNXD2,seedR:rxn08723,,B,T,has_external_crossref,
MODEL_RXN:0001337,r_1896,L-homoserine exchange,False,s_1015 --> ,,,,EX_hom__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001338,r_1897,L-isoleucine exchange,False,s_1017 --> ,,,,EX_ile__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001339,r_1898,L-isoleucine transport,False,s_1018 --> s_1016,MNXR100824,,,ILEtmi,SBO:0000655,1 MNXM728337@MNXD1 = 1 MNXM728337@MNXD2,seedR:rxn08747,,B,T,has_external_crossref,
MODEL_RXN:0001340,r_1899,L-leucine exchange,False,s_1022 --> ,,,,EX_leu__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001341,r_1900,L-lysine exchange,False,s_1026 --> ,,,,EX_lys__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001342,r_1901,L-malate transport,False,s_0067 <=> s_0066,MNXR101367,,,MALt,SBO:0000655,1 MNXM1107192@MNXD1 = 1 MNXM1107192@MNXD2,seedR:rxn08868,,B,T,has_external_crossref,
MODEL_RXN:0001343,r_1902,L-methionine exchange,False,s_1030 --> ,,,,EX_met__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001344,r_1903,L-phenylalanine exchange,False,s_1033 --> ,,,,EX_phe__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001345,r_1904,L-proline exchange,False,s_1036 --> ,,,,EX_pro__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001346,r_1905,L-proline transport,False,s_1035 <=> s_1037,MNXR103213,,,PROtm,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001347,r_1906,L-serine exchange,False,s_1041 --> ,,,,EX_ser__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001348,r_1907,L-serine transport,False,s_1039 <=> s_1040,MNXR104354,,,,SBO:0000655,1 MNXM737787@MNXD1 = 1 MNXM737787@MNXD2,rheaR:35031,,B,T,has_external_crossref,
MODEL_RXN:0001349,r_1908,L-sorbitol transport,False,s_0990 <=> s_0989,MNXR104289,,,SBT_Lt,SBO:0000655,1 MNXM4638@MNXD1 = 1 MNXM4638@MNXD2,seedR:rxn09661,,B,T,has_external_crossref,
MODEL_RXN:0001350,r_1909,L-sorbose exchange,False,s_1044 --> ,,,,EX_srb__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001351,r_1910,L-sorbose transport,False,s_1044 <=> s_1043,MNXR104533,,,SRB_Lt,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001352,r_1911,L-threonine exchange,False,s_1046 --> ,,,,EX_thr__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001353,r_1912,L-tryptophan exchange,False,s_1049 --> ,,,,EX_trp__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001354,r_1913,L-tyrosine exchange,False,s_1052 --> ,,,,EX_tyr__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001355,r_1914,L-valine exchange,False,s_1057 --> ,,,,EX_val__L_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001356,r_1915,lanosterol exchange,False,s_1061 --> ,,,,EX_lanost_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001357,r_1916,laurate exchange,False,s_1067 --> ,,,,EX_ddca_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001358,r_1919,lysine transport,False,s_1025 --> s_1027,MNXR101269,,,,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001359,r_1920,M(IP)2C transport,False,s_0862 <=> s_0861,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001360,r_1921,M(IP)2C transport,False,s_0868 <=> s_0867,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001361,r_1922,M(IP)2C transport,False,s_0874 <=> s_0873,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001362,r_1923,M(IP)2C transport,False,s_0880 <=> s_0879,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001363,r_1924,M(IP)2C transport,False,s_0886 <=> s_0885,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001364,r_1925,M(IP)2C transport,False,s_0865 <=> s_0864,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001365,r_1926,M(IP)2C transport,False,s_0871 <=> s_0870,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001366,r_1927,M(IP)2C transport,False,s_0877 <=> s_0876,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001367,r_1928,M(IP)2C transport,False,s_0883 <=> s_0882,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001368,r_1929,M(IP)2C transport,False,s_0889 <=> s_0888,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001369,r_1930,malate/oxaloacetate shuttle,False,s_0069 + s_1271 <=> s_0066 + s_1274,MNXR101346,,,MALOAAtp,SBO:0000655,1 MNXM1107192@MNXD1 + 1 MNXM46@MNXD2 = 1 MNXM1107192@MNXD2 + 1 MNXM46@MNXD1,seedR:rxn09836,,B,T,has_external_crossref,
MODEL_RXN:0001370,r_1931,maltose exchange,False,s_1106 --> ,MNXR123950,,,EX_malt_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001371,r_1932,mannan transport,False,s_1107 <=> s_1108,MNXR101396,,,MANNANter,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0001372,r_1935,methionine transport,False,s_1031 --> s_1029,MNXR101493,,,METtm,SBO:0000655,1 MNXM738804@MNXD1 = 1 MNXM738804@MNXD2,seedR:rxn08920,,B,T,has_external_crossref,
MODEL_RXN:0001373,r_1936,methylglyoxal synthase,False,s_0629 --> s_1151 + s_1322,MNXR101551,R01016,,MGSA,SBO:0000176,1 MNXM310@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM77@MNXD1,rheaR:17937,4.2.3.3,B,,has_external_crossref,
MODEL_RXN:0001374,r_1937,MIPC transport,False,s_1117 <=> s_1116,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001375,r_1938,MIPC transport,False,s_1123 <=> s_1122,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001376,r_1939,MIPC transport,False,s_1129 <=> s_1128,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001377,r_1940,MIPC transport,False,s_1135 <=> s_1134,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001378,r_1941,MIPC transport,False,s_1141 <=> s_1140,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001379,r_1942,MIPC transport,False,s_1120 <=> s_1119,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001380,r_1943,MIPC transport,False,s_1126 <=> s_1125,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001381,r_1944,MIPC transport,False,s_1132 <=> s_1131,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001382,r_1945,MIPC transport,False,s_1138 <=> s_1137,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001383,r_1946,MIPC transport,False,s_1144 <=> s_1143,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001384,r_1947,myo-inositol exchange,False,s_1154 --> ,,,,EX_inost_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001385,r_1952,"N,N'-diformyldityrosine exchange",False,s_1186 --> ,,,,,SBO:0000627,,,,,,model_only_no_external_crossref,
MODEL_RXN:0001386,r_1963,NADP(+) transport,False,s_1207 <=> s_1208,MNXR101896,,,NADPtru,SBO:0000655,1 MNXM5@MNXD1 = 1 MNXM5@MNXD2,seedR:rxn13360,,B,T,has_external_crossref,
MODEL_RXN:0001387,r_1964,NADPH transport,False,s_1212 <=> s_1213,MNXR101894,,,NADPHtru,SBO:0000655,1 MNXM738702@MNXD1 = 1 MNXM738702@MNXD2,seedR:rxn33186,,B,T,has_external_crossref,
MODEL_RXN:0001388,r_1965,NH3 transport,False,s_0419 <=> s_0421,MNXR101950,,,NH4tm,SBO:0000655,1 MNXM729302@MNXD1 = 1 MNXM729302@MNXD2,rheaR:28747,,B,T,has_external_crossref,
MODEL_RXN:0001389,r_1966,nicotinamide diffusion,False,s_1216 <=> s_1217,MNXR101918,,,,SBO:0000655,1 MNXM216@MNXD1 = 1 MNXM216@MNXD2,seedR:rxn10867,,B,T,has_external_crossref,
MODEL_RXN:0001390,r_1967,nicotinate exchange,False,s_1220 --> ,,,,EX_nac_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001391,r_1968,NMN exchange,False,s_1225 --> ,,,,EX_nmn_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001392,r_1970,NMN transport,False,s_1224 <=> s_1227,MNXR101972,,,NMNtn,SBO:0000655,1 MNXM355@MNXD1 = 1 MNXM355@MNXD2,rheaR:28482,,B,T,has_external_crossref,
MODEL_RXN:0001393,r_1971,NMN transport,False,s_1224 <=> s_1228,MNXR101972,,,,SBO:0000655,1 MNXM355@MNXD1 = 1 MNXM355@MNXD2,rheaR:28482,,B,T,has_external_crossref,
MODEL_RXN:0001394,r_1972,NMN transport,False,s_1225 --> s_1224,MNXR101972,,,NMNP,SBO:0000655,1 MNXM355@MNXD1 = 1 MNXM355@MNXD2,rheaR:28482,,B,T,has_external_crossref,
MODEL_RXN:0001395,r_1974,nucleoside-diphosphatase (dGDP),False,s_0613 + s_0803 --> s_0615 + s_0794 + s_1322,MNXR101929,,,NDP4,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0001396,r_1975,nucleoside-triphosphatase (dGTP),False,s_0617 + s_0803 --> s_0613 + s_0794 + s_1322,MNXR102044,,,NTP4,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM436@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM344@MNXD1 + 1 WATER@MNXD1,rheaR:64936,3.6.1;3.6.1.15,B,,has_external_crossref,
MODEL_RXN:0001397,r_1976,O-acetylcarnintine transport into mitochondria,False,s_1235 --> s_1236,MNXR95412,,,ACRNtm,SBO:0000655,1 MNXM726103@MNXD1 = 1 MNXM726103@MNXD2,seedR:rxn09788,,B,T,has_external_crossref,
MODEL_RXN:0001398,r_1977,O2 transport,False,s_1275 <=> s_1276,MNXR102090,,,O2ter,SBO:0000655,1 MNXM735438@MNXD1 = 1 MNXM735438@MNXD2,seedR:rxn05468,,B,T,has_external_crossref,
MODEL_RXN:0001399,r_1978,O2 transport,False,s_1275 <=> s_1278,MNXR102090,,,O2tm,SBO:0000655,1 MNXM735438@MNXD1 = 1 MNXM735438@MNXD2,seedR:rxn05468,,B,T,has_external_crossref,
MODEL_RXN:0001400,r_1979,O2 transport,False,s_1277 <=> s_1275,MNXR102090,,,O2t,SBO:0000655,1 MNXM735438@MNXD1 = 1 MNXM735438@MNXD2,seedR:rxn05468,,B,T,has_external_crossref,
MODEL_RXN:0001401,r_1980,O2 transport,False,s_1275 <=> s_1279,MNXR102090,,,O2tp,SBO:0000655,1 MNXM735438@MNXD1 = 1 MNXM735438@MNXD2,seedR:rxn05468,,B,T,has_external_crossref,
MODEL_RXN:0001402,r_1981,octadecanoate (n-C18:0) transport,False,s_1450 <=> s_1449,MNXR99109,,,OCDCAt,SBO:0000655,1 MNXM236@MNXD1 = 1 MNXM236@MNXD2,rheaR:39807,,B,T,has_external_crossref,
MODEL_RXN:0001403,r_1984,octanoate exchange,False,s_1250 --> ,,,,EX_octa_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0001404,r_1987,ornithine exchange,False,s_1267 --> ,,,,EX_orn_e,SBO:0000627,,,,,,has_external_crossref,
