model_reaction_id,reaction_name,model_equation,rxndb_id,rxndb_ec_number,enzyme_ec_numbers,reference_likeness_score
rxn1394,rxn1394,s_0394 + s_0803 --> s_0423 + s_0794 + s_1322,rxn1394,1.1.1.21,1.1.1.100|1.1.1.23|1.3.1.9|2.-.-.-|2.1.1.290|2.3.-.-|2.3.1.-|2.3.1.1|2.3.1.12|2.3.1.15|2.3.1.158|2.3.1.16|2.3.1.181|2.3.1.199|2.3.1.20|2.3.1.22|2.3.1.225|2.3.1.23|2.3.1.231|2.3.1.234|2.3.1.255|2.3.1.257|2.3.1.258|2.3.1.268|2.3.1.286|2.3.1.297|2.3.1.31|2.3.1.35|2.3.1.36|2.3.1.37|2.3.1.38|2.3.1.39|2.3.1.4|2.3.1.41|2.3.1.42|2.3.1.48|2.3.1.50|2.3.1.51|2.3.1.61|2.3.1.7|2.3.1.84|2.3.1.86|2.3.1.9|2.3.1.97|2.3.1.n6|2.3.1.n7|2.4.1.-|2.4.1.173|2.4.1.34|2.7.-.-|2.7.1.105|2.7.11.1|2.7.4.1|2.7.7.-|2.7.7.1|2.7.7.12|2.7.7.13|2.7.7.14|2.7.7.15|2.7.7.18|2.7.7.19|2.7.7.2|2.7.7.23|2.7.7.3|2.7.7.4|2.7.7.41|2.7.7.49|2.7.7.5|2.7.7.50|2.7.7.53|2.7.7.6|2.7.7.7|2.7.7.79|2.7.7.87|2.7.7.9|2.8.1.-|3.-.-.-|3.1.-.-|3.1.1.-|3.1.11.-|3.1.13.-|3.1.2.1|3.1.2.14|3.1.2.20|3.1.26.4|3.1.26.5|3.1.3.-|3.1.3.1|3.1.3.106|3.1.3.11|3.1.3.15|3.1.3.16|3.1.3.2|3.1.3.21|3.1.3.25|3.1.3.27|3.1.3.3|3.1.3.36|3.1.3.37|3.1.3.4|3.1.3.41|3.1.3.43|3.1.3.46|3.1.3.48|3.1.3.50|3.1.3.54|3.1.3.64|3.1.3.68|3.1.3.7|3.1.3.77|3.1.3.84|3.1.3.89|3.1.3.99|3.1.4.2|3.1.7.6|3.2.2.-|3.4.23.-|3.4.24.-|3.4.24.59|3.4.24.64|3.4.24.84|3.5.1.-|3.5.4.19|3.6.1.-|3.6.1.1|3.6.1.10|3.6.1.11|3.6.1.13|3.6.1.22|3.6.1.23|3.6.1.29|3.6.1.31|3.6.1.42|3.6.1.43|3.6.1.5|3.6.1.52|3.6.1.56|3.6.1.59|3.6.1.60|3.6.1.74|3.6.1.75|3.6.1.9|3.6.4.-|3.6.4.10|3.6.4.12|3.6.4.13|3.6.4.6|3.6.5.-|3.6.5.2|3.6.5.3|3.6.5.5|4.2.1.59|5.4.-.-|5.6.2.4|5.99.1.-|6.3.5.-|7.2.2.2|7.6.2.3,1.0
rxn2350,rxn2350,s_0794 + s_1029 + sn_15 --> s_1424 + sn_52,rxn2350,,1.-.-.-|1.1.1.-|1.1.1.1|1.1.1.101|1.1.1.102|1.1.1.116|1.1.1.117|1.1.1.156|1.1.1.169|1.1.1.170|1.1.1.2|1.1.1.205|1.1.1.21|1.1.1.26|1.1.1.265|1.1.1.270|1.1.1.283|1.1.1.284|1.1.1.3|1.1.1.302|1.1.1.303|1.1.1.320|1.1.1.330|1.1.1.34|1.1.1.37|1.1.1.38|1.1.1.381|1.1.1.399|1.1.1.4|1.1.1.41|1.1.1.42|1.1.1.44|1.1.1.49|1.1.1.65|1.1.1.67|1.1.1.79|1.1.1.8|1.1.1.81|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.95|1.1.1.n12|1.1.2.4|1.1.99.40|1.11.1.9|1.14.11.-|1.14.13.-|1.14.13.9|1.14.14.-|1.2.1.31|1.2.1.95|1.3.1.76|1.8.1.2|1.8.4.-|1.8.5.1|2.-.-.-|2.1.1.-|2.1.1.10|2.1.1.100|2.1.1.107|2.1.1.114|2.1.1.14|2.1.1.145|2.1.1.168|2.1.1.17|2.1.1.183|2.1.1.201|2.1.1.202|2.1.1.205|2.1.1.211|2.1.1.214|2.1.1.216|2.1.1.22|2.1.1.220|2.1.1.221|2.1.1.225|2.1.1.228|2.1.1.233|2.1.1.282|2.1.1.290|2.1.1.297|2.1.1.314|2.1.1.320|2.1.1.33|2.1.1.354|2.1.1.359|2.1.1.360|2.1.1.41|2.1.1.45|2.1.1.56|2.1.1.59|2.1.1.63|2.1.1.64|2.1.1.71|2.3.-.-|2.3.1.231|2.4.1.-|2.4.1.25|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.108|2.5.1.114|2.5.1.129|2.5.1.15|2.5.1.16|2.5.1.18|2.5.1.21|2.5.1.22|2.5.1.29|2.5.1.3|2.5.1.39|2.5.1.46|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.58|2.5.1.59|2.5.1.6|2.5.1.60|2.5.1.61|2.5.1.75|2.5.1.78|2.5.1.87|2.5.1.9|2.7.-.-|2.7.1.1|2.7.1.105|2.7.1.108|2.7.1.11|2.7.1.12|2.7.1.127|2.7.1.137|2.7.1.15|2.7.1.151|2.7.1.158|2.7.1.160|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.2|2.7.1.20|2.7.1.22|2.7.1.227|2.7.1.228|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.28|2.7.1.29|2.7.1.30|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.40|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.59|2.7.1.6|2.7.1.67|2.7.1.68|2.7.1.82|2.7.1.86|2.7.1.91|2.7.11.1|2.7.4.21|2.7.4.7|2.7.6.3|3.1.1.3|3.1.3.-|3.1.3.46|3.2.1.-|3.2.1.10|3.2.1.101|3.2.1.106|3.2.1.113|3.2.1.14|3.2.1.15|3.2.1.20|3.2.1.207|3.2.1.24|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.33|3.2.1.39|3.2.1.58|3.5.-.-|3.5.99.2|3.6.-.-|3.6.3.-|4.1.1.112|4.1.1.48|4.1.2.25|4.1.3.1|4.1.3.17|4.1.3.27|4.1.3.30|4.1.3.38|4.1.3.44|4.2.1.-|4.2.1.1|4.2.1.109|4.2.1.11|4.2.1.119|4.2.1.130|4.2.1.134|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.3|4.2.1.33|4.2.1.36|4.2.1.51|4.2.1.69|4.2.1.75|4.2.1.79|4.2.1.9|4.2.1.93|4.2.1.96|4.99.1.4|5.-.-.-|5.1.3.1|5.1.3.15|5.1.3.2|5.1.3.3|5.4.2.7,1.0
rxn2692,rxn2692,s_0434 + s_0803 --> s_0394 + s_0794 + s_1322,rxn2692,3.4.13.18,1.1.1.100|1.1.1.23|1.3.1.9|2.-.-.-|2.1.1.290|2.3.-.-|2.3.1.-|2.3.1.1|2.3.1.12|2.3.1.15|2.3.1.158|2.3.1.16|2.3.1.181|2.3.1.199|2.3.1.20|2.3.1.22|2.3.1.225|2.3.1.23|2.3.1.231|2.3.1.234|2.3.1.255|2.3.1.257|2.3.1.258|2.3.1.268|2.3.1.286|2.3.1.297|2.3.1.31|2.3.1.35|2.3.1.36|2.3.1.37|2.3.1.38|2.3.1.39|2.3.1.4|2.3.1.41|2.3.1.42|2.3.1.48|2.3.1.50|2.3.1.51|2.3.1.61|2.3.1.7|2.3.1.84|2.3.1.86|2.3.1.9|2.3.1.97|2.3.1.n6|2.3.1.n7|2.4.1.-|2.4.1.173|2.4.1.34|2.7.-.-|2.7.1.105|2.7.11.1|2.7.4.1|2.7.7.-|2.7.7.1|2.7.7.12|2.7.7.13|2.7.7.14|2.7.7.15|2.7.7.18|2.7.7.19|2.7.7.2|2.7.7.23|2.7.7.3|2.7.7.4|2.7.7.41|2.7.7.49|2.7.7.5|2.7.7.50|2.7.7.53|2.7.7.6|2.7.7.7|2.7.7.79|2.7.7.87|2.7.7.9|2.8.1.-|3.-.-.-|3.1.-.-|3.1.1.-|3.1.11.-|3.1.13.-|3.1.2.1|3.1.2.14|3.1.2.20|3.1.26.4|3.1.26.5|3.1.3.-|3.1.3.1|3.1.3.106|3.1.3.11|3.1.3.15|3.1.3.16|3.1.3.2|3.1.3.21|3.1.3.25|3.1.3.27|3.1.3.3|3.1.3.36|3.1.3.37|3.1.3.4|3.1.3.41|3.1.3.43|3.1.3.46|3.1.3.48|3.1.3.50|3.1.3.54|3.1.3.64|3.1.3.68|3.1.3.7|3.1.3.77|3.1.3.84|3.1.3.89|3.1.3.99|3.1.4.2|3.1.7.6|3.2.2.-|3.4.23.-|3.4.24.-|3.4.24.59|3.4.24.64|3.4.24.84|3.5.1.-|3.5.4.19|3.6.1.-|3.6.1.1|3.6.1.10|3.6.1.11|3.6.1.13|3.6.1.22|3.6.1.23|3.6.1.29|3.6.1.31|3.6.1.42|3.6.1.43|3.6.1.5|3.6.1.52|3.6.1.56|3.6.1.59|3.6.1.60|3.6.1.74|3.6.1.75|3.6.1.9|3.6.4.-|3.6.4.10|3.6.4.12|3.6.4.13|3.6.4.6|3.6.5.-|3.6.5.2|3.6.5.3|3.6.5.5|4.2.1.59|5.4.-.-|5.6.2.4|5.99.1.-|6.3.5.-|7.2.2.2|7.6.2.3,1.0
rxn2351,rxn2351,s_0794 + s_1029 + sn_121 --> s_1424 + sn_3,rxn2351,,1.-.-.-|1.1.1.-|1.1.1.1|1.1.1.101|1.1.1.102|1.1.1.116|1.1.1.117|1.1.1.156|1.1.1.169|1.1.1.170|1.1.1.2|1.1.1.205|1.1.1.21|1.1.1.26|1.1.1.265|1.1.1.270|1.1.1.283|1.1.1.284|1.1.1.3|1.1.1.302|1.1.1.303|1.1.1.320|1.1.1.330|1.1.1.34|1.1.1.37|1.1.1.38|1.1.1.381|1.1.1.399|1.1.1.4|1.1.1.41|1.1.1.42|1.1.1.44|1.1.1.49|1.1.1.65|1.1.1.67|1.1.1.79|1.1.1.8|1.1.1.81|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.95|1.1.1.n12|1.1.2.4|1.1.99.40|1.11.1.9|1.14.11.-|1.14.13.-|1.14.13.9|1.14.14.-|1.2.1.31|1.2.1.95|1.3.1.76|1.8.1.2|1.8.4.-|1.8.5.1|2.-.-.-|2.1.1.-|2.1.1.10|2.1.1.100|2.1.1.107|2.1.1.114|2.1.1.14|2.1.1.145|2.1.1.168|2.1.1.17|2.1.1.183|2.1.1.201|2.1.1.202|2.1.1.205|2.1.1.211|2.1.1.214|2.1.1.216|2.1.1.22|2.1.1.220|2.1.1.221|2.1.1.225|2.1.1.228|2.1.1.233|2.1.1.282|2.1.1.290|2.1.1.297|2.1.1.314|2.1.1.320|2.1.1.33|2.1.1.354|2.1.1.359|2.1.1.360|2.1.1.41|2.1.1.45|2.1.1.56|2.1.1.59|2.1.1.63|2.1.1.64|2.1.1.71|2.3.-.-|2.3.1.231|2.4.1.-|2.4.1.25|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.108|2.5.1.114|2.5.1.129|2.5.1.15|2.5.1.16|2.5.1.18|2.5.1.21|2.5.1.22|2.5.1.29|2.5.1.3|2.5.1.39|2.5.1.46|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.58|2.5.1.59|2.5.1.6|2.5.1.60|2.5.1.61|2.5.1.75|2.5.1.78|2.5.1.87|2.5.1.9|2.7.-.-|2.7.1.1|2.7.1.105|2.7.1.108|2.7.1.11|2.7.1.12|2.7.1.127|2.7.1.137|2.7.1.15|2.7.1.151|2.7.1.158|2.7.1.160|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.2|2.7.1.20|2.7.1.22|2.7.1.227|2.7.1.228|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.28|2.7.1.29|2.7.1.30|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.40|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.59|2.7.1.6|2.7.1.67|2.7.1.68|2.7.1.82|2.7.1.86|2.7.1.91|2.7.11.1|2.7.4.21|2.7.4.7|2.7.6.3|3.1.1.3|3.1.3.-|3.1.3.46|3.2.1.-|3.2.1.10|3.2.1.101|3.2.1.106|3.2.1.113|3.2.1.14|3.2.1.15|3.2.1.20|3.2.1.207|3.2.1.24|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.33|3.2.1.39|3.2.1.58|3.5.-.-|3.5.99.2|3.6.-.-|3.6.3.-|4.1.1.112|4.1.1.48|4.1.2.25|4.1.3.1|4.1.3.17|4.1.3.27|4.1.3.30|4.1.3.38|4.1.3.44|4.2.1.-|4.2.1.1|4.2.1.109|4.2.1.11|4.2.1.119|4.2.1.130|4.2.1.134|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.3|4.2.1.33|4.2.1.36|4.2.1.51|4.2.1.69|4.2.1.75|4.2.1.79|4.2.1.9|4.2.1.93|4.2.1.96|4.99.1.4|5.-.-.-|5.1.3.1|5.1.3.15|5.1.3.2|5.1.3.3|5.4.2.7,1.0
rxn3012,rxn3012,s_0794 + s_1212 + sn_198 --> s_0561 + s_1207,rxn3012,2.1.1,1.-.-.-|1.1.1.-|1.1.1.1|1.1.1.101|1.1.1.102|1.1.1.116|1.1.1.117|1.1.1.156|1.1.1.169|1.1.1.170|1.1.1.2|1.1.1.205|1.1.1.21|1.1.1.26|1.1.1.265|1.1.1.270|1.1.1.283|1.1.1.284|1.1.1.3|1.1.1.302|1.1.1.303|1.1.1.320|1.1.1.330|1.1.1.34|1.1.1.37|1.1.1.38|1.1.1.381|1.1.1.399|1.1.1.4|1.1.1.41|1.1.1.42|1.1.1.44|1.1.1.49|1.1.1.65|1.1.1.67|1.1.1.79|1.1.1.8|1.1.1.81|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.95|1.1.1.n12|1.1.2.4|1.1.99.40|1.11.1.9|1.14.11.-|1.14.13.-|1.14.13.9|1.14.14.-|1.3.1.-|1.3.1.104|1.3.1.124|1.3.1.13|1.3.1.6|1.3.1.70|1.3.1.71|1.3.1.76|1.3.1.88|1.3.1.89|1.3.1.90|1.3.1.91|1.3.1.93|1.3.1.94|1.6.99.1|1.8.4.-|1.8.5.1|2.-.-.-|2.1.1.-|2.1.1.107|2.3.-.-|2.4.1.-|2.4.1.25|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.108|2.5.1.114|2.5.1.129|2.5.1.15|2.5.1.16|2.5.1.18|2.5.1.21|2.5.1.22|2.5.1.29|2.5.1.3|2.5.1.39|2.5.1.46|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.58|2.5.1.59|2.5.1.6|2.5.1.60|2.5.1.61|2.5.1.75|2.5.1.78|2.5.1.87|2.5.1.9|2.7.-.-|2.7.1.1|2.7.1.105|2.7.1.108|2.7.1.11|2.7.1.12|2.7.1.127|2.7.1.137|2.7.1.15|2.7.1.151|2.7.1.158|2.7.1.160|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.2|2.7.1.20|2.7.1.22|2.7.1.227|2.7.1.228|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.28|2.7.1.29|2.7.1.30|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.40|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.59|2.7.1.6|2.7.1.67|2.7.1.68|2.7.1.82|2.7.1.86|2.7.1.91|2.7.11.1|2.7.4.21|2.7.4.7|2.7.6.3|3.1.1.3|3.1.3.-|3.1.3.46|3.2.1.-|3.2.1.10|3.2.1.101|3.2.1.106|3.2.1.113|3.2.1.14|3.2.1.15|3.2.1.20|3.2.1.207|3.2.1.24|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.33|3.2.1.39|3.2.1.58|3.5.-.-|3.5.99.2|3.6.-.-|3.6.3.-|4.1.1.112|4.1.1.48|4.1.2.25|4.1.3.1|4.1.3.17|4.1.3.27|4.1.3.30|4.1.3.38|4.1.3.44|4.2.1.-|4.2.1.1|4.2.1.109|4.2.1.11|4.2.1.119|4.2.1.130|4.2.1.134|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.3|4.2.1.33|4.2.1.36|4.2.1.51|4.2.1.69|4.2.1.75|4.2.1.79|4.2.1.9|4.2.1.93|4.2.1.96|4.99.1.4|5.-.-.-|5.1.3.1|5.1.3.15|5.1.3.2|5.1.3.3|5.4.2.7,0.9999999999999964
rxn3016,rxn3016,s_0794 + s_1212 + sn_100 --> s_1207 + sn_112,rxn3016,2.1.1,1.-.-.-|1.1.1.-|1.1.1.1|1.1.1.101|1.1.1.102|1.1.1.116|1.1.1.117|1.1.1.156|1.1.1.169|1.1.1.170|1.1.1.2|1.1.1.205|1.1.1.21|1.1.1.26|1.1.1.265|1.1.1.270|1.1.1.283|1.1.1.284|1.1.1.3|1.1.1.302|1.1.1.303|1.1.1.320|1.1.1.330|1.1.1.34|1.1.1.37|1.1.1.38|1.1.1.381|1.1.1.399|1.1.1.4|1.1.1.41|1.1.1.42|1.1.1.44|1.1.1.49|1.1.1.65|1.1.1.67|1.1.1.79|1.1.1.8|1.1.1.81|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.95|1.1.1.n12|1.1.2.4|1.1.99.40|1.11.1.9|1.14.11.-|1.14.13.-|1.14.13.9|1.14.14.-|1.3.1.-|1.3.1.104|1.3.1.124|1.3.1.13|1.3.1.6|1.3.1.70|1.3.1.71|1.3.1.76|1.3.1.88|1.3.1.89|1.3.1.90|1.3.1.91|1.3.1.93|1.3.1.94|1.6.99.1|1.8.4.-|1.8.5.1|2.-.-.-|2.1.1.-|2.1.1.107|2.3.-.-|2.4.1.-|2.4.1.25|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.108|2.5.1.114|2.5.1.129|2.5.1.15|2.5.1.16|2.5.1.18|2.5.1.21|2.5.1.22|2.5.1.29|2.5.1.3|2.5.1.39|2.5.1.46|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.58|2.5.1.59|2.5.1.6|2.5.1.60|2.5.1.61|2.5.1.75|2.5.1.78|2.5.1.87|2.5.1.9|2.7.-.-|2.7.1.1|2.7.1.105|2.7.1.108|2.7.1.11|2.7.1.12|2.7.1.127|2.7.1.137|2.7.1.15|2.7.1.151|2.7.1.158|2.7.1.160|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.2|2.7.1.20|2.7.1.22|2.7.1.227|2.7.1.228|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.28|2.7.1.29|2.7.1.30|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.40|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.59|2.7.1.6|2.7.1.67|2.7.1.68|2.7.1.82|2.7.1.86|2.7.1.91|2.7.11.1|2.7.4.21|2.7.4.7|2.7.6.3|3.1.1.3|3.1.3.-|3.1.3.46|3.2.1.-|3.2.1.10|3.2.1.101|3.2.1.106|3.2.1.113|3.2.1.14|3.2.1.15|3.2.1.20|3.2.1.207|3.2.1.24|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.33|3.2.1.39|3.2.1.58|3.5.-.-|3.5.99.2|3.6.-.-|3.6.3.-|4.1.1.112|4.1.1.48|4.1.2.25|4.1.3.1|4.1.3.17|4.1.3.27|4.1.3.30|4.1.3.38|4.1.3.44|4.2.1.-|4.2.1.1|4.2.1.109|4.2.1.11|4.2.1.119|4.2.1.130|4.2.1.134|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.3|4.2.1.33|4.2.1.36|4.2.1.51|4.2.1.69|4.2.1.75|4.2.1.79|4.2.1.9|4.2.1.93|4.2.1.96|4.99.1.4|5.-.-.-|5.1.3.1|5.1.3.15|5.1.3.2|5.1.3.3|5.4.2.7,0.9999999999999964
rxn3014,rxn3014,s_0794 + s_1212 + sn_55 --> s_0940 + s_1207,rxn3014,2.1.1,1.-.-.-|1.1.1.-|1.1.1.1|1.1.1.101|1.1.1.102|1.1.1.116|1.1.1.117|1.1.1.156|1.1.1.169|1.1.1.170|1.1.1.2|1.1.1.205|1.1.1.21|1.1.1.26|1.1.1.265|1.1.1.270|1.1.1.283|1.1.1.284|1.1.1.3|1.1.1.302|1.1.1.303|1.1.1.320|1.1.1.330|1.1.1.34|1.1.1.37|1.1.1.38|1.1.1.381|1.1.1.399|1.1.1.4|1.1.1.41|1.1.1.42|1.1.1.44|1.1.1.49|1.1.1.65|1.1.1.67|1.1.1.79|1.1.1.8|1.1.1.81|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.95|1.1.1.n12|1.1.2.4|1.1.99.40|1.11.1.9|1.14.11.-|1.14.13.-|1.14.13.9|1.14.14.-|1.3.1.-|1.3.1.104|1.3.1.124|1.3.1.13|1.3.1.6|1.3.1.70|1.3.1.71|1.3.1.76|1.3.1.88|1.3.1.89|1.3.1.90|1.3.1.91|1.3.1.93|1.3.1.94|1.6.99.1|1.8.4.-|1.8.5.1|2.-.-.-|2.1.1.-|2.1.1.107|2.3.-.-|2.4.1.-|2.4.1.25|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.108|2.5.1.114|2.5.1.129|2.5.1.15|2.5.1.16|2.5.1.18|2.5.1.21|2.5.1.22|2.5.1.29|2.5.1.3|2.5.1.39|2.5.1.46|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.58|2.5.1.59|2.5.1.6|2.5.1.60|2.5.1.61|2.5.1.75|2.5.1.78|2.5.1.87|2.5.1.9|2.7.-.-|2.7.1.1|2.7.1.105|2.7.1.108|2.7.1.11|2.7.1.12|2.7.1.127|2.7.1.137|2.7.1.15|2.7.1.151|2.7.1.158|2.7.1.160|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.2|2.7.1.20|2.7.1.22|2.7.1.227|2.7.1.228|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.28|2.7.1.29|2.7.1.30|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.40|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.59|2.7.1.6|2.7.1.67|2.7.1.68|2.7.1.82|2.7.1.86|2.7.1.91|2.7.11.1|2.7.4.21|2.7.4.7|2.7.6.3|3.1.1.3|3.1.3.-|3.1.3.46|3.2.1.-|3.2.1.10|3.2.1.101|3.2.1.106|3.2.1.113|3.2.1.14|3.2.1.15|3.2.1.20|3.2.1.207|3.2.1.24|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.33|3.2.1.39|3.2.1.58|3.5.-.-|3.5.99.2|3.6.-.-|3.6.3.-|4.1.1.112|4.1.1.48|4.1.2.25|4.1.3.1|4.1.3.17|4.1.3.27|4.1.3.30|4.1.3.38|4.1.3.44|4.2.1.-|4.2.1.1|4.2.1.109|4.2.1.11|4.2.1.119|4.2.1.130|4.2.1.134|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.3|4.2.1.33|4.2.1.36|4.2.1.51|4.2.1.69|4.2.1.75|4.2.1.79|4.2.1.9|4.2.1.93|4.2.1.96|4.99.1.4|5.-.-.-|5.1.3.1|5.1.3.15|5.1.3.2|5.1.3.3|5.4.2.7,0.9999999999999964
rxn3015,rxn3015,s_0794 + s_1212 + sn_79 --> s_0836 + s_1207,rxn3015,2.1.1,1.-.-.-|1.1.1.-|1.1.1.1|1.1.1.101|1.1.1.102|1.1.1.116|1.1.1.117|1.1.1.156|1.1.1.169|1.1.1.170|1.1.1.2|1.1.1.205|1.1.1.21|1.1.1.26|1.1.1.265|1.1.1.270|1.1.1.283|1.1.1.284|1.1.1.3|1.1.1.302|1.1.1.303|1.1.1.320|1.1.1.330|1.1.1.34|1.1.1.37|1.1.1.38|1.1.1.381|1.1.1.399|1.1.1.4|1.1.1.41|1.1.1.42|1.1.1.44|1.1.1.49|1.1.1.65|1.1.1.67|1.1.1.79|1.1.1.8|1.1.1.81|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.95|1.1.1.n12|1.1.2.4|1.1.99.40|1.11.1.9|1.14.11.-|1.14.13.-|1.14.13.9|1.14.14.-|1.3.1.-|1.3.1.104|1.3.1.124|1.3.1.13|1.3.1.6|1.3.1.70|1.3.1.71|1.3.1.76|1.3.1.88|1.3.1.89|1.3.1.90|1.3.1.91|1.3.1.93|1.3.1.94|1.6.99.1|1.8.4.-|1.8.5.1|2.-.-.-|2.1.1.-|2.1.1.107|2.3.-.-|2.4.1.-|2.4.1.25|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.108|2.5.1.114|2.5.1.129|2.5.1.15|2.5.1.16|2.5.1.18|2.5.1.21|2.5.1.22|2.5.1.29|2.5.1.3|2.5.1.39|2.5.1.46|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.58|2.5.1.59|2.5.1.6|2.5.1.60|2.5.1.61|2.5.1.75|2.5.1.78|2.5.1.87|2.5.1.9|2.7.-.-|2.7.1.1|2.7.1.105|2.7.1.108|2.7.1.11|2.7.1.12|2.7.1.127|2.7.1.137|2.7.1.15|2.7.1.151|2.7.1.158|2.7.1.160|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.2|2.7.1.20|2.7.1.22|2.7.1.227|2.7.1.228|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.28|2.7.1.29|2.7.1.30|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.40|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.59|2.7.1.6|2.7.1.67|2.7.1.68|2.7.1.82|2.7.1.86|2.7.1.91|2.7.11.1|2.7.4.21|2.7.4.7|2.7.6.3|3.1.1.3|3.1.3.-|3.1.3.46|3.2.1.-|3.2.1.10|3.2.1.101|3.2.1.106|3.2.1.113|3.2.1.14|3.2.1.15|3.2.1.20|3.2.1.207|3.2.1.24|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.33|3.2.1.39|3.2.1.58|3.5.-.-|3.5.99.2|3.6.-.-|3.6.3.-|4.1.1.112|4.1.1.48|4.1.2.25|4.1.3.1|4.1.3.17|4.1.3.27|4.1.3.30|4.1.3.38|4.1.3.44|4.2.1.-|4.2.1.1|4.2.1.109|4.2.1.11|4.2.1.119|4.2.1.130|4.2.1.134|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.3|4.2.1.33|4.2.1.36|4.2.1.51|4.2.1.69|4.2.1.75|4.2.1.79|4.2.1.9|4.2.1.93|4.2.1.96|4.99.1.4|5.-.-.-|5.1.3.1|5.1.3.15|5.1.3.2|5.1.3.3|5.4.2.7,0.9999999999999964
