pool,model_reaction_id,reaction_uid,fallback_reason,orfs,model_equation
reference_only,r_4477,MODEL_RXN:0003837,fallback_equation,,s_0796 + s_4174 <=> s_0794 + s_4175
reference_only,r_4478,MODEL_RXN:0003838,fallback_equation,,s_4176 <=> s_3837
reference_only,r_4480,MODEL_RXN:0003840,fallback_equation,,s_0796 + s_4074 <=> s_0794 + s_4073
reference_only,r_4482,MODEL_RXN:0003842,fallback_equation,,s_0794 + s_0955 <=> s_0802 + s_3759
reference_only,r_4483,MODEL_RXN:0003843,fallback_equation,,s_0794 + s_1003 <=> s_0802 + s_3839
reference_only,r_4485,MODEL_RXN:0003845,fallback_equation,,s_0204 + s_1275 --> s_0456 + s_4177
reference_only,r_4486,MODEL_RXN:0003846,fallback_equation,,s_1275 + s_4177 --> s_0794 + s_4178
reference_only,r_4487,MODEL_RXN:0003847,fallback_equation,,s_4178 --> s_4179
reference_only,r_4488,MODEL_RXN:0003848,fallback_equation,,s_0803 + s_4179 --> s_0725 + s_0794 + s_4132
reference_only,r_4489,MODEL_RXN:0003849,fallback_equation,,s_0961 + s_1198 --> s_0794 + s_1203 + s_4180
reference_only,r_4490,MODEL_RXN:0003850,fallback_equation,,s_0794 + s_1212 + s_4180 <=> s_1207 + s_1566
reference_only,r_4492,MODEL_RXN:0003852,fallback_equation,,s_1198 + s_4181 --> s_0580 + s_0794 + s_1203
reference_only,r_4494,MODEL_RXN:0003854,fallback_equation,,s_4124 --> 
reference_only,r_4495,MODEL_RXN:0003855,fallback_equation,,s_0389 + s_0803 --> s_0386 + s_1322
reference_only,r_4496,MODEL_RXN:0003856,fallback_equation,,s_4170 --> 
reference_only,r_4498,MODEL_RXN:0003858,fallback_equation,,s_4109 --> 
reference_only,r_4499,MODEL_RXN:0003859,fallback_equation,,s_4118 --> 
reference_only,r_4500,MODEL_RXN:0003860,fallback_equation,,s_4130 --> 
reference_only,r_4502,MODEL_RXN:0003862,fallback_equation,,s_4150 --> 
reference_only,r_4503,MODEL_RXN:0003863,fallback_equation,,s_4140 --> 
reference_only,r_4504,MODEL_RXN:0003864,fallback_equation,,s_4145 --> 
reference_only,r_4505,MODEL_RXN:0003865,fallback_equation,,s_4125 --> 
reference_only,r_4506,MODEL_RXN:0003866,fallback_equation,,s_4164 --> 
reference_only,r_4507,MODEL_RXN:0003867,fallback_equation,,s_4167 --> 
reference_only,r_4508,MODEL_RXN:0003868,fallback_equation,,s_4034 --> 
reference_only,r_4510,MODEL_RXN:0003870,fallback_equation,,s_4056 --> 
reference_only,r_4511,MODEL_RXN:0003871,fallback_equation,,s_4050 --> 
reference_only,r_4512,MODEL_RXN:0003872,fallback_equation,,s_4053 --> 
reference_only,r_4513,MODEL_RXN:0003873,fallback_equation,,s_4037 --> 
reference_only,r_4514,MODEL_RXN:0003874,fallback_equation,,s_4085 --> 
reference_only,r_4515,MODEL_RXN:0003875,fallback_equation,,s_4119 --> 
reference_only,r_4516,MODEL_RXN:0003876,fallback_equation,,s_4059 --> 
reference_only,r_4517,MODEL_RXN:0003877,fallback_equation,,s_4040 --> 
reference_only,r_4518,MODEL_RXN:0003878,fallback_equation,,s_4143 --> 
reference_only,r_4519,MODEL_RXN:0003879,fallback_equation,,s_4166 --> 
reference_only,r_4520,MODEL_RXN:0003880,fallback_equation,,s_4080 --> 
reference_only,r_4521,MODEL_RXN:0003881,fallback_equation,,s_4158 --> 
reference_only,r_4523,MODEL_RXN:0003883,fallback_equation,,s_4141 --> 
reference_only,r_4524,MODEL_RXN:0003884,fallback_equation,,s_4148 --> 
reference_only,r_4525,MODEL_RXN:0003885,fallback_equation,,s_4147 --> 
reference_only,r_4526,MODEL_RXN:0003886,fallback_equation,,s_4078 --> 
reference_only,r_4527,MODEL_RXN:0003887,fallback_equation,,s_4157 --> 
reference_only,r_4529,MODEL_RXN:0003889,fallback_equation,,s_4152 --> 
reference_only,r_4530,MODEL_RXN:0003890,fallback_equation,,s_4093 --> 
reference_only,r_4532,MODEL_RXN:0003892,fallback_equation,,s_4154 --> 
reference_only,r_4535,MODEL_RXN:0003895,fallback_equation,,s_4063 --> 
reference_only,r_4536,MODEL_RXN:0003896,fallback_equation,,s_4069 --> 
reference_only,r_4537,MODEL_RXN:0003897,fallback_equation,,s_4070 --> 
reference_only,r_4538,MODEL_RXN:0003898,fallback_equation,,s_4155 --> 
reference_only,r_4539,MODEL_RXN:0003899,fallback_equation,,s_4153 --> 
reference_only,r_4540,MODEL_RXN:0003900,fallback_equation,,s_4095 --> 
reference_only,r_4541,MODEL_RXN:0003901,fallback_equation,,s_4097 --> 
reference_only,r_4542,MODEL_RXN:0003902,fallback_equation,,s_4065 --> 
reference_only,r_4543,MODEL_RXN:0003903,fallback_equation,,s_4142 --> 
reference_only,r_4545,MODEL_RXN:0003905,fallback_equation,,s_4107 --> 
reference_only,r_4546,MODEL_RXN:0003906,fallback_equation,,s_4161 --> 
reference_only,r_4547,MODEL_RXN:0003907,fallback_equation,,s_4156 --> 
reference_only,r_4548,MODEL_RXN:0003908,fallback_equation,,s_4160 --> 
reference_only,r_4549,MODEL_RXN:0003909,fallback_equation,,s_4135 --> 
reference_only,r_4550,MODEL_RXN:0003910,fallback_equation,,s_4176 --> 
reference_only,r_4552,MODEL_RXN:0003912,fallback_equation,,s_4111 --> 
reference_only,r_4553,MODEL_RXN:0003913,fallback_equation,,s_4139 --> 
reference_only,r_4554,MODEL_RXN:0003914,fallback_equation,,s_4116 --> 
reference_only,r_4555,MODEL_RXN:0003915,fallback_equation,,s_4133 --> 
reference_only,r_4556,MODEL_RXN:0003916,fallback_equation,,s_4172 --> 
reference_only,r_4557,MODEL_RXN:0003917,fallback_equation,,s_4151 --> 
reference_only,r_4558,MODEL_RXN:0003918,fallback_equation,,s_4163 --> 
reference_only,r_4563,MODEL_RXN:0003923,fallback_equation,,s_4084 --> 
reference_only,r_4564,MODEL_RXN:0003924,fallback_equation,,s_4127 --> 
reference_only,r_4565,MODEL_RXN:0003925,fallback_equation,,s_4103 --> 
reference_only,r_4567,MODEL_RXN:0003926,fallback_equation,,s_0340 + s_0803 --> s_1322 + s_3875
reference_only,r_4568,MODEL_RXN:0003927,fallback_equation,,s_0794 + s_1321 --> s_4194
reference_only,r_4569,MODEL_RXN:0003928,fallback_equation,,s_0362 + s_0794 + s_4195 --> s_0803 + s_4194
reference_only,r_4571,MODEL_RXN:0003930,fallback_equation,,s_0529 + s_0794 + s_4182 <=> s_0779 + s_0803 + s_4183
reference_only,r_4572,MODEL_RXN:0003931,fallback_equation,,s_0180 + s_0441 <=> s_0991 + s_4184
reference_only,r_4573,MODEL_RXN:0003932,fallback_equation,,s_0529 + s_1198 + s_4184 --> s_0373 + s_0456 + s_1203
reference_only,r_4574,MODEL_RXN:0003933,fallback_equation,,s_0529 + s_1207 + s_4184 --> s_0373 + s_0456 + s_1212
reference_only,r_4575,MODEL_RXN:0003934,fallback_equation,,s_0794 + s_4184 --> s_0359 + s_0456
reference_only,r_4581,MODEL_RXN:0003935,fallback_equation,,s_1198 + s_4189 --> s_0178 + s_0456 + s_1203
reference_only,r_4582,MODEL_RXN:0003936,fallback_equation,,s_0779 + s_0803 + s_4183 --> s_0529 + s_0794 + s_4189
reference_only,r_4583,MODEL_RXN:0003937,fallback_equation,,s_0803 + s_4190 --> s_0529 + s_0794 + s_4191
reference_only,r_4585,MODEL_RXN:0003939,fallback_equation,,s_0803 + s_4192 --> s_0558 + s_4193
reference_only,r_4586,MODEL_RXN:0003940,fallback_equation,,s_3998 + s_4192 --> 2 s_4193
reference_only,r_4593,MODEL_RXN:0003947,fallback_equation,,s_4200 <=> 
reference_only,r_4594,MODEL_RXN:0003948,fallback_equation,,s_4201 <=> 
reference_only,r_4595,MODEL_RXN:0003949,fallback_equation,,s_4202 <=> 
reference_only,r_4596,MODEL_RXN:0003950,fallback_equation,,s_4203 <=> 
reference_only,r_4597,MODEL_RXN:0003951,fallback_equation,,s_4204 <=> 
reference_only,r_4600,MODEL_RXN:0003954,fallback_equation,,s_4199 <=> 
reference_only,r_4601,MODEL_RXN:0003955,fallback_equation,,s_0204 + s_0794 <=> s_0206 + s_0801
reference_only,r_4602,MODEL_RXN:0003956,fallback_equation,,s_0362 <=> s_0363
reference_only,r_4603,MODEL_RXN:0003957,fallback_equation,,s_3761 <=> s_0402
reference_only,r_4604,MODEL_RXN:0003958,fallback_equation,,s_0190 <=> s_0692
reference_only,r_4605,MODEL_RXN:0003959,fallback_equation,,s_0794 + s_1219 <=> s_0799 + s_1221
reference_only,r_4606,MODEL_RXN:0003960,fallback_equation,,s_0794 + s_1239 <=> s_0795 + s_1240
reference_only,r_4607,MODEL_RXN:0003961,fallback_equation,,s_1322 <=> s_1325
reference_only,r_4608,MODEL_RXN:0003962,fallback_equation,,s_0434 + s_0803 + s_4183 --> s_0397 + s_0799 + s_1326 + s_1382
reference_only,r_4609,MODEL_RXN:0003963,fallback_equation,,s_1538 <=> s_1539
reference_only,r_4610,MODEL_RXN:0003964,fallback_equation,,s_1538 <=> s_1540
reference_only,r_4611,MODEL_RXN:0003965,fallback_equation,,s_1545 <=> s_1546
reference_only,r_4612,MODEL_RXN:0003966,fallback_equation,,s_1620 <=> s_1622
reference_only,r_4613,MODEL_RXN:0003967,fallback_equation,,s_1260 <=> s_3677
reference_only,r_4614,MODEL_RXN:0003968,fallback_equation,,s_0020 + s_0794 <=> s_0800 + s_3751
reference_only,r_4615,MODEL_RXN:0003969,fallback_equation,,s_0999 <=> s_3755
reference_only,r_4616,MODEL_RXN:0003970,fallback_equation,,s_1545 <=> s_3781
reference_only,r_4617,MODEL_RXN:0003971,fallback_equation,,s_1416 <=> s_3818
reference_only,r_4618,MODEL_RXN:0003972,fallback_equation,,s_0750 <=> s_3831
reference_only,r_4619,MODEL_RXN:0003973,fallback_equation,,s_0434 + s_3883 <=> s_0394 + s_3881
reference_only,r_4620,MODEL_RXN:0003974,fallback_equation,,s_0574 <=> s_3898
reference_only,r_4621,MODEL_RXN:0003975,fallback_equation,,s_1234 <=> s_3905
reference_only,r_4622,MODEL_RXN:0003976,fallback_equation,,s_0841 <=> s_3906
reference_only,r_4623,MODEL_RXN:0003977,fallback_equation,,s_0794 + s_0983 <=> s_0799 + s_3925
reference_only,r_4624,MODEL_RXN:0003978,fallback_equation,,s_0434 + s_3987 <=> s_0394 + s_2831
reference_only,r_4625,MODEL_RXN:0003979,fallback_equation,,s_4113 <=> s_4010
reference_only,r_4626,MODEL_RXN:0003980,fallback_equation,,s_1469 <=> s_4011
reference_only,r_4627,MODEL_RXN:0003981,fallback_equation,,s_1543 <=> s_4015
reference_only,r_4628,MODEL_RXN:0003982,fallback_equation,,s_1544 <=> s_4025
reference_only,r_4702,MODEL_RXN:0004055,fallback_equation,,s_0180 + s_0981 <=> s_0991 + s_4264
reference_only,r_4707,MODEL_RXN:0004060,fallback_equation,,s_0803 + s_4269 <=> s_1467 + s_4113
reference_plus_candidate_no_overlap,r_0029,MODEL_RXN:0000025,fallback_equation,,s_0010 + s_0794 --> s_0291 + s_0456
reference_plus_candidate_no_overlap,r_0030,MODEL_RXN:0000026,fallback_equation,,s_0011 + s_0799 --> s_0292 + s_0460
reference_plus_candidate_no_overlap,r_0070,MODEL_RXN:0000054,fallback_equation,,s_0290 + s_0807 --> s_0287 + s_0532 + s_0799
reference_plus_candidate_no_overlap,r_0094,MODEL_RXN:0000077,fallback_equation,,s_0794 + s_0955 + s_1368 --> s_0352 + s_0456 + s_0529
reference_plus_candidate_no_overlap,r_0200,MODEL_RXN:0000177,fallback_equation,,s_0418 + s_0803 + s_1275 --> s_0419 + s_0837 + s_1151
reference_plus_candidate_no_overlap,r_0461,MODEL_RXN:0000356,fallback_equation,,s_0189 + s_0943 --> s_0633 + s_1311
reference_plus_candidate_no_overlap,r_0465,MODEL_RXN:0000360,fallback_equation,,s_0412 + s_0803 --> s_0419 + s_0557
reference_plus_candidate_no_overlap,r_0500,MODEL_RXN:0000389,fallback_equation,,s_0529 + s_0952 --> s_0373 + s_1003
reference_plus_candidate_no_overlap,r_1008,MODEL_RXN:0000776,fallback_equation,,s_0517 <=> s_1504
reference_plus_candidate_no_overlap,r_1009,MODEL_RXN:0000777,fallback_equation,,s_0516 <=> s_1503
reference_plus_candidate_no_overlap,r_1097,MODEL_RXN:0000849,fallback_equation,,s_0035 <=> s_0036
reference_plus_candidate_no_overlap,r_1098,MODEL_RXN:0000850,fallback_equation,,s_0172 --> s_0173
reference_plus_candidate_no_overlap,r_1100,MODEL_RXN:0000852,fallback_equation,,s_0212 <=> s_0213
reference_plus_candidate_no_overlap,r_1103,MODEL_RXN:0000855,fallback_equation,,s_0320 <=> s_0319
reference_plus_candidate_no_overlap,r_1137,MODEL_RXN:0000887,fallback_equation,,s_0025 + s_0794 --> s_0027 + s_0799
reference_plus_candidate_no_overlap,r_1138,MODEL_RXN:0000888,fallback_equation,,s_0025 + s_1401 <=> s_0027 + s_1399
reference_plus_candidate_no_overlap,r_1164,MODEL_RXN:0000897,fallback_equation,,s_0720 <=> s_0719
reference_plus_candidate_no_overlap,r_1174,MODEL_RXN:0000907,fallback_equation,,s_0773 --> s_0774
reference_plus_candidate_no_overlap,r_1180,MODEL_RXN:0000913,fallback_equation,,s_0927 --> s_0928
reference_plus_candidate_no_overlap,r_1181,MODEL_RXN:0000914,fallback_equation,,s_0935 --> s_0936
reference_plus_candidate_no_overlap,r_1182,MODEL_RXN:0000915,fallback_equation,,s_0943 <=> s_0945
reference_plus_candidate_no_overlap,r_1242,MODEL_RXN:0000972,fallback_equation,,s_1311 <=> s_1313
reference_plus_candidate_no_overlap,r_1243,MODEL_RXN:0000973,fallback_equation,,s_1316 --> s_1317
reference_plus_candidate_no_overlap,r_1268,MODEL_RXN:0000995,fallback_equation,,s_1471 <=> s_1472
reference_plus_candidate_no_overlap,r_1542,MODEL_RXN:0001036,fallback_equation,,s_0003 --> 
reference_plus_candidate_no_overlap,r_1545,MODEL_RXN:0001038,fallback_equation,,s_0022 --> 
reference_plus_candidate_no_overlap,r_1546,MODEL_RXN:0001039,fallback_equation,,s_0026 --> 
reference_plus_candidate_no_overlap,r_1547,MODEL_RXN:0001040,fallback_equation,,s_0029 --> 
reference_plus_candidate_no_overlap,r_1548,MODEL_RXN:0001041,fallback_equation,,s_0032 --> 
reference_plus_candidate_no_overlap,r_1549,MODEL_RXN:0001042,fallback_equation,,s_0036 --> 
reference_plus_candidate_no_overlap,r_1550,MODEL_RXN:0001043,fallback_equation,,s_0058 --> 
reference_plus_candidate_no_overlap,r_1551,MODEL_RXN:0001044,fallback_equation,,s_0064 --> 
reference_plus_candidate_no_overlap,r_1552,MODEL_RXN:0001045,fallback_equation,,s_0067 --> 
reference_plus_candidate_no_overlap,r_1553,MODEL_RXN:0001046,fallback_equation,,s_0080 --> 
reference_plus_candidate_no_overlap,r_1554,MODEL_RXN:0001047,fallback_equation,,s_0084 --> 
reference_plus_candidate_no_overlap,r_1560,MODEL_RXN:0001048,fallback_equation,,s_1156 <=> s_1157
reference_plus_candidate_no_overlap,r_1562,MODEL_RXN:0001049,fallback_equation,,s_0127 <=> s_0126
reference_plus_candidate_no_overlap,r_1563,MODEL_RXN:0001050,fallback_equation,,s_0133 --> 
reference_plus_candidate_no_overlap,r_1564,MODEL_RXN:0001051,fallback_equation,,s_0135 --> 
reference_plus_candidate_no_overlap,r_1565,MODEL_RXN:0001052,fallback_equation,,s_0137 --> 
reference_plus_candidate_no_overlap,r_1566,MODEL_RXN:0001053,fallback_equation,,s_0139 --> 
reference_plus_candidate_no_overlap,r_1567,MODEL_RXN:0001054,fallback_equation,,s_0349 <=> s_0350
reference_plus_candidate_no_overlap,r_1568,MODEL_RXN:0001055,fallback_equation,,s_0149 <=> s_0150
reference_plus_candidate_no_overlap,r_1572,MODEL_RXN:0001056,fallback_equation,,s_0163 --> 
reference_plus_candidate_no_overlap,r_1573,MODEL_RXN:0001057,fallback_equation,,s_0162 <=> s_0163
reference_plus_candidate_no_overlap,r_1575,MODEL_RXN:0001059,fallback_equation,,s_0169 <=> s_0170
reference_plus_candidate_no_overlap,r_1576,MODEL_RXN:0001060,fallback_equation,,s_0169 <=> s_0171
reference_plus_candidate_no_overlap,r_1577,MODEL_RXN:0001061,fallback_equation,,s_0167 --> 
reference_plus_candidate_no_overlap,r_1578,MODEL_RXN:0001062,fallback_equation,,s_0166 <=> s_0167
reference_plus_candidate_no_overlap,r_1579,MODEL_RXN:0001063,fallback_equation,,s_0166 <=> s_0168
reference_plus_candidate_no_overlap,r_1580,MODEL_RXN:0001064,fallback_equation,,s_0170 --> 
reference_plus_candidate_no_overlap,r_1581,MODEL_RXN:0001065,fallback_equation,,s_0173 --> 
reference_plus_candidate_no_overlap,r_1582,MODEL_RXN:0001066,fallback_equation,,s_0937 <=> s_0938
reference_plus_candidate_no_overlap,r_1583,MODEL_RXN:0001067,fallback_equation,,s_0937 <=> s_0939
reference_plus_candidate_no_overlap,r_1586,MODEL_RXN:0001069,fallback_equation,,s_0181 --> 
reference_plus_candidate_no_overlap,r_1587,MODEL_RXN:0001070,fallback_equation,,s_0180 <=> s_0183
reference_plus_candidate_no_overlap,r_1588,MODEL_RXN:0001071,fallback_equation,,s_0181 <=> s_0180
reference_plus_candidate_no_overlap,r_1589,MODEL_RXN:0001072,fallback_equation,,s_0186 --> 
reference_plus_candidate_no_overlap,r_1590,MODEL_RXN:0001073,fallback_equation,,s_0186 <=> s_0185
reference_plus_candidate_no_overlap,r_1591,MODEL_RXN:0001074,fallback_equation,,s_0187 <=> s_0185
reference_plus_candidate_no_overlap,r_1595,MODEL_RXN:0001075,fallback_equation,,s_0010 <=> s_0011
reference_plus_candidate_no_overlap,r_1596,MODEL_RXN:0001076,fallback_equation,,s_0056 <=> s_0060
reference_plus_candidate_no_overlap,r_1597,MODEL_RXN:0001077,fallback_equation,,s_0058 <=> s_0056
reference_plus_candidate_no_overlap,r_1598,MODEL_RXN:0001078,fallback_equation,,s_0235 --> 
reference_plus_candidate_no_overlap,r_1599,MODEL_RXN:0001079,fallback_equation,,s_0234 <=> s_0235
reference_plus_candidate_no_overlap,r_1600,MODEL_RXN:0001080,fallback_equation,,s_0234 <=> s_0236
reference_plus_candidate_no_overlap,r_1601,MODEL_RXN:0001081,fallback_equation,,s_0215 <=> s_0216
reference_plus_candidate_no_overlap,r_1604,MODEL_RXN:0001083,fallback_equation,,s_0272 --> 
reference_plus_candidate_no_overlap,r_1605,MODEL_RXN:0001084,fallback_equation,,s_0271 <=> s_0272
reference_plus_candidate_no_overlap,r_1606,MODEL_RXN:0001085,fallback_equation,,s_0271 <=> s_0273
reference_plus_candidate_no_overlap,r_1607,MODEL_RXN:0001086,fallback_equation,,s_0274 <=> s_0275
reference_plus_candidate_no_overlap,r_1608,MODEL_RXN:0001087,fallback_equation,,s_0734 <=> s_0738
reference_plus_candidate_no_overlap,r_1609,MODEL_RXN:0001088,fallback_equation,,s_0282 <=> s_0283
reference_plus_candidate_no_overlap,r_1610,MODEL_RXN:0001089,fallback_equation,,s_0282 <=> s_0284
reference_plus_candidate_no_overlap,r_1611,MODEL_RXN:0001090,fallback_equation,,s_0286 <=> s_0287
reference_plus_candidate_no_overlap,r_1613,MODEL_RXN:0001091,fallback_equation,,s_0423 + s_0803 --> s_0386 + s_1322
reference_plus_candidate_no_overlap,r_1618,MODEL_RXN:0001096,fallback_equation,,s_0654 + s_0803 --> s_0138 + s_1322
reference_plus_candidate_no_overlap,r_1620,MODEL_RXN:0001098,fallback_equation,,s_0803 + s_1565 --> s_1322 + s_1563
reference_plus_candidate_no_overlap,r_1621,MODEL_RXN:0001099,fallback_equation,,s_0316 --> 
reference_plus_candidate_no_overlap,r_1622,MODEL_RXN:0001100,fallback_equation,,s_0315 <=> s_0317
reference_plus_candidate_no_overlap,r_1625,MODEL_RXN:0001103,fallback_equation,,s_0320 --> 
reference_plus_candidate_no_overlap,r_1627,MODEL_RXN:0001104,fallback_equation,,s_0342 --> 
reference_plus_candidate_no_overlap,r_1629,MODEL_RXN:0001106,fallback_equation,,s_0354 --> 
reference_plus_candidate_no_overlap,r_1630,MODEL_RXN:0001107,fallback_equation,,s_0358 --> 
reference_plus_candidate_no_overlap,r_1631,MODEL_RXN:0001108,fallback_equation,,s_0360 --> 
reference_plus_candidate_no_overlap,r_1632,MODEL_RXN:0001109,fallback_equation,,s_0361 <=> s_0359
reference_plus_candidate_no_overlap,r_1633,MODEL_RXN:0001110,fallback_equation,,s_0360 <=> s_0359
reference_plus_candidate_no_overlap,r_1634,MODEL_RXN:0001111,fallback_equation,,s_0364 --> 
reference_plus_candidate_no_overlap,r_1635,MODEL_RXN:0001112,fallback_equation,,s_0362 <=> s_0366
reference_plus_candidate_no_overlap,r_1637,MODEL_RXN:0001113,fallback_equation,,s_0373 <=> s_0377
reference_plus_candidate_no_overlap,r_1638,MODEL_RXN:0001114,fallback_equation,,s_1237 --> s_1235
reference_plus_candidate_no_overlap,r_1639,MODEL_RXN:0001115,fallback_equation,,s_0384 --> 
reference_plus_candidate_no_overlap,r_1640,MODEL_RXN:0001116,fallback_equation,,s_0383 <=> s_0385
reference_plus_candidate_no_overlap,r_1641,MODEL_RXN:0001117,fallback_equation,,s_0391 --> 
reference_plus_candidate_no_overlap,r_1643,MODEL_RXN:0001119,fallback_equation,,s_0387 --> 
reference_plus_candidate_no_overlap,r_1644,MODEL_RXN:0001120,fallback_equation,,s_0394 <=> s_0398
reference_plus_candidate_no_overlap,r_1645,MODEL_RXN:0001121,fallback_equation,,s_0394 <=> s_0395
reference_plus_candidate_no_overlap,r_1647,MODEL_RXN:0001122,fallback_equation,,s_0180 <=> s_0184
reference_plus_candidate_no_overlap,r_1648,MODEL_RXN:0001123,fallback_equation,,s_0406 --> 
reference_plus_candidate_no_overlap,r_1649,MODEL_RXN:0001124,fallback_equation,,s_0408 --> 
reference_plus_candidate_no_overlap,r_1650,MODEL_RXN:0001125,fallback_equation,,s_1521 --> 
reference_plus_candidate_no_overlap,r_1651,MODEL_RXN:0001126,fallback_equation,,s_0413 --> 
reference_plus_candidate_no_overlap,r_1652,MODEL_RXN:0001127,fallback_equation,,s_0067 + s_0180 <=> s_0066 + s_0181
reference_plus_candidate_no_overlap,r_1654,MODEL_RXN:0001128,fallback_equation,,s_0420 <=> 
reference_plus_candidate_no_overlap,r_1656,MODEL_RXN:0001129,fallback_equation,,s_0425 <=> s_0423
reference_plus_candidate_no_overlap,r_1659,MODEL_RXN:0001132,fallback_equation,,s_0973 + s_0995 <=> s_0976 + s_0991
reference_plus_candidate_no_overlap,r_1660,MODEL_RXN:0001133,fallback_equation,,s_0434 <=> s_0438
reference_plus_candidate_no_overlap,r_1661,MODEL_RXN:0001134,fallback_equation,,s_0434 <=> s_0435
reference_plus_candidate_no_overlap,r_1663,MODEL_RXN:0001135,fallback_equation,,s_0446 --> 
reference_plus_candidate_no_overlap,r_1664,MODEL_RXN:0001136,fallback_equation,,s_0460 + s_0807 <=> s_0447 + s_0799
reference_plus_candidate_no_overlap,r_1665,MODEL_RXN:0001137,fallback_equation,,s_0461 + s_0808 <=> s_0448 + s_0800
reference_plus_candidate_no_overlap,r_1668,MODEL_RXN:0001139,fallback_equation,,s_0458 + s_0805 <=> s_0446 + s_0796
reference_plus_candidate_no_overlap,r_1669,MODEL_RXN:0001140,fallback_equation,,s_0445 <=> s_0448
reference_plus_candidate_no_overlap,r_1671,MODEL_RXN:0001141,fallback_equation,,s_0452 --> 
reference_plus_candidate_no_overlap,r_1672,MODEL_RXN:0001142,fallback_equation,,s_0458 --> 
reference_plus_candidate_no_overlap,r_1673,MODEL_RXN:0001143,fallback_equation,,s_0021 --> s_0024
reference_plus_candidate_no_overlap,r_1674,MODEL_RXN:0001144,fallback_equation,,s_0021 + s_1237 --> s_0024 + s_1235
reference_plus_candidate_no_overlap,r_1675,MODEL_RXN:0001145,fallback_equation,,s_0467 <=> s_0468
reference_plus_candidate_no_overlap,r_1676,MODEL_RXN:0001146,fallback_equation,,s_0476 <=> s_0475
reference_plus_candidate_no_overlap,r_1677,MODEL_RXN:0001147,fallback_equation,,s_0482 <=> s_0481
reference_plus_candidate_no_overlap,r_1679,MODEL_RXN:0001149,fallback_equation,,s_0479 <=> s_0478
reference_plus_candidate_no_overlap,r_1680,MODEL_RXN:0001150,fallback_equation,,s_0485 <=> s_0484
reference_plus_candidate_no_overlap,r_1682,MODEL_RXN:0001152,fallback_equation,,s_1275 + s_1416 + s_1569 --> s_0662 + s_0794 + 2 s_0803 + s_1413
reference_plus_candidate_no_overlap,r_1683,MODEL_RXN:0001153,fallback_equation,,s_0513 --> 
reference_plus_candidate_no_overlap,r_1685,MODEL_RXN:0001155,fallback_equation,,s_0515 --> s_0286 + s_1399
reference_plus_candidate_no_overlap,r_1686,MODEL_RXN:0001156,fallback_equation,,s_0523 <=> s_0522
reference_plus_candidate_no_overlap,r_1687,MODEL_RXN:0001157,fallback_equation,,s_0523 --> 
reference_plus_candidate_no_overlap,r_1688,MODEL_RXN:0001158,fallback_equation,,s_0522 + s_0942 <=> s_0525 + s_0940
reference_plus_candidate_no_overlap,r_1689,MODEL_RXN:0001159,fallback_equation,,s_0066 + s_0525 <=> s_0069 + s_0522
reference_plus_candidate_no_overlap,r_1690,MODEL_RXN:0001160,fallback_equation,,s_0526 + s_0803 --> s_0545 + s_1408
reference_plus_candidate_no_overlap,r_1691,MODEL_RXN:0001161,fallback_equation,,s_0456 <=> s_0457
reference_plus_candidate_no_overlap,r_1694,MODEL_RXN:0001162,fallback_equation,,s_0461 <=> s_0456
reference_plus_candidate_no_overlap,r_1695,MODEL_RXN:0001163,fallback_equation,,s_0456 <=> s_0462
reference_plus_candidate_no_overlap,r_1696,MODEL_RXN:0001164,fallback_equation,,s_0456 <=> s_0460
reference_plus_candidate_no_overlap,r_1697,MODEL_RXN:0001165,fallback_equation,,s_0456 <=> s_0458
reference_plus_candidate_no_overlap,r_1698,MODEL_RXN:0001166,fallback_equation,,s_0529 <=> s_0530
reference_plus_candidate_no_overlap,r_1699,MODEL_RXN:0001167,fallback_equation,,s_0529 <=> s_0533
reference_plus_candidate_no_overlap,r_1700,MODEL_RXN:0001168,fallback_equation,,s_0534 <=> s_0529
reference_plus_candidate_no_overlap,r_1702,MODEL_RXN:0001169,fallback_equation,,s_0544 --> 
reference_plus_candidate_no_overlap,r_1705,MODEL_RXN:0001172,fallback_equation,,s_0546 --> 
reference_plus_candidate_no_overlap,r_1706,MODEL_RXN:0001173,fallback_equation,,s_0549 --> 
reference_plus_candidate_no_overlap,r_1708,MODEL_RXN:0001175,fallback_equation,,s_0551 <=> s_0552
reference_plus_candidate_no_overlap,r_1709,MODEL_RXN:0001176,fallback_equation,,s_0554 --> 
reference_plus_candidate_no_overlap,r_1710,MODEL_RXN:0001177,fallback_equation,,s_0559 --> 
reference_plus_candidate_no_overlap,r_1711,MODEL_RXN:0001178,fallback_equation,,s_0560 --> 
reference_plus_candidate_no_overlap,r_1712,MODEL_RXN:0001179,fallback_equation,,s_0562 --> 
reference_plus_candidate_no_overlap,r_1713,MODEL_RXN:0001180,fallback_equation,,s_0413 <=> s_0412
reference_plus_candidate_no_overlap,r_1714,MODEL_RXN:0001181,fallback_equation,,s_0565 <=> 
reference_plus_candidate_no_overlap,r_1715,MODEL_RXN:0001182,fallback_equation,,s_0572 --> 
reference_plus_candidate_no_overlap,r_1716,MODEL_RXN:0001183,fallback_equation,,s_0576 --> 
reference_plus_candidate_no_overlap,r_1718,MODEL_RXN:0001185,fallback_equation,,s_0579 --> 
reference_plus_candidate_no_overlap,r_1720,MODEL_RXN:0001187,fallback_equation,,s_0582 <=> s_0583
