pool,model_reaction_id,reaction_uid,fallback_reason,orfs,model_equation
reference_only,r_1994,MODEL_RXN:0001411,fallback_equation,,s_1295 --> 
reference_only,r_1995,MODEL_RXN:0001412,fallback_equation,,s_1302 <=> s_1303
reference_only,r_1996,MODEL_RXN:0001413,fallback_equation,,s_1307 <=> s_1308
reference_only,r_1997,MODEL_RXN:0001414,fallback_equation,,s_0437 + s_0799 + s_1308 --> s_0200 + s_0636
reference_only,r_1998,MODEL_RXN:0001415,fallback_equation,,s_0391 <=> s_0390
reference_only,r_1999,MODEL_RXN:0001416,fallback_equation,,s_1309 --> 
reference_only,r_2000,MODEL_RXN:0001417,fallback_equation,,s_1317 --> 
reference_only,r_2001,MODEL_RXN:0001418,fallback_equation,,s_1319 --> 
reference_only,r_2002,MODEL_RXN:0001419,fallback_equation,,s_1318 <=> s_1319
reference_only,r_2003,MODEL_RXN:0001420,fallback_equation,,s_1318 <=> s_1320
reference_only,r_2004,MODEL_RXN:0001421,fallback_equation,,s_1032 --> s_1034
reference_only,r_2005,MODEL_RXN:0001422,fallback_equation,,s_1324 <=> 
reference_only,r_2020,MODEL_RXN:0001424,fallback_equation,,s_1374 <=> 
reference_only,r_2022,MODEL_RXN:0001425,fallback_equation,,s_1384 <=> s_1385
reference_only,r_2023,MODEL_RXN:0001426,fallback_equation,,s_1386 <=> s_1387
reference_only,r_2024,MODEL_RXN:0001427,fallback_equation,,s_1390 --> 
reference_only,r_2027,MODEL_RXN:0001430,fallback_equation,,s_0803 + s_1395 --> s_1322 + s_1394
reference_only,r_2028,MODEL_RXN:0001431,fallback_equation,,s_1397 --> 
reference_only,r_2030,MODEL_RXN:0001433,fallback_equation,,s_0313 + s_0803 --> s_0314 + s_1322
reference_only,r_2031,MODEL_RXN:0001434,fallback_equation,,s_1322 + s_1556 <=> s_0415 + s_1550
reference_only,r_2032,MODEL_RXN:0001435,fallback_equation,,s_0633 <=> s_0636
reference_only,r_2033,MODEL_RXN:0001436,fallback_equation,,s_1400 --> 
reference_only,r_2036,MODEL_RXN:0001438,fallback_equation,,s_1403 <=> s_1404
reference_only,r_2037,MODEL_RXN:0001439,fallback_equation,,s_1616 <=> s_1619
reference_only,r_2038,MODEL_RXN:0001440,fallback_equation,,s_1406 --> 
reference_only,r_2039,MODEL_RXN:0001441,fallback_equation,,s_1405 --> s_1407
reference_only,r_2042,MODEL_RXN:0001444,fallback_equation,,s_1413 <=> s_1415
reference_only,r_2043,MODEL_RXN:0001445,fallback_equation,,s_1418 --> 
reference_only,r_2044,MODEL_RXN:0001446,fallback_equation,,s_1425 --> 
reference_only,r_2046,MODEL_RXN:0001448,fallback_equation,,s_1435 --> 
reference_only,r_2049,MODEL_RXN:0001449,fallback_equation,,s_1438 <=> 
reference_only,r_2050,MODEL_RXN:0001450,fallback_equation,,s_0373 + s_1439 --> s_0529 + s_0794 + s_1180
reference_only,r_2051,MODEL_RXN:0001451,fallback_equation,,s_1440 --> 
reference_only,r_2052,MODEL_RXN:0001452,fallback_equation,,s_1443 --> 
reference_only,r_2053,MODEL_RXN:0001453,fallback_equation,,s_1447 <=> s_1448
reference_only,r_2054,MODEL_RXN:0001454,fallback_equation,,s_0038 <=> s_0037
reference_only,r_2055,MODEL_RXN:0001455,fallback_equation,,s_1450 --> 
reference_only,r_2056,MODEL_RXN:0001456,fallback_equation,,s_1459 --> 
reference_only,r_2057,MODEL_RXN:0001457,fallback_equation,,s_1459 <=> s_1458
reference_only,r_2058,MODEL_RXN:0001458,fallback_equation,,s_1466 --> 
reference_only,r_2060,MODEL_RXN:0001459,fallback_equation,,s_1468 <=> 
reference_only,r_2061,MODEL_RXN:0001460,fallback_equation,,s_1470 --> 
reference_only,r_2062,MODEL_RXN:0001461,fallback_equation,,s_1472 --> 
reference_only,r_2063,MODEL_RXN:0001462,fallback_equation,,s_1479 <=> s_1480
reference_only,r_2065,MODEL_RXN:0001464,fallback_equation,,s_0803 + s_1489 --> s_0270 + s_0310 + s_0794
reference_only,r_2066,MODEL_RXN:0001465,fallback_equation,,s_1476 --> 
reference_only,r_2067,MODEL_RXN:0001466,fallback_equation,,s_1490 --> 
reference_only,r_2068,MODEL_RXN:0001467,fallback_equation,,s_1498 --> 
reference_only,r_2069,MODEL_RXN:0001468,fallback_equation,,s_0434 + s_1497 --> s_0394 + s_1475
reference_only,r_2070,MODEL_RXN:0001469,fallback_equation,,s_0794 + s_0981 + s_1003 + s_1233 + s_1408 --> s_0293 + s_0362 + s_0419 + s_0456 + s_0734 + 3 s_0803 + s_1399
reference_only,r_2071,MODEL_RXN:0001470,fallback_equation,,s_0581 + s_0794 + s_0981 + s_1003 + s_1233 --> s_0293 + s_0362 + s_0419 + s_0456 + s_0734 + 3 s_0803 + s_1399
reference_only,r_2073,MODEL_RXN:0001472,fallback_equation,,s_1494 --> 
reference_only,r_2074,MODEL_RXN:0001473,fallback_equation,,s_0434 + s_1493 --> s_0394 + s_0649 + s_0794
reference_only,r_2075,MODEL_RXN:0001474,fallback_equation,,s_1494 <=> s_1493
reference_only,r_2080,MODEL_RXN:0001476,fallback_equation,,s_1520 <=> s_1522
reference_only,r_2082,MODEL_RXN:0001477,fallback_equation,,s_1048 --> s_1050
reference_only,r_2083,MODEL_RXN:0001478,fallback_equation,,s_1530 --> 
reference_only,r_2084,MODEL_RXN:0001479,fallback_equation,,s_1529 <=> s_1530
reference_only,r_2085,MODEL_RXN:0001480,fallback_equation,,s_1529 <=> s_1531
reference_only,r_2086,MODEL_RXN:0001481,fallback_equation,,s_1051 --> s_1053
reference_only,r_2087,MODEL_RXN:0001482,fallback_equation,,s_1051 <=> s_1054
reference_only,r_2089,MODEL_RXN:0001483,fallback_equation,,s_1545 <=> s_1548
reference_only,r_2090,MODEL_RXN:0001484,fallback_equation,,s_1551 --> 
reference_only,r_2091,MODEL_RXN:0001485,fallback_equation,,s_1553 --> 
reference_only,r_2092,MODEL_RXN:0001486,fallback_equation,,s_1557 --> 
reference_only,r_2093,MODEL_RXN:0001487,fallback_equation,,s_1056 <=> s_1058
reference_only,r_2095,MODEL_RXN:0001489,fallback_equation,,s_0803 <=> s_0806
reference_only,r_2096,MODEL_RXN:0001490,fallback_equation,,s_0803 <=> s_0807
reference_only,r_2097,MODEL_RXN:0001491,fallback_equation,,s_0803 <=> s_0808
reference_only,r_2098,MODEL_RXN:0001492,fallback_equation,,s_0803 <=> s_0809
reference_only,r_2099,MODEL_RXN:0001493,fallback_equation,,s_0803 <=> s_0810
reference_only,r_2100,MODEL_RXN:0001494,fallback_equation,,s_0805 <=> 
reference_only,r_2101,MODEL_RXN:0001495,fallback_equation,,s_0358 <=> s_0357
reference_only,r_2102,MODEL_RXN:0001496,fallback_equation,,s_1564 --> 
reference_only,r_2103,MODEL_RXN:0001497,fallback_equation,,s_1564 --> s_1563
reference_only,r_2104,MODEL_RXN:0001498,fallback_equation,,s_1567 --> 
reference_only,r_2106,MODEL_RXN:0001500,fallback_equation,,s_1571 --> 
reference_only,r_2111,MODEL_RXN:0001503,fallback_equation,,s_0450 --> 
reference_only,r_2113,MODEL_RXN:0001505,fallback_equation,,2 s_0794 + s_1212 + s_2763 --> s_0803 + s_1207 + s_2764
reference_only,r_2114,MODEL_RXN:0001506,fallback_equation,,s_0147 --> s_0794 + s_0803 + s_1403
reference_only,r_2125,MODEL_RXN:0001512,fallback_equation,,s_0529 <=> s_0531
reference_only,r_2129,MODEL_RXN:0001514,fallback_equation,,s_0794 --> s_0799
reference_only,r_2136,MODEL_RXN:0001518,fallback_equation,,s_2766 <=> s_0122
reference_only,r_2139,MODEL_RXN:0001520,fallback_equation,,s_2768 <=> s_0662
reference_only,r_2184,MODEL_RXN:0001565,fallback_equation,,s_1250 <=> s_1248
reference_only,r_2185,MODEL_RXN:0001566,fallback_equation,,s_0597 <=> s_0595
reference_only,r_2187,MODEL_RXN:0001568,fallback_equation,,s_2822 --> 
reference_only,r_2188,MODEL_RXN:0001569,fallback_equation,,s_2824 --> 
reference_only,r_2189,MODEL_RXN:0001570,fallback_equation,,s_2826 --> 
reference_only,r_2193,MODEL_RXN:0001574,fallback_equation,,s_1163 --> 
reference_only,r_2230,MODEL_RXN:0001611,fallback_equation,,s_2829 <=> s_2883
reference_only,r_3508,MODEL_RXN:0002877,fallback_equation,,s_1065 <=> s_2832
reference_only,r_3509,MODEL_RXN:0002878,fallback_equation,,s_1161 <=> s_2835
reference_only,r_3510,MODEL_RXN:0002879,fallback_equation,,s_1286 <=> s_2836
reference_only,r_3512,MODEL_RXN:0002881,fallback_equation,,s_1449 <=> s_2838
reference_only,r_3513,MODEL_RXN:0002882,fallback_equation,,s_1260 <=> s_2839
reference_only,r_3517,MODEL_RXN:0002886,fallback_equation,,s_1302 <=> s_2789
reference_only,r_3519,MODEL_RXN:0002888,fallback_equation,,s_1454 <=> s_2791
reference_only,r_3520,MODEL_RXN:0002889,fallback_equation,,s_1262 <=> s_2821
reference_only,r_3523,MODEL_RXN:0002892,fallback_equation,,s_1479 <=> s_2797
reference_only,r_3524,MODEL_RXN:0002893,fallback_equation,,s_0816 <=> s_2816
reference_only,r_3525,MODEL_RXN:0002894,fallback_equation,,s_0794 <=> s_2783
reference_only,r_3527,MODEL_RXN:0002896,fallback_equation,,s_0456 <=> s_2784
reference_only,r_3528,MODEL_RXN:0002897,fallback_equation,,s_0529 <=> s_2785
reference_only,r_3529,MODEL_RXN:0002898,fallback_equation,,s_1212 <=> s_2799
reference_only,r_3530,MODEL_RXN:0002899,fallback_equation,,s_1207 <=> s_2800
reference_only,r_3531,MODEL_RXN:0002900,fallback_equation,,s_1275 <=> s_2817
reference_only,r_3532,MODEL_RXN:0002901,fallback_equation,,s_1203 <=> s_2818
reference_only,r_3533,MODEL_RXN:0002902,fallback_equation,,s_1198 <=> s_2820
reference_only,r_3534,MODEL_RXN:0002903,fallback_equation,,s_0767 <=> s_2934
reference_only,r_3535,MODEL_RXN:0002904,fallback_equation,,s_0629 <=> s_2939
reference_only,r_3536,MODEL_RXN:0002905,fallback_equation,,s_0633 <=> s_2834
reference_only,r_3537,MODEL_RXN:0002906,fallback_equation,,s_1322 <=> s_2966
reference_only,r_3538,MODEL_RXN:0002907,fallback_equation,,s_0539 <=> s_3083
reference_only,r_3539,MODEL_RXN:0002908,fallback_equation,,s_0467 <=> s_3215
reference_only,r_3540,MODEL_RXN:0002909,fallback_equation,,s_0526 <=> s_3108
reference_only,r_3542,MODEL_RXN:0002911,fallback_equation,,s_0469 <=> s_3217
reference_only,r_3543,MODEL_RXN:0002912,fallback_equation,,s_0434 <=> s_2831
reference_only,r_3544,MODEL_RXN:0002913,fallback_equation,,s_0423 <=> s_2833
reference_only,r_3546,MODEL_RXN:0002915,fallback_equation,,s_1153 <=> s_3117
reference_only,r_3547,MODEL_RXN:0002916,fallback_equation,,s_1416 <=> s_3182
reference_only,r_3548,MODEL_RXN:0002917,fallback_equation,,s_1413 <=> s_3183
reference_only,r_3549,MODEL_RXN:0002918,fallback_equation,,s_0657 <=> s_3432
reference_only,r_3550,MODEL_RXN:0002919,fallback_equation,,s_0700 <=> s_3435
reference_only,r_3551,MODEL_RXN:0002920,fallback_equation,,s_1059 <=> s_3438
reference_only,r_3552,MODEL_RXN:0002921,fallback_equation,,s_0666 <=> s_3441
reference_only,r_3553,MODEL_RXN:0002922,fallback_equation,,s_1569 <=> s_3444
reference_only,r_3570,MODEL_RXN:0002939,fallback_equation,,s_3447 <=> s_1433
reference_only,r_3571,MODEL_RXN:0002940,fallback_equation,,s_1286 <=> s_2846
reference_only,r_3573,MODEL_RXN:0002942,fallback_equation,,s_1449 <=> s_2850
reference_only,r_3574,MODEL_RXN:0002943,fallback_equation,,s_1260 <=> s_2852
reference_only,r_3577,MODEL_RXN:0002946,fallback_equation,,s_1302 <=> s_2847
reference_only,r_3579,MODEL_RXN:0002948,fallback_equation,,s_1454 <=> s_2851
reference_only,r_3580,MODEL_RXN:0002949,fallback_equation,,s_1262 <=> s_2853
reference_only,r_3581,MODEL_RXN:0002950,fallback_equation,,s_0767 <=> s_0769
reference_only,r_3582,MODEL_RXN:0002951,fallback_equation,,s_0629 <=> s_0631
reference_only,r_3583,MODEL_RXN:0002952,fallback_equation,,s_1212 <=> s_2952
reference_only,r_3584,MODEL_RXN:0002953,fallback_equation,,s_1207 <=> s_2953
reference_only,r_3585,MODEL_RXN:0002954,fallback_equation,,s_0434 <=> s_2840
reference_only,r_3586,MODEL_RXN:0002955,fallback_equation,,s_0423 <=> s_2842
reference_only,r_3587,MODEL_RXN:0002956,fallback_equation,,s_0633 <=> s_0635
reference_only,r_3596,MODEL_RXN:0002965,fallback_equation,,s_0803 <=> s_3657
reference_only,r_3597,MODEL_RXN:0002966,fallback_equation,,s_3684 <=> s_0765
reference_only,r_3599,MODEL_RXN:0002968,fallback_equation,,s_2874 <=> s_1479
reference_only,r_3600,MODEL_RXN:0002969,fallback_equation,,s_2876 <=> s_0816
reference_only,r_3601,MODEL_RXN:0002970,fallback_equation,,s_0434 <=> s_2856
reference_only,r_3602,MODEL_RXN:0002971,fallback_equation,,s_0394 <=> s_3324
reference_only,r_3603,MODEL_RXN:0002972,fallback_equation,,s_0794 <=> s_0793
reference_only,r_3608,MODEL_RXN:0002977,fallback_equation,,s_3463 <=> s_1286
reference_only,r_3610,MODEL_RXN:0002979,fallback_equation,,s_3464 <=> s_1449
reference_only,r_3611,MODEL_RXN:0002980,fallback_equation,,s_3459 <=> s_1260
reference_only,r_3614,MODEL_RXN:0002983,fallback_equation,,s_2865 <=> s_1479
reference_only,r_3615,MODEL_RXN:0002984,fallback_equation,,s_2867 <=> s_0816
reference_only,r_3648,MODEL_RXN:0003017,fallback_equation,,s_0803 <=> s_2976
reference_only,r_3650,MODEL_RXN:0003019,fallback_equation,,s_0794 <=> s_3164
reference_only,r_3651,MODEL_RXN:0003020,fallback_equation,,s_0434 <=> s_3341
reference_only,r_3652,MODEL_RXN:0003021,fallback_equation,,s_0394 <=> s_3342
reference_only,r_3653,MODEL_RXN:0003022,fallback_equation,,s_0456 <=> s_3165
reference_only,r_3662,MODEL_RXN:0003031,fallback_equation,,s_0803 <=> s_2994
reference_only,r_3663,MODEL_RXN:0003032,fallback_equation,,s_1322 <=> s_2995
reference_only,r_3664,MODEL_RXN:0003033,fallback_equation,,s_0794 <=> s_3146
reference_only,r_3665,MODEL_RXN:0003034,fallback_equation,,s_0456 <=> s_3147
reference_only,r_3666,MODEL_RXN:0003035,fallback_equation,,s_0434 <=> s_3359
reference_only,r_3667,MODEL_RXN:0003036,fallback_equation,,s_0394 <=> s_3360
reference_only,r_3668,MODEL_RXN:0003037,fallback_equation,,s_0803 <=> s_3226
reference_only,r_3669,MODEL_RXN:0003038,fallback_equation,,s_0456 <=> s_3129
reference_only,r_3671,MODEL_RXN:0003040,fallback_equation,,s_1262 <=> s_3322
reference_only,r_3678,MODEL_RXN:0003047,fallback_equation,,s_3271 <=> s_1286
reference_only,r_3679,MODEL_RXN:0003048,fallback_equation,,s_3277 <=> s_1449
reference_only,r_3681,MODEL_RXN:0003050,fallback_equation,,s_2832 <=> s_2841
reference_only,r_3682,MODEL_RXN:0003051,fallback_equation,,s_2835 <=> s_2844
reference_only,r_3683,MODEL_RXN:0003052,fallback_equation,,s_2869 <=> s_2873
reference_only,r_3684,MODEL_RXN:0003053,fallback_equation,,s_2870 <=> s_2875
reference_only,r_3717,MODEL_RXN:0003086,fallback_equation,,s_3432 <=> s_3660
reference_only,r_3718,MODEL_RXN:0003087,fallback_equation,,s_3435 <=> s_0703
reference_only,r_3719,MODEL_RXN:0003088,fallback_equation,,s_3438 <=> s_3665
reference_only,r_3720,MODEL_RXN:0003089,fallback_equation,,s_3444 <=> s_1572
reference_only,r_3901,MODEL_RXN:0003270,fallback_equation,,s_2864 <=> s_2869
reference_only,r_3902,MODEL_RXN:0003271,fallback_equation,,s_2866 <=> s_2870
reference_only,r_3937,MODEL_RXN:0003306,fallback_equation,,s_2869 <=> s_1085
reference_only,r_3938,MODEL_RXN:0003307,fallback_equation,,s_2870 <=> s_0507
reference_only,r_3939,MODEL_RXN:0003308,fallback_equation,,s_0667 <=> s_3441
reference_only,r_3940,MODEL_RXN:0003309,fallback_equation,,s_1323 --> s_2966
reference_only,r_3957,MODEL_RXN:0003326,fallback_equation,,s_0799 <=> s_3094
reference_only,r_3958,MODEL_RXN:0003327,fallback_equation,,s_0770 <=> s_3218
reference_only,r_3962,MODEL_RXN:0003331,fallback_equation,,s_0636 <=> s_3095
reference_only,r_3987,MODEL_RXN:0003355,fallback_equation,,s_3710 <=> s_1337
reference_only,r_3996,MODEL_RXN:0003364,fallback_equation,,s_3711 <=> s_1346
reference_only,r_4005,MODEL_RXN:0003373,fallback_equation,,s_3712 <=> s_1351
reference_only,r_4038,MODEL_RXN:0003406,fallback_equation,,s_3713 <=> s_1524
reference_only,r_4042,MODEL_RXN:0003410,fallback_equation,,s_0805 + s_3715 --> s_0554 + s_3716
reference_only,r_4043,MODEL_RXN:0003411,fallback_equation,,s_3715 --> 
reference_only,r_4044,MODEL_RXN:0003412,fallback_equation,,s_3716 --> 
reference_only,r_4046,MODEL_RXN:0003414,fallback_equation,,s_0434 + s_0803 --> s_0394 + s_0794 + s_1322
reference_only,r_4341,MODEL_RXN:0003701,fallback_equation,,s_4063 <=> s_4062
reference_only,r_4342,MODEL_RXN:0003702,fallback_equation,,s_0803 + s_4062 --> s_0765 + s_1322
reference_only,r_4343,MODEL_RXN:0003703,fallback_equation,,s_0796 + s_4065 <=> s_0794 + s_4064
reference_only,r_4344,MODEL_RXN:0003704,fallback_equation,,s_0803 + s_4064 --> s_1045 + s_1322
reference_only,r_4345,MODEL_RXN:0003705,fallback_equation,,s_0803 + s_4066 --> s_0790 + s_1322
reference_only,r_4347,MODEL_RXN:0003707,fallback_equation,,s_0803 + s_4068 --> s_0790 + s_1322
reference_only,r_4348,MODEL_RXN:0003708,fallback_equation,,s_0796 + s_4069 <=> s_0794 + s_4068
reference_only,r_4349,MODEL_RXN:0003709,fallback_equation,,s_0796 + s_4070 <=> s_0794 + s_4071
reference_only,r_4350,MODEL_RXN:0003710,fallback_equation,,s_0803 + s_4071 --> s_1322 + s_3997
reference_only,r_4351,MODEL_RXN:0003711,fallback_equation,,s_0803 + s_4072 --> s_1322 + s_4073
reference_only,r_4353,MODEL_RXN:0003713,fallback_equation,,s_1275 + s_4073 --> s_0794 + s_4076
reference_only,r_4354,MODEL_RXN:0003714,fallback_equation,,s_0803 + s_1198 + s_4076 --> s_0794 + s_1203 + s_1471
reference_only,r_4355,MODEL_RXN:0003715,fallback_equation,,s_0178 + s_0991 <=> s_0180 + s_4079
reference_only,r_4357,MODEL_RXN:0003717,fallback_equation,,s_0803 + s_4081 --> s_1322 + s_1556
reference_only,r_4358,MODEL_RXN:0003718,fallback_equation,,s_0796 + s_4082 <=> s_0794 + s_4081
reference_only,r_4359,MODEL_RXN:0003719,fallback_equation,,s_0803 + s_4083 --> s_1322 + s_1556
reference_only,r_4360,MODEL_RXN:0003720,fallback_equation,,s_0796 + s_4084 <=> s_0794 + s_4083
reference_only,r_4362,MODEL_RXN:0003722,fallback_equation,,s_0810 + s_4087 --> s_3758 + s_3839
reference_only,r_4363,MODEL_RXN:0003723,fallback_equation,,s_4088 --> s_1322 + s_4089
reference_only,r_4366,MODEL_RXN:0003726,fallback_equation,,s_0394 + s_0794 + s_4092 <=> s_0434 + s_0965
reference_only,r_4367,MODEL_RXN:0003727,fallback_equation,,s_0796 + s_4093 <=> s_0794 + s_4092
reference_only,r_4368,MODEL_RXN:0003728,fallback_equation,,s_0803 + s_4096 --> s_1051 + s_1322
reference_only,r_4369,MODEL_RXN:0003729,fallback_equation,,s_0796 + s_4099 <=> s_0794 + s_4098
reference_only,r_4370,MODEL_RXN:0003730,fallback_equation,,s_0803 + s_4100 --> s_0543 + s_1322
reference_only,r_4371,MODEL_RXN:0003731,fallback_equation,,s_0796 + s_4101 <=> s_0794 + s_4100
reference_only,r_4373,MODEL_RXN:0003733,fallback_equation,,s_0796 + s_4103 <=> s_0794 + s_4102
reference_only,r_4374,MODEL_RXN:0003734,fallback_equation,,s_0803 + s_4104 --> s_0794 + s_0955 + s_1469
reference_only,r_4375,MODEL_RXN:0003735,fallback_equation,,s_0796 + s_4105 <=> s_0794 + s_4104
reference_only,r_4376,MODEL_RXN:0003736,fallback_equation,,s_0803 + s_4106 --> s_0386 + s_1322
reference_only,r_4377,MODEL_RXN:0003737,fallback_equation,,s_4107 <=> s_4106
reference_only,r_4378,MODEL_RXN:0003738,fallback_equation,,s_0803 + s_4108 --> s_0553 + s_0563
reference_only,r_4379,MODEL_RXN:0003739,fallback_equation,,s_0796 + s_4109 <=> s_0794 + s_4108
reference_only,r_4380,MODEL_RXN:0003740,fallback_equation,,s_0529 + s_0794 + s_4110 <=> s_0373 + s_0981
reference_only,r_4381,MODEL_RXN:0003741,fallback_equation,,s_0796 + s_4111 <=> s_0794 + s_4110
reference_only,r_4382,MODEL_RXN:0003742,fallback_equation,,2 s_0709 + 2 s_4113 <=> 2 s_0710 + s_4112
reference_only,r_4383,MODEL_RXN:0003743,fallback_equation,,s_4114 <=> s_4112
reference_only,r_4384,MODEL_RXN:0003744,fallback_equation,,s_0794 + s_1212 + s_4117 --> s_1207 + s_3875
reference_only,r_4385,MODEL_RXN:0003745,fallback_equation,,s_0796 + s_4118 <=> s_0794 + s_4117
reference_only,r_4386,MODEL_RXN:0003746,fallback_equation,,s_0810 + s_4121 --> s_0977 + s_3759
reference_only,r_4389,MODEL_RXN:0003749,fallback_equation,,s_0796 + s_4127 <=> s_0794 + s_4126
reference_only,r_4390,MODEL_RXN:0003750,fallback_equation,,s_0803 + s_4122 <=> s_0563 + s_4123
reference_only,r_4391,MODEL_RXN:0003751,fallback_equation,,s_4123 --> s_4124
reference_only,r_4392,MODEL_RXN:0003752,fallback_equation,,s_0796 + s_4125 <=> s_0794 + s_4122
reference_only,r_4393,MODEL_RXN:0003753,fallback_equation,,s_0434 + s_4128 --> s_0394 + s_0794 + s_4129
reference_only,r_4396,MODEL_RXN:0003756,fallback_equation,,s_0434 + s_0529 + s_4132 --> s_0367 + s_0423 + s_0633
reference_only,r_4397,MODEL_RXN:0003757,fallback_equation,,s_0803 + s_4134 <=> s_0362 + s_1029
reference_only,r_4399,MODEL_RXN:0003759,fallback_equation,,s_0794 + s_4038 <=> s_0802 + s_4039
reference_only,r_4406,MODEL_RXN:0003766,fallback_equation,,s_0796 + s_4078 <=> s_0794 + s_4077
reference_only,r_4407,MODEL_RXN:0003767,fallback_equation,,s_0803 + s_4077 <=> s_1322 + s_3904
reference_only,r_4409,MODEL_RXN:0003769,fallback_equation,,s_0810 + s_4039 --> s_0996 + s_3759
reference_only,r_4410,MODEL_RXN:0003770,fallback_equation,,s_4136 <=> s_0779 + s_1271
reference_only,r_4411,MODEL_RXN:0003771,fallback_equation,,s_0803 + s_4138 --> s_0419 + s_0794 + s_1399 + s_1469
reference_only,r_4413,MODEL_RXN:0003773,fallback_equation,,s_0803 + s_4044 --> s_1322 + s_1493
reference_only,r_4414,MODEL_RXN:0003774,fallback_equation,,s_0810 + s_4036 --> s_1002 + s_3759
reference_only,r_4415,MODEL_RXN:0003775,fallback_equation,,s_0810 + s_4052 --> s_1009 + s_3759
reference_only,r_4416,MODEL_RXN:0003776,fallback_equation,,s_0810 + s_4042 --> s_3759 + s_4043
reference_only,r_4417,MODEL_RXN:0003777,fallback_equation,,s_0810 + s_4055 --> s_0972 + s_3839
reference_only,r_4418,MODEL_RXN:0003778,fallback_equation,,s_0810 + s_4058 --> s_1002 + s_3839
reference_only,r_4419,MODEL_RXN:0003779,fallback_equation,,s_0796 + s_4139 <=> s_0794 + s_4138
reference_only,r_4421,MODEL_RXN:0003781,fallback_equation,,s_0796 + s_4116 <=> s_0794 + s_4115
reference_only,r_4422,MODEL_RXN:0003782,fallback_equation,,s_0796 + s_4137 <=> s_0794 + s_4136
reference_only,r_4423,MODEL_RXN:0003783,fallback_equation,,s_0794 + s_4086 <=> s_0802 + s_4087
reference_only,r_4425,MODEL_RXN:0003785,fallback_equation,,s_0794 + s_4057 <=> s_0802 + s_4058
reference_only,r_4426,MODEL_RXN:0003786,fallback_equation,,s_0794 + s_4035 <=> s_0802 + s_4036
reference_only,r_4427,MODEL_RXN:0003787,fallback_equation,,s_0796 + s_4135 <=> s_0794 + s_4134
reference_only,r_4428,MODEL_RXN:0003788,fallback_equation,,s_0796 + s_4097 <=> s_0794 + s_4096
reference_only,r_4430,MODEL_RXN:0003790,fallback_equation,,s_0794 + s_4051 <=> s_0802 + s_4052
reference_only,r_4431,MODEL_RXN:0003791,fallback_equation,,s_0794 + s_4120 <=> s_0802 + s_4121
reference_only,r_4432,MODEL_RXN:0003792,fallback_equation,,s_0717 + s_1275 + s_4115 --> s_0714 + s_0775 + 2 s_0794 + s_0803 + s_1469
reference_only,r_4439,MODEL_RXN:0003799,fallback_equation,,s_0810 + s_4061 --> s_0996 + s_3839
reference_only,r_4442,MODEL_RXN:0003802,fallback_equation,,s_4074 --> 
reference_only,r_4443,MODEL_RXN:0003803,fallback_equation,,s_4095 <=> s_4094
reference_only,r_4444,MODEL_RXN:0003804,fallback_equation,,s_0796 + s_4141 <=> s_0188 + s_0794
reference_only,r_4445,MODEL_RXN:0003805,fallback_equation,,s_0796 + s_4142 <=> s_0260 + s_0794
reference_only,r_4446,MODEL_RXN:0003806,fallback_equation,,s_4145 <=> s_0567
reference_only,r_4447,MODEL_RXN:0003807,fallback_equation,,s_4146 <=> s_0455
reference_only,r_4450,MODEL_RXN:0003810,fallback_equation,,s_0796 + s_4147 <=> s_0259 + s_0794
reference_only,r_4451,MODEL_RXN:0003811,fallback_equation,,s_0796 + s_4148 <=> s_0782 + s_0794
reference_only,r_4452,MODEL_RXN:0003812,fallback_equation,,s_4149 <=> s_1158
reference_only,r_4453,MODEL_RXN:0003813,fallback_equation,,s_4150 <=> s_0568
reference_only,r_4454,MODEL_RXN:0003814,fallback_equation,,s_4151 <=> s_1545
reference_only,r_4455,MODEL_RXN:0003815,fallback_equation,,s_0796 + s_4152 <=> s_0794 + s_1360
reference_only,r_4456,MODEL_RXN:0003816,fallback_equation,,s_4153 <=> s_0574
reference_only,r_4458,MODEL_RXN:0003818,fallback_equation,,s_0796 + s_4155 <=> s_0340 + s_0794
reference_only,r_4459,MODEL_RXN:0003819,fallback_equation,,s_0796 + s_4156 <=> s_0573 + s_0794
reference_only,r_4460,MODEL_RXN:0003820,fallback_equation,,2 s_0796 + s_4157 <=> s_0633 + 2 s_0794
reference_only,r_4461,MODEL_RXN:0003821,fallback_equation,,s_4158 <=> s_0514
reference_only,r_4462,MODEL_RXN:0003822,fallback_equation,,s_4159 <=> s_4113
reference_only,r_4463,MODEL_RXN:0003823,fallback_equation,,s_0796 + s_4160 <=> s_0423 + s_0794
reference_only,r_4464,MODEL_RXN:0003824,fallback_equation,,s_4161 <=> s_0131
reference_only,r_4465,MODEL_RXN:0003825,fallback_equation,,s_0796 + s_4162 <=> s_0389 + s_0794
reference_only,r_4466,MODEL_RXN:0003826,fallback_equation,,s_0796 + s_4163 <=> s_0526 + s_0794
reference_only,r_4467,MODEL_RXN:0003827,fallback_equation,,s_4164 <=> s_3953
reference_only,r_4470,MODEL_RXN:0003830,fallback_equation,,s_4167 <=> s_0771
reference_only,r_4474,MODEL_RXN:0003834,fallback_equation,,s_0794 + s_4171 <=> s_0802 + s_3838
reference_only,r_4475,MODEL_RXN:0003835,fallback_equation,,s_4172 <=> s_4173
reference_only,r_4476,MODEL_RXN:0003836,fallback_equation,,s_4173 <=> s_1192
