model_reaction_id,reaction_name,model_equation,label,label_name,model_split,lower_bound_num,upper_bound_num,enzyme_evidence_rows_num,reactant_count,product_count,stoich_metabolite_count,has_gpr,has_ec,has_formula_balance,has_charge_balance,text
r_0922,phytosphingosine synthesis,s_0795 + s_1213 + s_1276 + s_1445 --> s_0804 + s_1208 + s_1366,1,curated_reference,train,0.0,1000.0,1,4,3,7,1,1,1,1,phytosphingosine synthesis ; s_0795 + s_1213 + s_1276 + s_1445 --> s_0804 + s_1208 + s_1366 ; forward ; 1.-.-.- ; YDR297W
r_0929,polyamine oxidase,s_0803 + s_1180 + s_1275 --> s_0208 + s_0837 + s_1193,1,curated_reference,test,0.0,1000.0,1,3,3,6,1,1,1,1,polyamine oxidase ; s_0803 + s_1180 + s_1275 --> s_0208 + s_0837 + s_1193 ; forward ; 1.5.3.17 ; YMR020W
r_0935,porphobilinogen synthase,2 s_0315 --> s_0794 + 2 s_0803 + s_1372,1,curated_reference,train,0.0,1000.0,1,1,3,4,1,1,1,1,porphobilinogen synthase ; 2 s_0315 --> s_0794 + 2 s_0803 + s_1372 ; forward ; 4.2.1.24 ; YGL040C
r_0936,poylamine oxidase,s_0803 + s_1181 + s_1275 --> s_0208 + s_0837 + s_1180,1,curated_reference,test,0.0,1000.0,1,3,3,6,1,1,1,1,poylamine oxidase ; s_0803 + s_1181 + s_1275 --> s_0208 + s_0837 + s_1180 ; forward ; 1.5.3.17 ; YMR020W
r_0937,poylamine oxidase,s_0803 + s_1275 + s_1442 --> s_0208 + s_0837 + s_1439,1,curated_reference,test,0.0,1000.0,1,3,3,6,1,1,1,1,poylamine oxidase ; s_0803 + s_1275 + s_1442 --> s_0208 + s_0837 + s_1439 ; forward ; 1.5.3.17 ; YMR020W
r_0938,prephenate dehydratase,s_0794 + s_1377 --> s_0456 + s_0803 + s_0951,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,prephenate dehydratase ; s_0794 + s_1377 --> s_0456 + s_0803 + s_0951 ; forward ; 4.2.1.51 ; YNL316C
r_0939,prephenate dehydrogenase (NADP),s_1207 + s_1377 --> s_0204 + s_0456 + s_1212,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,prephenate dehydrogenase (NADP) ; s_1207 + s_1377 --> s_0204 + s_0456 + s_1212 ; forward ; 1.3.1.13 ; YBR166C
r_0940,proline oxidase (NAD),s_0688 + s_1037 --> s_0119 + s_0690,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,proline oxidase (NAD) ; s_0688 + s_1037 --> s_0119 + s_0690 ; forward ; 1.5.5.2 ; YLR142W
r_0941,prolyl-tRNA synthetase,s_0434 + s_1035 + s_1606 --> s_0423 + s_0633 + s_1379,1,curated_reference,dev,0.0,1000.0,1,3,3,6,1,1,0,1,prolyl-tRNA synthetase ; s_0434 + s_1035 + s_1606 --> s_0423 + s_0633 + s_1379 ; forward ; 6.1.1.15 ; YHR020W
r_0942,protoporphyrinogen oxidase,3 s_1278 + 2 s_1385 --> 6 s_0807 + 2 s_1383,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,protoporphyrinogen oxidase ; 3 s_1278 + 2 s_1385 --> 6 s_0807 + 2 s_1383 ; forward ; 1.3.3.4 ; YER014W
r_0943,purine-nucleoside phosphorylase,s_1218 + s_1322 --> s_0415 + s_0794 + s_1216,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,purine-nucleoside phosphorylase ; s_1218 + s_1322 --> s_0415 + s_0794 + s_1216 ; forward ; 2.4.2.1 ; YLR209C
r_0949,guanosine phosphorylase,s_0790 + s_1322 <=> s_0415 + s_0787,1,curated_reference,train,-1000.0,1000.0,1,2,2,4,1,1,1,1,guanosine phosphorylase ; s_0790 + s_1322 <=> s_0415 + s_0787 ; reversible ; 2.4.2.1 ; YLR209C
r_0950,guanosine phosphorylase,s_0792 + s_1326 <=> s_0416 + s_0789,1,curated_reference,train,-1000.0,1000.0,1,2,2,4,1,1,1,1,guanosine phosphorylase ; s_0792 + s_1326 <=> s_0416 + s_0789 ; reversible ; 2.4.2.1 ; YLR209C
r_0951,inosine phosphorylase,s_0856 + s_1322 <=> s_0415 + s_0843,1,curated_reference,train,-1000.0,1000.0,1,2,2,4,1,1,1,1,inosine phosphorylase ; s_0856 + s_1322 <=> s_0415 + s_0843 ; reversible ; 2.4.2.1 ; YLR209C
r_0953,pyridoxal oxidase,s_0419 + 2 s_0803 + 0.5 s_1275 + s_1392 --> 2 s_0837 + s_1394,1,curated_reference,train,0.0,1000.0,1,4,2,6,1,1,1,1,pyridoxal oxidase ; s_0419 + 2 s_0803 + 0.5 s_1275 + s_1392 --> 2 s_0837 + s_1394 ; forward ; 1.4.3.5 ; YBR035C
r_0954,pyridoxamine 5'-phosphate oxidase,s_0803 + s_1275 + s_1395 --> s_0419 + s_0837 + s_1393,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,1,1,1,pyridoxamine 5'-phosphate oxidase ; s_0803 + s_1275 + s_1395 --> s_0419 + s_0837 + s_1393 ; forward ; 1.4.3.5 ; YBR035C
r_0955,pyridoxine 5'-phosphate oxidase,s_1275 + s_1398 --> s_0837 + s_1393,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,pyridoxine 5'-phosphate oxidase ; s_1275 + s_1398 --> s_0837 + s_1393 ; forward ; 1.4.3.5 ; YBR035C
r_0956,pyridoxine oxidase,s_1275 + s_1396 --> s_0837 + s_1392,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,pyridoxine oxidase ; s_1275 + s_1396 --> s_0837 + s_1392 ; forward ; 1.4.3.5 ; YBR035C
r_0957,pyrroline-5-carboxylate reductase,s_0118 + 2 s_0794 + s_1212 --> s_1035 + s_1207,1,curated_reference,dev,0.0,1000.0,1,3,2,5,1,1,1,1,pyrroline-5-carboxylate reductase ; s_0118 + 2 s_0794 + s_1212 --> s_1035 + s_1207 ; forward ; 1.5.1.2 ; YER023W
r_0958,pyruvate carboxylase,s_0434 + s_0445 + s_1399 --> s_0394 + s_0794 + s_1271 + s_1322,1,curated_reference,train,0.0,1000.0,2,3,4,7,1,1,1,1,pyruvate carboxylase ; s_0434 + s_0445 + s_1399 --> s_0394 + s_0794 + s_1271 + s_1322 ; forward ; 6.4.1.1 ; YBR218C or YGL062W
r_0959,pyruvate decarboxylase,s_0794 + s_1399 --> s_0359 + s_0456,1,curated_reference,train,0.0,1000.0,3,2,2,4,1,1,1,1,pyruvate decarboxylase ; s_0794 + s_1399 --> s_0359 + s_0456 ; forward ; 4.1.1.-|4.1.1.43|4.1.1.72|4.1.1.74 ; YGR087C or YLR044C or YLR134W
r_0960,pyruvate decarboxylase (acetoin-forming),s_0359 + s_0794 + s_1399 --> s_0020 + s_0456,1,curated_reference,train,0.0,1000.0,3,3,2,5,1,1,1,1,pyruvate decarboxylase (acetoin-forming) ; s_0359 + s_0794 + s_1399 --> s_0020 + s_0456 ; forward ; 4.1.1.-|4.1.1.43|4.1.1.72|4.1.1.74 ; YGR087C or YLR044C or YLR134W
r_0961,pyruvate dehydrogenase,s_0532 + s_1200 + s_1401 --> s_0376 + s_0460 + s_1205,1,curated_reference,train,0.0,1000.0,5,3,3,6,1,1,1,1,pyruvate dehydrogenase ; s_0532 + s_1200 + s_1401 --> s_0376 + s_0460 + s_1205 ; forward ; 1.2.4.1|1.8.1.4|2.3.1.12 ; YBR221C and YER178W and YFL018C and YGR193C and YNL071W
r_0962,pyruvate kinase,s_0394 + s_0794 + s_1360 --> s_0434 + s_1399,1,curated_reference,train,0.0,1000.0,2,3,2,5,1,1,1,1,pyruvate kinase ; s_0394 + s_0794 + s_1360 --> s_0434 + s_1399 ; forward ; 2.7.1.40 ; YAL038W or YOR347C
r_0964,reduced glutathione via ABC system,s_0434 + s_0750 + s_0803 --> s_0394 + s_0753 + s_0794 + s_1322,1,curated_reference,train,0.0,1000.0,1,3,4,7,1,1,1,1,reduced glutathione via ABC system ; s_0434 + s_0750 + s_0803 --> s_0394 + s_0753 + s_0794 + s_1322 ; forward ; 7.2.2.2|7.6.2.3 ; YDR135C
r_0965,riboflavin kinase,s_0434 + s_1405 --> s_0394 + s_0714 + s_0794,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,riboflavin kinase ; s_0434 + s_1405 --> s_0394 + s_0714 + s_0794 ; forward ; 2.7.1.26 ; YDR236C
r_0966,riboflavin kinase,s_0437 + s_1407 --> s_0397 + s_0716 + s_0799,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,riboflavin kinase ; s_0437 + s_1407 --> s_0397 + s_0716 + s_0799 ; forward ; 2.7.1.26 ; YDR236C
r_0967,riboflavin synthase,s_0158 + s_0314 --> s_0328 + s_0794 + 2 s_0803 + s_1322,1,curated_reference,train,0.0,1000.0,1,2,4,6,1,1,1,1,riboflavin synthase ; s_0158 + s_0314 --> s_0328 + s_0794 + 2 s_0803 + s_1322 ; forward ; 2.5.1.78 ; YOL143C
r_0968,riboflavin synthase,2 s_0328 + s_0794 --> s_0314 + s_1405,1,curated_reference,dev,0.0,1000.0,1,2,2,4,1,1,1,1,riboflavin synthase ; 2 s_0328 + s_0794 --> s_0314 + s_1405 ; forward ; 2.5.1.9 ; YBR256C
r_0969,ribokinase,s_0434 + s_0575 --> s_0394 + s_0794 + s_1408,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,ribokinase ; s_0434 + s_0575 --> s_0394 + s_0794 + s_1408 ; forward ; 2.7.1.15 ; YCR036W
r_0970,ribonucleoside-triphosphate reductase (ATP),s_0434 + s_0794 + s_1616 --> s_0586 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,0,0,1,ribonucleoside-triphosphate reductase (ATP) ; s_0434 + s_0794 + s_1616 --> s_0586 + s_0803 + s_1620 ; forward ;  ; YGR209C
r_0971,ribonucleoside-triphosphate reductase (CTP),s_0539 + s_0794 + s_1616 --> s_0590 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,0,0,1,ribonucleoside-triphosphate reductase (CTP) ; s_0539 + s_0794 + s_1616 --> s_0590 + s_0803 + s_1620 ; forward ;  ; YGR209C
r_0972,ribonucleoside-triphosphate reductase (GTP),s_0785 + s_0794 + s_1616 --> s_0617 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,0,0,1,ribonucleoside-triphosphate reductase (GTP) ; s_0785 + s_0794 + s_1616 --> s_0617 + s_0803 + s_1620 ; forward ;  ; YGR209C
r_0973,ribonucleoside-triphosphate reductase (UTP),s_0794 + s_1559 + s_1616 --> s_0656 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,0,0,1,ribonucleoside-triphosphate reductase (UTP) ; s_0794 + s_1559 + s_1616 --> s_0656 + s_0803 + s_1620 ; forward ;  ; YGR209C
r_0974,ribonucleotide reductase,s_0394 + s_0794 + s_1616 --> s_0582 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,4,3,3,6,1,1,0,1,ribonucleotide reductase ; s_0394 + s_0794 + s_1616 --> s_0582 + s_0803 + s_1620 ; forward ; 1.17.4.1 ; YER070W or YGR180C or YIL066C or YJL026W
r_0975,ribonucleotide reductase,s_0398 + s_0800 + s_1618 --> s_0583 + s_0808 + s_1622,1,curated_reference,train,0.0,1000.0,4,3,3,6,1,1,0,1,ribonucleotide reductase ; s_0398 + s_0800 + s_1618 --> s_0583 + s_0808 + s_1622 ; forward ; 1.17.4.1 ; YER070W or YGR180C or YIL066C or YJL026W
r_0976,ribonucleotide reductase,s_0467 + s_0794 + s_1616 --> s_0587 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,4,3,3,6,1,1,0,1,ribonucleotide reductase ; s_0467 + s_0794 + s_1616 --> s_0587 + s_0803 + s_1620 ; forward ; 1.17.4.1 ; YER070W or YGR180C or YIL066C or YJL026W
r_0977,ribonucleotide reductase,s_0468 + s_0800 + s_1618 --> s_0588 + s_0808 + s_1622,1,curated_reference,train,0.0,1000.0,4,3,3,6,1,1,0,1,ribonucleotide reductase ; s_0468 + s_0800 + s_1618 --> s_0588 + s_0808 + s_1622 ; forward ; 1.17.4.1 ; YER070W or YGR180C or YIL066C or YJL026W
r_0978,ribonucleotide reductase,s_0739 + s_0794 + s_1616 --> s_0613 + s_0803 + s_1620,1,curated_reference,train,0.0,1000.0,4,3,3,6,1,1,0,1,ribonucleotide reductase ; s_0739 + s_0794 + s_1616 --> s_0613 + s_0803 + s_1620 ; forward ; 1.17.4.1 ; YER070W or YGR180C or YIL066C or YJL026W
r_0979,ribonucleotide reductase,s_0742 + s_0800 + s_1618 --> s_0614 + s_0808 + s_1622,1,curated_reference,train,0.0,1000.0,4,3,3,6,1,1,0,1,ribonucleotide reductase ; s_0742 + s_0800 + s_1618 --> s_0614 + s_0808 + s_1622 ; forward ; 1.17.4.1 ; YER070W or YGR180C or YIL066C or YJL026W
r_0982,ribose-5-phosphate isomerase,s_0577 <=> s_1408,1,curated_reference,train,-1000.0,1000.0,1,1,1,2,1,1,1,1,ribose-5-phosphate isomerase ; s_0577 <=> s_1408 ; reversible ; 5.3.1.6 ; YOR095C
r_0983,ribosylnicotinamide kinase,s_0434 + s_1218 --> s_0394 + s_0794 + s_1224,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,ribosylnicotinamide kinase ; s_0434 + s_1218 --> s_0394 + s_0794 + s_1224 ; forward ; 2.7.1.173|2.7.1.22 ; YNL129W
r_0984,ribulose 5-phosphate 3-epimerase,s_0577 <=> s_0581,1,curated_reference,test,-1000.0,1000.0,1,1,1,2,1,1,1,1,ribulose 5-phosphate 3-epimerase ; s_0577 <=> s_0581 ; reversible ; 5.1.3.1 ; YJL121C
r_0985,"S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase",s_0213 + s_1419 --> s_0214 + s_0799 + s_1415,1,curated_reference,train,0.0,1000.0,6,2,3,5,1,1,1,1,"S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase ; s_0213 + s_1419 --> s_0214 + s_0799 + s_1415 ; forward ; 1.14.13.-|1.14.99.60|2.1.1.114|2.1.1.201|2.1.1.64|3.5.-.- ; YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C"
r_0986,S-adenosyl-methionine delta-24-sterol-c-methyltransferase,s_1416 + s_1569 --> s_0700 + s_0794 + s_1413,1,curated_reference,test,0.0,1000.0,1,2,3,5,1,1,1,1,S-adenosyl-methionine delta-24-sterol-c-methyltransferase ; s_1416 + s_1569 --> s_0700 + s_0794 + s_1413 ; forward ; 2.1.1.41 ; YML008C
r_0987,S-formylglutathione hydralase,s_0803 + s_1421 --> s_0722 + s_0750 + s_0794,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,S-formylglutathione hydralase ; s_0803 + s_1421 --> s_0722 + s_0750 + s_0794 ; forward ; 3.1.2.12 ; YJL068C
r_0988,"saccharopine dehydrogenase (NAD, L-lysine forming)",s_0803 + s_1038 + s_1198 --> s_0180 + s_0794 + s_1025 + s_1203,1,curated_reference,test,0.0,1000.0,1,3,4,7,1,1,1,1,"saccharopine dehydrogenase (NAD, L-lysine forming) ; s_0803 + s_1038 + s_1198 --> s_0180 + s_0794 + s_1025 + s_1203 ; forward ; 1.5.1.7 ; YIR034C"
r_0989,"saccharopine dehydrogenase (NADP, L-glutamate forming)",s_0794 + s_0959 + s_0991 + s_1212 --> s_0803 + s_1038 + s_1207,1,curated_reference,train,0.0,1000.0,1,4,3,7,1,1,1,1,"saccharopine dehydrogenase (NADP, L-glutamate forming) ; s_0794 + s_0959 + s_0991 + s_1212 --> s_0803 + s_1038 + s_1207 ; forward ; 1.5.1.10 ; YNR050C"
r_0990,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",s_1426 <=> s_0551 + s_0629,1,curated_reference,train,-1000.0,1000.0,1,1,2,3,1,1,1,1,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase ; s_1426 <=> s_0551 + s_0629 ; reversible ; 4.1.2.13 ; YKL060C"
r_0992,serine O-acetyltransferase,s_0373 + s_1039 --> s_0529 + s_1234,1,curated_reference,train,0.0,1000.0,3,2,2,4,1,1,1,1,serine O-acetyltransferase ; s_0373 + s_1039 --> s_0529 + s_1234 ; forward ; 2.3.1.255|2.3.1.258 ; YHR013C and YDL040C and YOR253W
r_0993,serine palmitotransferase,s_0795 + s_1040 + s_1303 --> s_0231 + s_0457 + s_0530,1,curated_reference,test,0.0,1000.0,6,3,3,6,1,1,1,1,serine palmitotransferase ; s_0795 + s_1040 + s_1303 --> s_0231 + s_0457 + s_0530 ; forward ; 2.3.1.50|3.1.3.64 ; YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A
r_0995,seryl-tRNA synthetase,s_0434 + s_1039 + s_1607 --> s_0423 + s_0633 + s_1428,1,curated_reference,train,0.0,1000.0,2,3,3,6,1,1,0,1,seryl-tRNA synthetase ; s_0434 + s_1039 + s_1607 --> s_0423 + s_0633 + s_1428 ; forward ; 6.1.1.11 ; YDR023W or YHR011W
r_0996,shikimate dehydrogenase,s_0211 + s_0794 + s_1212 --> s_1207 + s_1429,1,curated_reference,train,0.0,1000.0,1,3,2,5,1,1,1,1,shikimate dehydrogenase ; s_0211 + s_0794 + s_1212 --> s_1207 + s_1429 ; forward ; 1.1.1.25|2.5.1.19|2.7.1.71|4.2.1.10|4.2.3.4 ; YDR127W
r_0997,shikimate kinase,s_0434 + s_1429 --> s_0261 + s_0394 + s_0794,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,shikimate kinase ; s_0434 + s_1429 --> s_0261 + s_0394 + s_0794 ; forward ; 1.1.1.25|2.5.1.19|2.7.1.71|4.2.1.10|4.2.3.4 ; YDR127W
r_0998,sirohydrochlorin dehydrogenase,s_1198 + s_1375 --> 2 s_0794 + s_1203 + s_1431,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,sirohydrochlorin dehydrogenase ; s_1198 + s_1375 --> 2 s_0794 + s_1203 + s_1431 ; forward ; 1.3.1.76|4.99.1.4 ; YBR213W
r_0999,sirohydrochlorin ferrochetalase,s_0924 + s_1431 --> 2 s_0794 + s_1430,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,sirohydrochlorin ferrochetalase ; s_0924 + s_1431 --> 2 s_0794 + s_1430 ; forward ; 1.3.1.76|4.99.1.4 ; YBR213W
r_1000,fumarate reductase (FMN),s_0717 + s_0725 <=> s_0714 + s_0794 + s_1458,1,curated_reference,test,-1000.0,1000.0,1,2,3,5,1,1,1,1,fumarate reductase (FMN) ; s_0717 + s_0725 <=> s_0714 + s_0794 + s_1458 ; reversible ; 1.3.1.6 ; YEL047C
r_1001,spermidine synthase,s_1389 + s_1420 --> s_0303 + s_0794 + s_1439,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,spermidine synthase ; s_1389 + s_1420 --> s_0303 + s_0794 + s_1439 ; forward ; 2.5.1.16 ; YPR069C
r_1002,spermine synthase,s_1420 + s_1439 --> s_0303 + s_0794 + s_1442,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,spermine synthase ; s_1420 + s_1439 --> s_0303 + s_0794 + s_1442 ; forward ; 2.5.1.22 ; YLR146C
r_1003,sphinganine phosphate lyase,s_1446 --> s_0825 + s_1240,1,curated_reference,train,0.0,1000.0,1,1,2,3,1,1,1,1,sphinganine phosphate lyase ; s_1446 --> s_0825 + s_1240 ; forward ; 4.1.2.-|4.1.2.27 ; YDR294C
r_1004,sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate),s_0804 + s_1367 --> s_1323 + s_1366,1,curated_reference,train,0.0,1000.0,2,2,2,4,1,1,1,1,sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate) ; s_0804 + s_1367 --> s_1323 + s_1366 ; forward ; 3.1.3.- ; YJL134W or YKR053C
r_1005,sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase),s_0804 + s_1446 --> s_1323 + s_1445,1,curated_reference,train,0.0,1000.0,2,2,2,4,1,1,1,1,sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase) ; s_0804 + s_1446 --> s_1323 + s_1445 ; forward ; 3.1.3.- ; YJL134W or YKR053C
r_1006,sphingolipid long chain base kinase (phytosphingosine),s_0435 + s_1366 --> s_0395 + s_0795 + s_1367,1,curated_reference,train,0.0,1000.0,2,2,3,5,1,1,1,1,sphingolipid long chain base kinase (phytosphingosine) ; s_0435 + s_1366 --> s_0395 + s_0795 + s_1367 ; forward ; 2.7.1.91 ; YLR260W or YOR171C
r_1007,sphingolipid long chain base kinase (sphinganine),s_0435 + s_1445 --> s_0395 + s_0795 + s_1446,1,curated_reference,train,0.0,1000.0,2,2,3,5,1,1,1,1,sphingolipid long chain base kinase (sphinganine) ; s_0435 + s_1445 --> s_0395 + s_0795 + s_1446 ; forward ; 2.7.1.91 ; YLR260W or YOR171C
r_1008,spontaneous cis-aconitate(3-) to trans-aconitate,s_0517 <=> s_1504,1,curated_reference,dev,-1000.0,1000.0,0,1,1,2,0,0,1,1,spontaneous cis-aconitate(3-) to trans-aconitate ; s_0517 <=> s_1504 ; reversible ;  ; 
r_1009,spontaneous cis-aconitate(3-) to trans-aconitate,s_0516 <=> s_1503,1,curated_reference,train,-1000.0,1000.0,0,1,1,2,0,0,1,1,spontaneous cis-aconitate(3-) to trans-aconitate ; s_0516 <=> s_1503 ; reversible ;  ; 
r_1010,squalene epoxidase (NAD),s_0795 + s_1204 + s_1276 + s_1448 --> s_0038 + s_0804 + s_1199,1,curated_reference,test,0.0,1000.0,1,4,3,7,1,1,1,1,squalene epoxidase (NAD) ; s_0795 + s_1204 + s_1276 + s_1448 --> s_0038 + s_0804 + s_1199 ; forward ; 1.14.14.17 ; YGR175C
r_1011,squalene epoxidase (NADP),s_0795 + s_1213 + s_1276 + s_1448 --> s_0038 + s_0804 + s_1208,1,curated_reference,test,0.0,1000.0,1,4,3,7,1,1,1,1,squalene epoxidase (NADP) ; s_0795 + s_1213 + s_1276 + s_1448 --> s_0038 + s_0804 + s_1208 ; forward ; 1.14.14.17 ; YGR175C
r_1012,squalene synthase,2 s_0190 + s_0794 + s_1212 --> 2 s_0633 + s_1207 + s_1447,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,1,1,1,squalene synthase ; 2 s_0190 + s_0794 + s_1212 --> 2 s_0633 + s_1207 + s_1447 ; forward ; 2.5.1.21 ; YHR190W
r_1021,succinate dehydrogenase (ubiquinone-6),s_1460 + s_1537 <=> s_0727 + s_1535,1,curated_reference,train,-1000.0,1000.0,6,2,2,4,1,1,1,1,succinate dehydrogenase (ubiquinone-6) ; s_1460 + s_1537 <=> s_0727 + s_1535 ; reversible ; 1.3.5.1 ; (YDR178W and YJL045W and YKL141W and YLL041C) or (YDR178W and YKL141W and YKL148C and YLL041C) or (YLR164W and YJL045W and YKL141W and YLL041C)
r_1022,succinate-CoA ligase (ADP-forming),s_0397 + s_1326 + s_1464 --> s_0437 + s_0532 + s_1460,1,curated_reference,train,0.0,1000.0,2,3,3,6,1,1,1,1,succinate-CoA ligase (ADP-forming) ; s_0397 + s_1326 + s_1464 --> s_0437 + s_0532 + s_1460 ; forward ; 6.2.1.5 ; YGR244C and YOR142W
r_1023,succinate-semialdehyde dehydrogenase (NADP),s_0803 + s_1207 + s_1461 --> 2 s_0794 + s_1212 + s_1458,1,curated_reference,train,0.0,1000.0,1,3,3,6,1,1,1,1,succinate-semialdehyde dehydrogenase (NADP) ; s_0803 + s_1207 + s_1461 --> 2 s_0794 + s_1212 + s_1458 ; forward ; 1.2.1.16 ; YBR006W
r_1024,sucrose hydrolyzing enxyme,s_0805 + s_1466 --> s_0554 + s_0565,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,sucrose hydrolyzing enxyme ; s_0805 + s_1466 --> s_0554 + s_0565 ; forward ; 3.2.1.26 ; YIL162W
r_1025,sulfate adenylyltransferase,s_0434 + s_0794 + s_1467 --> s_0298 + s_0633,1,curated_reference,train,0.0,1000.0,1,3,2,5,1,1,1,1,sulfate adenylyltransferase ; s_0434 + s_0794 + s_1467 --> s_0298 + s_0633 ; forward ; 2.7.7.4 ; YJR010W
r_1026,sulfate adenylyltransferase (ADP),s_0394 + s_0794 + s_1467 --> s_0298 + s_1322,1,curated_reference,train,0.0,1000.0,1,3,2,5,1,1,1,1,sulfate adenylyltransferase (ADP) ; s_0394 + s_0794 + s_1467 --> s_0298 + s_1322 ; forward ; 2.7.7.5|2.7.7.53 ; YCL050C
r_1027,sulfite reductase (NADPH2),4 s_0794 + 3 s_1212 + s_1469 --> 3 s_0803 + s_0841 + 3 s_1207,1,curated_reference,train,0.0,1000.0,2,3,3,6,1,1,1,0,sulfite reductase (NADPH2) ; 4 s_0794 + 3 s_1212 + s_1469 --> 3 s_0803 + s_0841 + 3 s_1207 ; forward ; 1.8.1.2 ; YFR030W and YJR137C
r_1028,taurcholate via ABC system,s_0434 + s_0803 + s_1473 --> s_0394 + s_0794 + s_1322 + s_1474,1,curated_reference,train,0.0,1000.0,1,3,4,7,1,0,1,1,taurcholate via ABC system ; s_0434 + s_0803 + s_1473 --> s_0394 + s_0794 + s_1322 + s_1474 ; forward ;  ; YLL048C
r_1029,taurine dioxygenase,s_0180 + s_1275 + s_1471 --> s_0417 + s_0456 + s_0794 + s_1458 + s_1469,1,curated_reference,train,0.0,1000.0,1,3,5,8,1,1,1,1,taurine dioxygenase ; s_0180 + s_1275 + s_1471 --> s_0417 + s_0456 + s_0794 + s_1458 + s_1469 ; forward ; 1.14.11.- ; YLL057C
r_1030,tetrahydrofolate aminomethyltransferase,s_0305 + s_0807 --> s_0321 + s_0799,1,curated_reference,train,0.0,1000.0,4,2,2,4,1,1,1,1,tetrahydrofolate aminomethyltransferase ; s_0305 + s_0807 --> s_0321 + s_0799 ; forward ; 1.4.4.2|1.8.1.4|2.1.2.10 ; YAL044C and YDR019C and YFL018C and YMR189W
r_1031,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),s_0434 + s_0991 + s_1487 <=> s_0308 + s_0394 + s_0794 + s_1322,1,curated_reference,train,-1000.0,1000.0,2,3,4,7,1,1,1,1,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) ; s_0434 + s_0991 + s_1487 <=> s_0308 + s_0394 + s_0794 + s_1322 ; reversible ; 6.3.2.17 ; YKL132C or YOR241W
r_1032,thiamin diphosphatase,2 s_0805 + s_1476 --> s_0796 + 2 s_1324 + s_1490,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,thiamin diphosphatase ; 2 s_0805 + s_1476 --> s_0796 + 2 s_1324 + s_1490 ; forward ; 3.1.3.2 ; YBR092C
r_1033,thiamin phosphatase,s_0805 + s_1498 --> s_1324 + s_1490,1,curated_reference,train,0.0,1000.0,1,2,2,4,1,1,1,1,thiamin phosphatase ; s_0805 + s_1498 --> s_1324 + s_1490 ; forward ; 3.1.3.2 ; YBR092C
r_1034,thiamine diphosphokinase,s_0434 + s_1489 --> s_0423 + s_0794 + s_1475,1,curated_reference,train,0.0,1000.0,1,2,3,5,1,1,1,1,thiamine diphosphokinase ; s_0434 + s_1489 --> s_0423 + s_0794 + s_1475 ; forward ; 2.7.6.2 ; YOR143C
