reaction_uid,model_reaction_id,reaction_name,model_equation,direction,lower_bound,upper_bound,reactant_compound_uids,product_compound_uids,stoichiometry_json,genes,orfs,gpr,enzyme_evidence_rows,enzyme_protein_ids,enzyme_orfs,enzyme_gene_symbols,enzyme_ec_numbers,enzyme_confidence_levels,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,external_database_crossrefs_compact,all_crossrefs_compact,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,export_group,label_source,usable_as_first_pass_training_label
MODEL_RXN:0000006,r_0006,"1,6-beta-glucan synthase",s_1543 --> s_0004 + s_0794 + s_1538,forward,0.0,1000.0,MODEL_CMPD:0001188,MODEL_CMPD:0000004|MODEL_CMPD:0000601|MODEL_CMPD:0001183,"{""s_0004"": 1, ""s_0794"": 1, ""s_1538"": 1, ""s_1543"": -1}",KRE6|SKN1,YGR143W|YPR159W,YGR143W or YPR159W,2,P32486|P33336,YGR143W|YPR159W,KRE6|SKN1,,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000009,r_0013,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",s_0311 + 3 s_0803 --> s_0294 + s_0722 + 6 s_0794 + s_1322,forward,0.0,1000.0,MODEL_CMPD:0000220|MODEL_CMPD:0000610,MODEL_CMPD:0000203|MODEL_CMPD:0000547|MODEL_CMPD:0000601|MODEL_CMPD:0001035,"{""s_0294"": 1, ""s_0311"": -1, ""s_0722"": 1, ""s_0794"": 6, ""s_0803"": -3, ""s_1322"": 1}",ADI1|UTR4,YEL038W|YMR009W,YEL038W and YMR009W,2,P32626|Q03677,YEL038W|YMR009W,ADI1|UTR4,1.13.11.53|1.13.11.54|3.1.3.77,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000043,r_0059,3-isopropylmalate 3-methyltransferase,s_0009 + s_1416 --> s_0217 + s_1413,forward,0.0,1000.0,MODEL_CMPD:0000008|MODEL_CMPD:0001093,MODEL_CMPD:0000156|MODEL_CMPD:0001091,"{""s_0009"": -1, ""s_0217"": 1, ""s_1413"": 1, ""s_1416"": -1}",TMT1,YER175C,YER175C,1,P32643,YER175C,TMT1,2.1.1.145,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000057,r_0074,"4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",s_0279 + s_0434 + s_0794 --> s_0263 + s_0394,forward,0.0,1000.0,MODEL_CMPD:0000190|MODEL_CMPD:0000324|MODEL_CMPD:0000601,MODEL_CMPD:0000179|MODEL_CMPD:0000288,"{""s_0263"": 1, ""s_0279"": -1, ""s_0394"": 1, ""s_0434"": -1, ""s_0794"": -1}",KCS1,YDR017C,YDR017C,1,Q12494,YDR017C,KCS1,2.7.4.21,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000071,r_0088,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",s_0318 + 2 s_0794 + s_1322 <=> s_0263 + s_0803,reversible,-1000.0,1000.0,MODEL_CMPD:0000227|MODEL_CMPD:0000601|MODEL_CMPD:0001035,MODEL_CMPD:0000179|MODEL_CMPD:0000610,"{""s_0263"": 1, ""s_0318"": -1, ""s_0794"": -2, ""s_0803"": 1, ""s_1322"": -1}",VIP1,YLR410W,YLR410W,1,Q06685,YLR410W,VIP1,2.7.4.24,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000072,r_0089,"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",s_0318 + 2 s_0794 + s_1322 <=> s_0309 + s_0803,reversible,-1000.0,1000.0,MODEL_CMPD:0000227|MODEL_CMPD:0000601|MODEL_CMPD:0001035,MODEL_CMPD:0000218|MODEL_CMPD:0000610,"{""s_0309"": 1, ""s_0318"": -1, ""s_0794"": -2, ""s_0803"": 1, ""s_1322"": -1}",VIP1,YLR410W,YLR410W,1,Q06685,YLR410W,VIP1,2.7.4.24,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000076,r_0093,"6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",s_0333 + s_0434 + s_0794 --> s_0309 + s_0394,forward,0.0,1000.0,MODEL_CMPD:0000242|MODEL_CMPD:0000324|MODEL_CMPD:0000601,MODEL_CMPD:0000218|MODEL_CMPD:0000288,"{""s_0309"": 1, ""s_0333"": -1, ""s_0394"": 1, ""s_0434"": -1, ""s_0794"": -1}",KCS1,YDR017C,YDR017C,1,Q12494,YDR017C,KCS1,2.7.4.21,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000079,r_0096,acetohydroxy acid isomeroreductase,s_0146 + s_0799 + s_1214 --> s_0016 + s_1210,forward,0.0,1000.0,MODEL_CMPD:0000094|MODEL_CMPD:0000606|MODEL_CMPD:0000957,MODEL_CMPD:0000015|MODEL_CMPD:0000953,"{""s_0016"": 1, ""s_0146"": -1, ""s_0799"": -1, ""s_1210"": 1, ""s_1214"": -1}",ILV5,YLR355C,YLR355C,1,P06168,YLR355C,ILV5,1.1.1.86,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000107,r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",s_2821 + s_3432 <=> s_2785 + s_3433,reversible,-1000.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001926,MODEL_CMPD:0001283|MODEL_CMPD:0001927,"{""s_2785"": 1, ""s_2821"": -1, ""s_3432"": -1, ""s_3433"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000109,r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",s_2821 + s_3435 <=> s_2785 + s_3436,reversible,-1000.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001929,MODEL_CMPD:0001283|MODEL_CMPD:0001930,"{""s_2785"": 1, ""s_2821"": -1, ""s_3435"": -1, ""s_3436"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000111,r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",s_2821 + s_3444 <=> s_2785 + s_3445,reversible,-1000.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001938,MODEL_CMPD:0001283|MODEL_CMPD:0001939,"{""s_2785"": 1, ""s_2821"": -1, ""s_3444"": -1, ""s_3445"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000112,r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",s_2819 + s_3432 <=> s_2785 + s_3434,reversible,-1000.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001926,MODEL_CMPD:0001283|MODEL_CMPD:0001928,"{""s_2785"": 1, ""s_2819"": -1, ""s_3432"": -1, ""s_3434"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000113,r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",s_2819 + s_3441 <=> s_2785 + s_3443,reversible,-1000.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001935,MODEL_CMPD:0001283|MODEL_CMPD:0001937,"{""s_2785"": 1, ""s_2819"": -1, ""s_3441"": -1, ""s_3443"": 1}",ARE1|ARE2,YCR048W|YNR019W,YCR048W or YNR019W,2,P25628|P53629,YCR048W|YNR019W,ARE1|ARE2,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000114,r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",s_2819 + s_3435 <=> s_2785 + s_3437,reversible,-1000.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001929,MODEL_CMPD:0001283|MODEL_CMPD:0001931,"{""s_2785"": 1, ""s_2819"": -1, ""s_3435"": -1, ""s_3437"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000115,r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",s_2819 + s_3438 <=> s_2785 + s_3440,reversible,-1000.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001932,MODEL_CMPD:0001283|MODEL_CMPD:0001934,"{""s_2785"": 1, ""s_2819"": -1, ""s_3438"": -1, ""s_3440"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000116,r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",s_2819 + s_3444 <=> s_2785 + s_3446,reversible,-1000.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001938,MODEL_CMPD:0001283|MODEL_CMPD:0001940,"{""s_2785"": 1, ""s_2819"": -1, ""s_3444"": -1, ""s_3446"": 1}",ARE1,YCR048W,YCR048W,1,P25628,YCR048W,ARE1,2.3.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000117,r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",s_0329 + s_1303 <=> s_0330 + s_0530,reversible,-1000.0,1000.0,MODEL_CMPD:0000238|MODEL_CMPD:0001018,MODEL_CMPD:0000239|MODEL_CMPD:0000401,"{""s_0329"": -1, ""s_0330"": 1, ""s_0530"": 1, ""s_1303"": -1}",GWT1,YJL091C,YJL091C,1,P47026,YJL091C,GWT1,2.3.-.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000206,r_0229,biotin synthase,s_0612 + s_1371 <=> s_0451 + 2 s_0794,reversible,-1000.0,1000.0,MODEL_CMPD:0000468|MODEL_CMPD:0001052,MODEL_CMPD:0000338|MODEL_CMPD:0000601,"{""s_0451"": 1, ""s_0612"": -1, ""s_0794"": 2, ""s_1371"": -1}",BIO2,YGR286C,YGR286C,1,P32451,YGR286C,BIO2,2.8.1.6,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000210,r_0234,C-3 sterol dehydrogenase,s_1207 + s_1578 --> s_0456 + s_1212 + s_1579,forward,0.0,1000.0,MODEL_CMPD:0000951|MODEL_CMPD:0001219,MODEL_CMPD:0000343|MODEL_CMPD:0000955|MODEL_CMPD:0001220,"{""s_0456"": 1, ""s_1207"": -1, ""s_1212"": 1, ""s_1578"": -1, ""s_1579"": 1}",ERG26,YGL001C,YGL001C,1,P53199,YGL001C,ERG26,1.1.1.170,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000216,r_0240,C-4 methyl sterol oxidase,s_1212 + s_1275 + s_1577 --> s_0803 + s_1207 + s_1578,forward,0.0,1000.0,MODEL_CMPD:0000955|MODEL_CMPD:0001003|MODEL_CMPD:0001218,MODEL_CMPD:0000610|MODEL_CMPD:0000951|MODEL_CMPD:0001219,"{""s_0803"": 1, ""s_1207"": 1, ""s_1212"": -1, ""s_1275"": -1, ""s_1577"": -1, ""s_1578"": 1}",ERG25,YGR060W,YGR060W,1,P53045,YGR060W,ERG25,1.14.18.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000255,r_0289,cis-prenyltransferase step 09,s_0944 + s_1549 --> s_0635 + s_0641,forward,0.0,1000.0,MODEL_CMPD:0000739|MODEL_CMPD:0001194,MODEL_CMPD:0000484|MODEL_CMPD:0000490,"{""s_0635"": 1, ""s_0641"": 1, ""s_0944"": -1, ""s_1549"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000256,r_0290,cis-prenyltransferase step 10,s_0641 + s_0944 --> s_0635 + s_1523,forward,0.0,1000.0,MODEL_CMPD:0000490|MODEL_CMPD:0000739,MODEL_CMPD:0000484|MODEL_CMPD:0001170,"{""s_0635"": 1, ""s_0641"": -1, ""s_0944"": -1, ""s_1523"": 1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000257,r_0291,cis-prenyltransferase step 11,s_0944 + s_1523 --> s_0635 + s_1483,forward,0.0,1000.0,MODEL_CMPD:0000739|MODEL_CMPD:0001170,MODEL_CMPD:0000484|MODEL_CMPD:0001148,"{""s_0635"": 1, ""s_0944"": -1, ""s_1483"": 1, ""s_1523"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000258,r_0292,cis-prenyltransferase step 12,s_0944 + s_1483 --> s_0635 + s_1310,forward,0.0,1000.0,MODEL_CMPD:0000739|MODEL_CMPD:0001148,MODEL_CMPD:0000484|MODEL_CMPD:0001023,"{""s_0635"": 1, ""s_0944"": -1, ""s_1310"": 1, ""s_1483"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000259,r_0293,cis-prenyltransferase step 13,s_0944 + s_1310 --> s_0635 + s_0829,forward,0.0,1000.0,MODEL_CMPD:0000739|MODEL_CMPD:0001023,MODEL_CMPD:0000484|MODEL_CMPD:0000629,"{""s_0635"": 1, ""s_0829"": 1, ""s_0944"": -1, ""s_1310"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000260,r_0294,cis-prenyltransferase step 14,s_0829 + s_0944 <=> s_0635 + s_0814,reversible,-1000.0,1000.0,MODEL_CMPD:0000629|MODEL_CMPD:0000739,MODEL_CMPD:0000484|MODEL_CMPD:0000621,"{""s_0635"": 1, ""s_0814"": 1, ""s_0829"": -1, ""s_0944"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000261,r_0295,cis-prenyltransferase step 15,s_0814 + s_0944 <=> s_0635 + s_1246,reversible,-1000.0,1000.0,MODEL_CMPD:0000621|MODEL_CMPD:0000739,MODEL_CMPD:0000484|MODEL_CMPD:0000984,"{""s_0635"": 1, ""s_0814"": -1, ""s_0944"": -1, ""s_1246"": 1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000262,r_0296,cis-prenyltransferase step 16,s_0944 + s_1246 --> s_0635 + s_1229,forward,0.0,1000.0,MODEL_CMPD:0000739|MODEL_CMPD:0000984,MODEL_CMPD:0000484|MODEL_CMPD:0000971,"{""s_0635"": 1, ""s_0944"": -1, ""s_1229"": 1, ""s_1246"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000263,r_0297,cis-prenyltransferase step 17,s_0944 + s_1229 --> s_0635 + s_0845,forward,0.0,1000.0,MODEL_CMPD:0000739|MODEL_CMPD:0000971,MODEL_CMPD:0000484|MODEL_CMPD:0000644,"{""s_0635"": 1, ""s_0845"": 1, ""s_0944"": -1, ""s_1229"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000264,r_0298,cis-prenyltransferase step 18,s_0845 + s_0944 --> s_0635 + s_0813,forward,0.0,1000.0,MODEL_CMPD:0000644|MODEL_CMPD:0000739,MODEL_CMPD:0000484|MODEL_CMPD:0000620,"{""s_0635"": 1, ""s_0813"": 1, ""s_0845"": -1, ""s_0944"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000265,r_0299,cis-prenyltransferase step 19,s_0813 + s_0944 --> s_0635 + s_0640,forward,0.0,1000.0,MODEL_CMPD:0000620|MODEL_CMPD:0000739,MODEL_CMPD:0000484|MODEL_CMPD:0000489,"{""s_0635"": 1, ""s_0640"": 1, ""s_0813"": -1, ""s_0944"": -1}",RER2|SRT1,YBR002C|YMR101C,YBR002C or YMR101C,2,P35196|Q03175,YBR002C|YMR101C,RER2|SRT1,2.5.1.87,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000298,r_0341,dihydroceramidase,s_0507 + s_1445 <=> s_0478 + s_0804,reversible,-1000.0,1000.0,MODEL_CMPD:0000384|MODEL_CMPD:0001119,MODEL_CMPD:0000357|MODEL_CMPD:0000611,"{""s_0478"": 1, ""s_0507"": -1, ""s_0804"": 1, ""s_1445"": -1}",YDC1,YPL087W,YPL087W,1,Q02896,YPL087W,YDC1,3.5.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000314,r_0357,"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase",s_0309 + 3 s_0803 --> 3 s_0794 + s_1156 + 3 s_1322,forward,0.0,1000.0,MODEL_CMPD:0000218|MODEL_CMPD:0000610,MODEL_CMPD:0000601|MODEL_CMPD:0000916|MODEL_CMPD:0001035,"{""s_0309"": -1, ""s_0794"": 3, ""s_0803"": -3, ""s_1156"": 1, ""s_1322"": 3}",DDP1,YOR163W,YOR163W,1,Q99321,YOR163W,DDP1,3.6.1.10|3.6.1.52|3.6.1.60,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000315,r_0358,"diphosphoinositol-1,3,4,6-tetrakisphosphate synthase",s_0434 + 2 s_0794 + s_1156 + 2 s_1322 --> s_0309 + s_0394 + 2 s_0803,forward,0.0,1000.0,MODEL_CMPD:0000324|MODEL_CMPD:0000601|MODEL_CMPD:0000916|MODEL_CMPD:0001035,MODEL_CMPD:0000218|MODEL_CMPD:0000288|MODEL_CMPD:0000610,"{""s_0309"": 1, ""s_0394"": 1, ""s_0434"": -1, ""s_0794"": -2, ""s_0803"": 2, ""s_1156"": -1, ""s_1322"": -2}",KCS1,YDR017C,YDR017C,1,Q12494,YDR017C,KCS1,2.7.4.21,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000336,r_0439,ubiquinol:ferricytochrome c reductase,2 s_0709 + 1.266 s_0799 + s_1535 --> 2 s_0710 + 2.532 s_0794 + s_1537,forward,0.0,1000.0,MODEL_CMPD:0000536|MODEL_CMPD:0000606|MODEL_CMPD:0001181,MODEL_CMPD:0000537|MODEL_CMPD:0000601|MODEL_CMPD:0001182,"{""s_0709"": -2, ""s_0710"": 2, ""s_0794"": 2.532, ""s_0799"": -1.266, ""s_1535"": -1, ""s_1537"": 1}",COB|COR1|CYC1|CYC7|CYT1|QCR10|QCR2|QCR6|QCR7|QCR8|QCR9|RIP1,Q0105|YBL045C|YDR529C|YEL024W|YEL039C|YFR033C|YGR183C|YHR001W-A|YJL166W|YJR048W|YOR065W|YPR191W,(Q0105 and YBL045C and YDR529C and YEL024W and YEL039C and YFR033C and YGR183C and YHR001W-A and YJL166W and YOR065W and YPR191W) or (Q0105 and YBL045C and YDR529C and YEL024W and YFR033C and YGR183C and YHR001W-A and YJL166W and YJR048W and YOR065W and YPR191W),12,P00044|P00045|P00127|P00128|P07143|P07256|P07257|P08067|P08525|P22289|P37299,Q0105|YBL045C|YDR529C|YEL024W|YEL039C|YFR033C|YGR183C|YHR001W-A|YJL166W|YJR048W|YOR065W|YPR191W,COB|COR1|CYC1|CYC7|CYT1|QCR10|QCR2|QCR6|QCR7|QCR8|QCR9|RIP1,7.1.1.8,high,,,,SBO:0000655,,SBO:0000655,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000404,r_0519,"GPI-anchor assembly, step 5",s_0330 + s_0644 <=> s_0334 + s_0646,reversible,-1000.0,1000.0,MODEL_CMPD:0000239|MODEL_CMPD:0000492,MODEL_CMPD:0000243|MODEL_CMPD:0000494,"{""s_0330"": -1, ""s_0334"": 1, ""s_0644"": -1, ""s_0646"": 1}",GPI14|PBN1,YCL052C|YJR013W,YCL052C and YJR013W,2,P25580|P47088,YCL052C|YJR013W,GPI14|PBN1,2.4.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000405,r_0520,"GPI-anchor assembly, step 6",s_0334 + s_1352 <=> s_0337,reversible,-1000.0,1000.0,MODEL_CMPD:0000243|MODEL_CMPD:0001044,MODEL_CMPD:0000245,"{""s_0334"": -1, ""s_0337"": 1, ""s_1352"": -1}",MCD4,YKL165C,YKL165C,1,P36051,YKL165C,MCD4,2.-.-.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000406,r_0521,"GPI-anchor assembly, step 7",s_0337 + s_0644 <=> s_0339 + s_0646,reversible,-1000.0,1000.0,MODEL_CMPD:0000245|MODEL_CMPD:0000492,MODEL_CMPD:0000247|MODEL_CMPD:0000494,"{""s_0337"": -1, ""s_0339"": 1, ""s_0644"": -1, ""s_0646"": 1}",GPI18,YBR004C,YBR004C,1,P38211,YBR004C,GPI18,2.4.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000407,r_0522,"GPI-anchor assembly, step 8",s_0339 + s_0644 <=> s_0338,reversible,-1000.0,1000.0,MODEL_CMPD:0000247|MODEL_CMPD:0000492,MODEL_CMPD:0000246,"{""s_0338"": 1, ""s_0339"": -1, ""s_0644"": -1}",GPI10,YGL142C,YGL142C,1,P30777,YGL142C,GPI10,2.4.1.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000408,r_0523,"GPI-anchor assembly, step 9",s_0338 + s_1352 <=> s_0332 + s_0620,reversible,-1000.0,1000.0,MODEL_CMPD:0000246|MODEL_CMPD:0001044,MODEL_CMPD:0000241|MODEL_CMPD:0000475,"{""s_0332"": 1, ""s_0338"": -1, ""s_0620"": 1, ""s_1352"": -1}",GPI11|GPI13,YDR302W|YLL031C,YDR302W or YLL031C,2,Q06636|Q07830,YDR302W|YLL031C,GPI11|GPI13,2.-.-.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000417,r_0532,hexaprenyldihydroxybenzoate methyltransferase,s_0154 + s_0799 + s_1419 --> s_1415 + s_1535,forward,0.0,1000.0,MODEL_CMPD:0000101|MODEL_CMPD:0000606|MODEL_CMPD:0001095,MODEL_CMPD:0001092|MODEL_CMPD:0001181,"{""s_0154"": -1, ""s_0799"": -1, ""s_1415"": 1, ""s_1419"": -1, ""s_1535"": 1}",CAT5|COQ3|COQ4|COQ5|COQ6|COQ9,YDR204W|YGR255C|YLR201C|YML110C|YOL096C|YOR125C,YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C,6,O13525|P27680|P41735|P49017|P53318|Q05779,YDR204W|YGR255C|YLR201C|YML110C|YOL096C|YOR125C,CAT5|COQ3|COQ4|COQ5|COQ6|COQ9,1.14.13.-|1.14.99.60|2.1.1.114|2.1.1.201|2.1.1.64|3.5.-.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
