reaction_uid,model_reaction_id,reaction_name,model_equation,direction,lower_bound,upper_bound,reactant_compound_uids,product_compound_uids,stoichiometry_json,genes,orfs,gpr,enzyme_evidence_rows,enzyme_protein_ids,enzyme_orfs,enzyme_gene_symbols,enzyme_ec_numbers,enzyme_confidence_levels,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,external_database_crossrefs_compact,all_crossrefs_compact,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,export_group,label_source,usable_as_first_pass_training_label
MODEL_RXN:0000461,r_0596,IPS phospholipase C,s_0804 + s_1116 --> s_0475 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000880,MODEL_CMPD:0000354|MODEL_CMPD:0000877,"{""s_0475"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1116"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000462,r_0597,IPS phospholipase C,s_0804 + s_1119 --> s_0478 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000883,MODEL_CMPD:0000357|MODEL_CMPD:0000877,"{""s_0478"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1119"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000463,r_0598,IPS phospholipase C,s_0804 + s_1128 --> s_0487 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000892,MODEL_CMPD:0000366|MODEL_CMPD:0000877,"{""s_0487"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1128"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000464,r_0599,IPS phospholipase C,s_0804 + s_1131 --> s_0490 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000895,MODEL_CMPD:0000369|MODEL_CMPD:0000877,"{""s_0490"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1131"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000465,r_0600,IPS phospholipase C,s_0804 + s_1122 --> s_0481 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000886,MODEL_CMPD:0000360|MODEL_CMPD:0000877,"{""s_0481"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1122"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000466,r_0601,IPS phospholipase C,s_0804 + s_1125 --> s_0484 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000889,MODEL_CMPD:0000363|MODEL_CMPD:0000877,"{""s_0484"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1125"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000467,r_0602,IPS phospholipase C,s_0804 + s_1134 --> s_0493 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000898,MODEL_CMPD:0000372|MODEL_CMPD:0000877,"{""s_0493"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1134"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000468,r_0603,IPS phospholipase C,s_0804 + s_1137 --> s_0496 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000901,MODEL_CMPD:0000375|MODEL_CMPD:0000877,"{""s_0496"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1137"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000469,r_0604,IPS phospholipase C,s_0804 + s_1140 --> s_0499 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000904,MODEL_CMPD:0000378|MODEL_CMPD:0000877,"{""s_0499"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1140"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000470,r_0605,IPS phospholipase C,s_0804 + s_1143 --> s_0502 + s_1111,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000907,MODEL_CMPD:0000381|MODEL_CMPD:0000877,"{""s_0502"": 1, ""s_0804"": -1, ""s_1111"": 1, ""s_1143"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000471,r_0606,IPS phospholipase C,s_0804 + s_0861 --> s_0475 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000658,MODEL_CMPD:0000354|MODEL_CMPD:0000875,"{""s_0475"": 1, ""s_0804"": -1, ""s_0861"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000472,r_0607,IPS phospholipase C,s_0804 + s_0864 --> s_0478 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000661,MODEL_CMPD:0000357|MODEL_CMPD:0000875,"{""s_0478"": 1, ""s_0804"": -1, ""s_0864"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000473,r_0608,IPS phospholipase C,s_0804 + s_0873 --> s_0487 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000670,MODEL_CMPD:0000366|MODEL_CMPD:0000875,"{""s_0487"": 1, ""s_0804"": -1, ""s_0873"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000474,r_0609,IPS phospholipase C,s_0804 + s_0876 --> s_0490 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000673,MODEL_CMPD:0000369|MODEL_CMPD:0000875,"{""s_0490"": 1, ""s_0804"": -1, ""s_0876"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000475,r_0610,IPS phospholipase C,s_0804 + s_0867 --> s_0481 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000664,MODEL_CMPD:0000360|MODEL_CMPD:0000875,"{""s_0481"": 1, ""s_0804"": -1, ""s_0867"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000476,r_0611,IPS phospholipase C,s_0804 + s_0870 --> s_0484 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000667,MODEL_CMPD:0000363|MODEL_CMPD:0000875,"{""s_0484"": 1, ""s_0804"": -1, ""s_0870"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000477,r_0612,IPS phospholipase C,s_0804 + s_0879 --> s_0493 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000676,MODEL_CMPD:0000372|MODEL_CMPD:0000875,"{""s_0493"": 1, ""s_0804"": -1, ""s_0879"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000478,r_0613,IPS phospholipase C,s_0804 + s_0882 --> s_0496 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000679,MODEL_CMPD:0000375|MODEL_CMPD:0000875,"{""s_0496"": 1, ""s_0804"": -1, ""s_0882"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000479,r_0614,IPS phospholipase C,s_0804 + s_0885 --> s_0499 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000682,MODEL_CMPD:0000378|MODEL_CMPD:0000875,"{""s_0499"": 1, ""s_0804"": -1, ""s_0885"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000480,r_0615,IPS phospholipase C,s_0804 + s_0888 --> s_0502 + s_1109,forward,0.0,1000.0,MODEL_CMPD:0000611|MODEL_CMPD:0000685,MODEL_CMPD:0000381|MODEL_CMPD:0000875,"{""s_0502"": 1, ""s_0804"": -1, ""s_0888"": -1, ""s_1109"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000481,r_0616,IPS phospholipase C,s_0807 + s_0896 --> s_0129 + s_0477 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000691,MODEL_CMPD:0000078|MODEL_CMPD:0000356|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0477"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0896"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000482,r_0617,IPS phospholipase C,s_0807 + s_0899 --> s_0129 + s_0480 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000694,MODEL_CMPD:0000078|MODEL_CMPD:0000359|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0480"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0899"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000483,r_0618,IPS phospholipase C,s_0807 + s_0908 --> s_0129 + s_0489 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000703,MODEL_CMPD:0000078|MODEL_CMPD:0000368|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0489"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0908"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000484,r_0619,IPS phospholipase C,s_0807 + s_0911 --> s_0129 + s_0492 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000706,MODEL_CMPD:0000078|MODEL_CMPD:0000371|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0492"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0911"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000485,r_0620,IPS phospholipase C,s_0807 + s_0902 --> s_0129 + s_0483 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000697,MODEL_CMPD:0000078|MODEL_CMPD:0000362|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0483"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0902"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000486,r_0621,IPS phospholipase C,s_0807 + s_0905 --> s_0129 + s_0486 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000700,MODEL_CMPD:0000078|MODEL_CMPD:0000365|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0486"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0905"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000487,r_0622,IPS phospholipase C,s_0807 + s_0914 --> s_0129 + s_0495 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000709,MODEL_CMPD:0000078|MODEL_CMPD:0000374|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0495"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0914"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000488,r_0623,IPS phospholipase C,s_0807 + s_0917 --> s_0129 + s_0498 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000712,MODEL_CMPD:0000078|MODEL_CMPD:0000377|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0498"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0917"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000489,r_0624,IPS phospholipase C,s_0807 + s_0920 --> s_0129 + s_0501 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000715,MODEL_CMPD:0000078|MODEL_CMPD:0000380|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0501"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0920"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000490,r_0625,IPS phospholipase C,s_0807 + s_0923 --> s_0129 + s_0504 + 2 s_0799,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000718,MODEL_CMPD:0000078|MODEL_CMPD:0000383|MODEL_CMPD:0000606,"{""s_0129"": 1, ""s_0504"": 1, ""s_0799"": 2, ""s_0807"": -1, ""s_0923"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000491,r_0626,IPS phospholipase C,s_0807 + s_1118 --> s_0477 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000882,MODEL_CMPD:0000356|MODEL_CMPD:0000878,"{""s_0477"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1118"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000492,r_0627,IPS phospholipase C,s_0807 + s_1121 --> s_0480 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000885,MODEL_CMPD:0000359|MODEL_CMPD:0000878,"{""s_0480"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1121"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000493,r_0628,IPS phospholipase C,s_0807 + s_1130 --> s_0489 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000894,MODEL_CMPD:0000368|MODEL_CMPD:0000878,"{""s_0489"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1130"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000494,r_0629,IPS phospholipase C,s_0807 + s_1133 --> s_0492 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000897,MODEL_CMPD:0000371|MODEL_CMPD:0000878,"{""s_0492"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1133"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000495,r_0630,IPS phospholipase C,s_0807 + s_1124 --> s_0483 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000888,MODEL_CMPD:0000362|MODEL_CMPD:0000878,"{""s_0483"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1124"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000496,r_0631,IPS phospholipase C,s_0807 + s_1127 --> s_0486 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000891,MODEL_CMPD:0000365|MODEL_CMPD:0000878,"{""s_0486"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1127"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000497,r_0632,IPS phospholipase C,s_0807 + s_1136 --> s_0495 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000900,MODEL_CMPD:0000374|MODEL_CMPD:0000878,"{""s_0495"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1136"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000498,r_0633,IPS phospholipase C,s_0807 + s_1139 --> s_0498 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000903,MODEL_CMPD:0000377|MODEL_CMPD:0000878,"{""s_0498"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1139"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000499,r_0634,IPS phospholipase C,s_0807 + s_1142 --> s_0501 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000906,MODEL_CMPD:0000380|MODEL_CMPD:0000878,"{""s_0501"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1142"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000500,r_0635,IPS phospholipase C,s_0807 + s_1145 --> s_0504 + s_1112,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000909,MODEL_CMPD:0000383|MODEL_CMPD:0000878,"{""s_0504"": 1, ""s_0807"": -1, ""s_1112"": 1, ""s_1145"": -1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000501,r_0636,IPS phospholipase C,s_0807 + s_0863 --> s_0477 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000660,MODEL_CMPD:0000356|MODEL_CMPD:0000876,"{""s_0477"": 1, ""s_0807"": -1, ""s_0863"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000502,r_0637,IPS phospholipase C,s_0807 + s_0866 --> s_0480 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000663,MODEL_CMPD:0000359|MODEL_CMPD:0000876,"{""s_0480"": 1, ""s_0807"": -1, ""s_0866"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000503,r_0638,IPS phospholipase C,s_0807 + s_0875 --> s_0489 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000672,MODEL_CMPD:0000368|MODEL_CMPD:0000876,"{""s_0489"": 1, ""s_0807"": -1, ""s_0875"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000504,r_0639,IPS phospholipase C,s_0807 + s_0878 --> s_0492 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000675,MODEL_CMPD:0000371|MODEL_CMPD:0000876,"{""s_0492"": 1, ""s_0807"": -1, ""s_0878"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000505,r_0640,IPS phospholipase C,s_0807 + s_0869 --> s_0483 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000666,MODEL_CMPD:0000362|MODEL_CMPD:0000876,"{""s_0483"": 1, ""s_0807"": -1, ""s_0869"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000506,r_0641,IPS phospholipase C,s_0807 + s_0872 --> s_0486 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000669,MODEL_CMPD:0000365|MODEL_CMPD:0000876,"{""s_0486"": 1, ""s_0807"": -1, ""s_0872"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0000507,r_0642,IPS phospholipase C,s_0807 + s_0881 --> s_0495 + s_1110,forward,0.0,1000.0,MODEL_CMPD:0000614|MODEL_CMPD:0000678,MODEL_CMPD:0000374|MODEL_CMPD:0000876,"{""s_0495"": 1, ""s_0807"": -1, ""s_0881"": -1, ""s_1110"": 1}",ISC1,YER019W,YER019W,1,P40015,YER019W,ISC1,3.1.4.-,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
