model_metabolite_id,primary_name,formula,charge,structure,structure_status,reason_code,status,source,review
s_3045,"diglyceride (1-16:0, 2-18:1)",C37H70O5,0,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3046,"triglyceride (1-16:0, 2-18:1, 3-16:0)",C53H100O6,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3047,"diglyceride (1-16:1, 2-16:1)",C35H64O5,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3048,"triglyceride (1-16:1, 2-16:1, 3-16:0)",C51H94O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3049,"diglyceride (1-16:1, 2-18:1)",C37H68O5,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3050,"triglyceride (1-16:1, 2-18:1, 3-16:0)",C53H98O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3051,"diglyceride (1-18:0, 2-16:1)",C37H70O5,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3052,"triglyceride (1-18:0, 2-16:1, 3-16:0)",C53H100O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3053,"diglyceride (1-18:0, 2-18:1)",C39H74O5,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3054,"triglyceride (1-18:0, 2-18:1, 3-16:0)",C55H104O6,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3055,"diglyceride (1-18:1, 2-16:1)",C37H68O5,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3056,"triglyceride (1-18:1, 2-16:1, 3-16:0)",C53H98O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3057,"diglyceride (1-18:1, 2-18:1)",C39H72O5,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3058,"triglyceride (1-18:1, 2-18:1, 3-16:0)",C55H102O6,0,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3059,"triglyceride (1-16:0, 2-16:1, 3-16:1)",C51H94O6,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3060,"triglyceride (1-16:0, 2-18:1, 3-16:1)",C53H98O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3061,"triglyceride (1-16:1, 2-16:1, 3-16:1)",C51H92O6,0,CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3062,"triglyceride (1-16:1, 2-18:1, 3-16:1)",C53H96O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3063,"triglyceride (1-18:0, 2-16:1, 3-16:1)",C53H98O6,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3064,"triglyceride (1-18:0, 2-18:1, 3-16:1)",C55H102O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3065,"triglyceride (1-18:1, 2-16:1, 3-16:1)",C53H96O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3066,"triglyceride (1-18:1, 2-18:1, 3-16:1)",C55H100O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3067,"triglyceride (1-16:0, 2-16:1, 3-18:0)",C53H100O6,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3068,"triglyceride (1-16:0, 2-18:1, 3-18:0)",C55H104O6,0,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3069,"triglyceride (1-16:1, 2-16:1, 3-18:0)",C53H98O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3070,"triglyceride (1-16:1, 2-18:1, 3-18:0)",C55H102O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3071,"triglyceride (1-18:0, 2-16:1, 3-18:0)",C55H104O6,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3072,"triglyceride (1-18:0, 2-18:1, 3-18:0)",C57H108O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3073,"triglyceride (1-18:1, 2-16:1, 3-18:0)",C55H102O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3074,"triglyceride (1-18:1, 2-18:1, 3-18:0)",C57H106O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3075,"triglyceride (1-16:0, 2-16:1, 3-18:1)",C53H98O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3076,"triglyceride (1-16:0, 2-18:1, 3-18:1)",C55H102O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3077,"triglyceride (1-16:1, 2-16:1, 3-18:1)",C53H96O6,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3078,"triglyceride (1-16:1, 2-18:1, 3-18:1)",C55H100O6,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3079,"triglyceride (1-18:0, 2-16:1, 3-18:1)",C55H102O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3080,"triglyceride (1-18:0, 2-18:1, 3-18:1)",C57H106O6,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3081,"triglyceride (1-18:1, 2-16:1, 3-18:1)",C55H100O6,0,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3082,"triglyceride (1-18:1, 2-18:1, 3-18:1)",C57H104O6,0,CCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3083,CTP,C9H12N3O14P3,-4,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3084,"CDP-diacylglycerol (1-16:0, 2-16:1)",C44H79N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3085,"CDP-diacylglycerol (1-16:1, 2-16:1)",C44H77N3O15P2,0,CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCC=CCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3086,"CDP-diacylglycerol (1-18:0, 2-16:1)",C46H83N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3087,"CDP-diacylglycerol (1-18:1, 2-16:1)",C46H81N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3088,"CDP-diacylglycerol (1-16:0, 2-18:1)",C46H83N3O15P2,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3089,"CDP-diacylglycerol (1-16:1, 2-18:1)",C46H81N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3090,"CDP-diacylglycerol (1-18:0, 2-18:1)",C48H87N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3091,"CDP-diacylglycerol (1-18:1, 2-18:1)",C48H85N3O15P2,0,CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCC=CCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3092,"phosphatidate (1-16:0, 2-16:1)",C35H67O8P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3093,CTP,C9H12N3O14P3,-4,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3094,H+,H,1,[H+],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3095,diphosphate,HO7P2,-3,O=P([O-])([O-])OP(=O)([O-])[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3096,"CDP-diacylglycerol (1-16:0, 2-16:1)",C44H79N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3097,"phosphatidate (1-16:1, 2-16:1)",C35H65O8P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3098,"CDP-diacylglycerol (1-16:1, 2-16:1)",C44H77N3O15P2,0,CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCC=CCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3099,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3100,"CDP-diacylglycerol (1-18:0, 2-16:1)",C46H83N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3101,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3102,"CDP-diacylglycerol (1-18:1, 2-16:1)",C46H81N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3103,"phosphatidate (1-16:0, 2-18:1)",C37H71O8P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3104,"CDP-diacylglycerol (1-16:0, 2-18:1)",C46H83N3O15P2,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3105,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3106,"CDP-diacylglycerol (1-16:1, 2-18:1)",C46H81N3O15P2,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3107,L-serine,C3H7NO3,0,NC(CO)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3108,CMP,C9H12N3O8P,-2,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3109,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3110,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3111,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3112,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3113,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3114,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3115,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3116,"phosphatidyl-L-serine (1-18:1, 2-18:1)",C42H78NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3117,myo-inositol,C6H12O6,0,OC1C(O)C(O)C(O)C(O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3118,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3119,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3120,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3121,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3122,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)",C43H81O13P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3123,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3124,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3125,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)",C45H83O13P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3126,sn-2-acyl-1-lysophosphatidylinositol (16:1),C25H47O12P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3127,sn-2-acyl-1-lysophosphatidylinositol (18:1),C27H51O12P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3128,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3129,carbon dioxide,CO2,0,O=C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3130,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3131,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3132,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3133,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3134,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3135,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3136,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3137,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3138,"phosphatidylethanolamine (1-16:0, 2-18:1)",C39H76NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3139,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3140,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3141,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3142,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3143,"phosphatidyl-L-serine (1-18:1, 2-18:1)",C42H78NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3144,"phosphatidylethanolamine (1-18:1, 2-18:1)",C41H78NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3145,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3146,H+,H,1,[H+],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3147,carbon dioxide,CO2,0,O=C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3148,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3149,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3150,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3151,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3152,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3153,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3154,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,0,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3155,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3156,"phosphatidylethanolamine (1-16:0, 2-18:1)",C39H76NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3157,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_3158,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_3159,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
