model_metabolite_id,primary_name,formula,charge,structure,structure_status,reason_code,status,source,review
s_0001,(1->3)-beta-D-glucan,C6H10O5,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_0002,(1->3)-beta-D-glucan,C6H10O5,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_0003,(1->3)-beta-D-glucan,C6H10O5,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_0004,(1->6)-beta-D-glucan,C6H10O5,0,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_0006,"(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate",C7H8N5O8P2,-3,Nc1nc2c(c(=O)[nH]1)N=C(COP(=O)(O)OP(=O)(O)O)CN2,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0007,(2E)-3-(methoxycarbonyl)pent-2-enedioic acid,C7H6O6,-2,COC(=O)C(=CC(=O)O)CC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0008,"(2R,3R)-2,3-dihydroxy-3-methylpentanoate",C6H11O4,-1,CCC(C)(O)C(O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0009,"(2R,3S)-3-isopropylmalate",C7H10O5,-2,CC(C)C(C(=O)[O-])C(O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0010,(2S)-2-isopropyl-3-oxosuccinate,C7H8O5,-2,CC(C)C(C(=O)O)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0011,(2S)-2-isopropyl-3-oxosuccinate,C7H8O5,-2,CC(C)C(C(=O)O)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0012,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid",C7H7O7,-3,CC(O)(C(=O)O)C(CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0013,"(5S,6S)-di-HETE",C20H31O4,-1,CCCCCC=CCC=CC=CC=CC(O)C(O)CCCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0014,"(5S,6S)-di-HETE",C20H31O4,-1,CCCCCC=CCC=CC=CC=CC(O)C(O)CCCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0015,(N(omega)-L-arginino)succinic acid,C10H17N4O6,-1,NC(=NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0016,"(R)-2,3-dihydroxy-3-methylbutanoate",C5H9O4,-1,CC(C)(O)C(O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0017,(R)-4'-phosphopantothenic acid,C9H15NO8P,-3,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0018,(R)-5-diphosphomevalonic acid,C6H10O10P2,-4,CC(O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0019,(R)-5-phosphomevalonic acid,C6H10O7P,-3,CC(O)(CCOP(=O)(O)O)CC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0020,(R)-acetoin,C4H8O2,0,CC(=O)C(C)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0021,(R)-carnitine,C7H15NO3,0,C[N+](C)(C)CC(O)CC(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0022,(R)-carnitine,C7H15NO3,0,C[N+](C)(C)CC(O)CC(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0023,(R)-carnitine,C7H15NO3,0,C[N+](C)(C)CC(O)CC(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0024,(R)-carnitine,C7H15NO3,0,C[N+](C)(C)CC(O)CC(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0025,(R)-lactate,C3H5O3,-1,CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0026,(R)-lactate,C3H5O3,-1,CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0027,(R)-lactate,C3H5O3,-1,CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0028,(R)-mevalonate,C6H11O4,-1,CC(O)(CCO)CC(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0029,(R)-mevalonate,C6H11O4,-1,CC(O)(CCO)CC(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0030,(R)-pantoate,C6H11O4,-1,CC(C)(CO)C(O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0031,(R)-pantothenate,C9H16NO5,-1,CC(C)(CO)C(O)C(=O)NCCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0032,(R)-pantothenate,C9H16NO5,-1,CC(C)(CO)C(O)C(=O)NCCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0033,(R)-S-lactoylglutathione,C13H20N3O8S,-1,CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0034,(R)-S-lactoylglutathione,C13H20N3O8S,-1,CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0035,"(R,R)-2,3-butanediol",C4H10O2,0,CC(O)C(C)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0036,"(R,R)-2,3-butanediol",C4H10O2,0,CC(O)C(C)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0037,"(S)-2,3-epoxysqualene",C30H50O,0,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0038,"(S)-2,3-epoxysqualene",C30H50O,0,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0039,(S)-2-acetyl-2-hydroxybutanoate,C6H9O4,-1,CCC(O)(C(C)=O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0042,(R)-3-hydroxydecanoyl-CoA,C31H50N7O18P3S,-4,CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0045,(S)-3-hydroxyhexacosanoyl-CoA,C47H82N7O18P3S,-4,CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0048,(R)-3-hydroxylauroyl-CoA,C33H54N7O18P3S,-4,CCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0051,(S)-3-hydroxypalmitoyl-CoA,C37H62N7O18P3S,-4,CCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0054,(S)-3-hydroxytetradecanoyl-CoA,C35H58N7O18P3S,-4,CCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0056,(S)-3-methyl-2-oxopentanoate,C6H9O3,-1,CCC(C)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0058,(S)-3-methyl-2-oxopentanoate,C6H9O3,-1,CCC(C)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0060,(S)-3-methyl-2-oxopentanoate,C6H9O3,-1,CCC(C)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0061,(S)-dihydroorotate,C5H5N2O4,-1,O=C1CC(C(=O)O)NC(=O)N1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0062,(S)-lactaldehyde,C3H6O2,0,CC(O)C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0063,(S)-lactate,C3H5O3,-1,CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0064,(S)-lactate,C3H5O3,-1,CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0065,(S)-lactate,C3H5O3,-1,CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0066,(S)-malate,C4H4O5,-2,O=C(O)CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0067,(S)-malate,C4H4O5,-2,O=C(O)CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0068,(S)-malate,C4H4O5,-2,O=C(O)CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0069,(S)-malate,C4H4O5,-2,O=C(O)CC(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0075,"1,3-bisphospho-D-glycerate",C3H4O10P2,-4,O=C(OP(=O)(O)O)C(O)COP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0076,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P,-3,O=C(O)c1ccccc1NCC(=O)C(O)C(O)COP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0077,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,C15H21N5O15P2,-4,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1/N=C/N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0078,1-(5-phosphoribosyl)-5'-AMP,C15H19N5O14P2,-4,N=c1c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0079,1-(sn-glycero-3-phospho)-1D-myo-inositol,C9H18O11P,-1,O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0080,1-(sn-glycero-3-phospho)-1D-myo-inositol,C9H18O11P,-1,O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0084,1-acylglycerophosphocholine,C9H20NO7PR,1,,missing,generic_or_unparsable_formula_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_0086,1-C-(indol-3-yl)glycerol 3-phosphate,C11H12NO6P,-2,O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0087,1-methylnicotinamide,C7H9N2O,1,C[n+]1cccc(C(N)=O)c1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0089,1-phosphatidyl-1D-myo-inositol backbone,C9H15O9P,-1,,missing,mapped_source_has_no_structure,unresolved,yeast-GEM-final.csv,not_reviewed
s_0116,1-pyrroline-3-hydroxy-5-carboxylic acid,C5H6NO3,-1,O=C(O)C1CC(O)C=N1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0117,1-pyrroline-3-hydroxy-5-carboxylic acid,C5H6NO3,-1,O=C(O)C1CC(O)C=N1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0118,1-pyrroline-5-carboxylate,C5H6NO2,-1,O=C(O)C1CCC=N1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0119,1-pyrroline-5-carboxylate,C5H6NO2,-1,O=C(O)C1CCC=N1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0120,10-formyl-THF,C20H21N7O7,-2,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0121,10-formyl-THF,C20H21N7O7,-2,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0122,14-demethyllanosterol,C29H48O,0,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0123,"1D-myo-inositol 1,3,4,5-tetrakisphosphate",C6H8O18P4,-8,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0124,"1D-myo-inositol 1,4,5,6-tetrakisphosphate",C6H8O18P4,-8,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0125,"1D-myo-inositol 1,4,5-trisphosphate",C6H9O15P3,-6,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0126,1D-myo-inositol 1-phosphate,C6H11O9P,-2,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0127,1D-myo-inositol 1-phosphate,C6H11O9P,-2,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0129,1D-myo-inositol 3-phosphate,C6H11O9P,-2,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0131,"2',3'-cyclic AMP",C10H11N5O6P,-1,Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OC21,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0132,2'-deoxyadenosine,C10H13N5O3,0,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0133,2'-deoxyadenosine,C10H13N5O3,0,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0134,2'-deoxyguanosine,C10H13N5O4,0,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0135,2'-deoxyguanosine,C10H13N5O4,0,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0136,2'-deoxyinosine,C10H12N4O4,0,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0137,2'-deoxyinosine,C10H12N4O4,0,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0138,2'-deoxyuridine,C9H12N2O5,0,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0139,2'-deoxyuridine,C9H12N2O5,0,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0140,"2,3-bisphospho-D-glyceric acid",C3H3O10P2,-5,O=C(O)C(COP(=O)(O)O)OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0141,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",C9H14N5O8P,-2,Nc1nc(NC2OC(COP(=O)(O)O)C(O)C2O)c(N)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0142,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",C9H16N5O8P,-2,Nc1nc(NCC(O)C(O)C(O)COP(=O)(O)O)c(N)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0143,2-(3-amino-3-carboxypropyl)-L-histidine,C10H16N4O4,0,NC(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0144,2-[3-carboxy-3-(methylammonio)propyl]-L-histidine,C11H18N4O4,0,C[NH2+]C(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0145,2-acetamido-5-oxopentanoate,C7H10NO4,-1,CC(=O)NC(CCC=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0146,2-acetyllactic acid,C5H7O4,-1,CC(=O)C(C)(O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0147,2-amino-3-carboxymuconate-6-semialdehyde,C7H6NO5,-1,NC(C(=O)O)=C(C=CC=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0148,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",C7H9N5O2,0,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0149,2-dehydropantoate,C6H9O4,-1,CC(C)(CO)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0150,2-dehydropantoate,C6H9O4,-1,CC(C)(CO)C(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0152,2-deoxy-D-ribose,C5H10O4,0,O=CCC(O)C(O)CO,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0153,2-deoxy-D-ribose 5-phosphate,C5H9O7P,-2,O=CC[C@H](O)[C@H](O)COP(=O)([O-])[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0154,"2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone",C38H56O4,0,COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0155,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",C37H54O3,0,COC1=CC(=O)C=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0156,"2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone",C38H56O3,0,COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0157,2-hexaprenyl-6-methoxyphenol,C37H56O2,0,COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0158,2-hydroxy-3-oxobutyl phosphate,C4H7O6P,-2,CC(=O)C(O)COP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0161,2-hydroxyhexadecanal,C16H32O2,0,CCCCCCCCCCCCCCC(O)C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0162,2-isopropylmalate,C7H10O5,-2,CC(C)C(O)(CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0163,2-isopropylmalate,C7H10O5,-2,CC(C)C(O)(CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0164,2-isopropylmalate,C7H10O5,-2,CC(C)C(O)(CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0165,2-isopropylmaleic acid,C7H8O4,-2,CC(C)C(=CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0166,2-methylbutanal,C5H10O,0,CCC(C)C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0167,2-methylbutanal,C5H10O,0,CCC(C)C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0168,2-methylbutanal,C5H10O,0,CCC(C)C=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0169,2-methylbutanol,C5H12O,0,CCC(C)CO,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0170,2-methylbutanol,C5H12O,0,CCC(C)CO,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0171,2-methylbutanol,C5H12O,0,CCC(C)CO,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0172,2-methylbutyl acetate,C7H14O2,0,CCC(C)COC(C)=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0173,2-methylbutyl acetate,C7H14O2,0,CCC(C)COC(C)=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0174,2-methylcitrate,C7H7O7,-3,CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0176,2-oxoadipic acid,C6H6O5,-2,O=C(O)CCCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0177,2-oxoadipic acid,C6H6O5,-2,O=C(O)CCCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0178,2-oxobutanoate,C4H5O3,-1,CCC(=O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0179,2-oxobutanoate,C4H5O3,-1,CCC(=O)C(=O)[O-],parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0180,2-oxoglutarate,C5H4O5,-2,O=C(O)CCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0181,2-oxoglutarate,C5H4O5,-2,O=C(O)CCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0182,2-oxoglutarate,C5H4O5,-2,O=C(O)CCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0183,2-oxoglutarate,C5H4O5,-2,O=C(O)CCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0184,2-oxoglutarate,C5H4O5,-2,O=C(O)CCC(=O)C(=O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0185,2-phenylethanol,C8H10O,0,OCCc1ccccc1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0186,2-phenylethanol,C8H10O,0,OCCc1ccccc1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0187,2-phenylethanol,C8H10O,0,OCCc1ccccc1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0188,2-phospho-D-glyceric acid,C3H4O7P,-3,O=C(O)C(CO)OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0189,geranylgeranyl diphosphate,C20H33O7P2,-3,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0190,farnesyl diphosphate,C15H25O7P2,-3,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0191,farnesyl diphosphate,C15H25O7P2,-3,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0192,"3',5'-cyclic AMP",C10H11N5O6P,-1,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0193,"3',5'-cyclic CMP",C9H11N3O7P,-1,Nc1ccn(C2OC3COP(=O)(O)OC3C2O)c(=O)n1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0194,"3',5'-cyclic dAMP",C10H11N5O5P,-1,Nc1ncnc2c1ncn2C1CC2OP(=O)(O)OCC2O1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0195,"3',5'-cyclic GMP",C10H11N5O7P,-1,Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0196,"3',5'-cyclic IMP",C10H10N4O7P,-1,O=c1[nH]cnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0197,3'-dephospho-CoA,C21H33N7O13P2S,-2,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(=O)NCCC(=O)NCCS,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0200,3'-dephospho-CoA,C21H33N7O13P2S,-2,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(=O)NCCC(=O)NCCS,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0201,3'-phospho-5'-adenylyl sulfate,C10H11N5O13P2S,-4,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(OP(=O)(O)O)C1O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0204,3-(4-hydroxyphenyl)pyruvate,C9H7O4,-1,O=C([O-])C(=O)Cc1ccc(O)cc1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0206,3-(4-hydroxyphenyl)pyruvate,C9H7O4,-1,O=C([O-])C(=O)Cc1ccc(O)cc1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0207,3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate,C6H7N2O5P,-2,O=C(COP(=O)(O)O)Cc1cnc[nH]1,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0208,3-aminopropanal,C3H8NO,1,NCCC=O,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
s_0209,3-dehydro-4-methylzymosterol,C28H44O,0,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3,parseable,not_applicable,available,yeast-GEM-final.csv,not_required
