model_reaction_id,reaction_name,mass_balance_status,charge_balance_status,missing_formula_status,structure_parse_status,external_mapping_status,manual_review_status,missing_formula_metabolites,unparsable_formula_metabolites
rxn2349,rxn2349,unbalanced,unbalanced,present,not_applicable,pending,required,sn_365,
rxn235,rxn235,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2350,rxn2350,unbalanced,unbalanced,present,not_applicable,pending,required,sn_15|sn_52,
rxn2351,rxn2351,unbalanced,unbalanced,present,not_applicable,pending,required,sn_121|sn_3,
rxn2352,rxn2352,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2353,rxn2353,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2354,rxn2354,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2355,rxn2355,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2356,rxn2356,unbalanced,unbalanced,present,not_applicable,pending,required,sn_281,
rxn2357,rxn2357,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2358,rxn2358,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2359,rxn2359,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn236,rxn236,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2360,rxn2360,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2361,rxn2361,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2362,rxn2362,unbalanced,unbalanced,present,not_applicable,pending,required,sn_6,
rxn2363,rxn2363,unbalanced,unbalanced,present,not_applicable,pending,required,sn_71,
rxn2364,rxn2364,unbalanced,unbalanced,present,not_applicable,pending,required,sn_114,
rxn2365,rxn2365,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2366,rxn2366,unbalanced,unbalanced,present,not_applicable,pending,required,sn_194,
rxn2367,rxn2367,unbalanced,unbalanced,present,not_applicable,pending,required,sn_100|sn_112,
rxn2368,rxn2368,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2369,rxn2369,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn237,rxn237,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2370,rxn2370,unbalanced,unbalanced,present,not_applicable,pending,required,sn_377,
rxn2371,rxn2371,unbalanced,unbalanced,present,not_applicable,pending,required,sn_303,
rxn2372,rxn2372,unbalanced,unbalanced,present,not_applicable,pending,required,sn_303,
rxn2373,rxn2373,unbalanced,unbalanced,present,not_applicable,pending,required,sn_303,
rxn2374,rxn2374,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2375,rxn2375,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2376,rxn2376,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2377,rxn2377,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2378,rxn2378,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2379,rxn2379,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn238,rxn238,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn2380,rxn2380,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2381,rxn2381,unbalanced,unbalanced,present,not_applicable,pending,required,sn_167|sn_274,
rxn2382,rxn2382,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2383,rxn2383,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2384,rxn2384,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2385,rxn2385,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2386,rxn2386,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2387,rxn2387,unbalanced,unbalanced,present,not_applicable,pending,required,sn_95,
rxn2388,rxn2388,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2389,rxn2389,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn239,rxn239,unbalanced,unbalanced,present,not_applicable,pending,required,sn_72,
rxn2390,rxn2390,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2391,rxn2391,unbalanced,unbalanced,present,not_applicable,pending,required,sn_239,
rxn2392,rxn2392,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2393,rxn2393,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2394,rxn2394,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2395,rxn2395,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2396,rxn2396,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2397,rxn2397,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2398,rxn2398,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2399,rxn2399,unbalanced,unbalanced,present,not_applicable,pending,required,sn_191,
rxn24,rxn24,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn240,rxn240,unbalanced,unbalanced,present,not_applicable,pending,required,sn_2,
rxn2400,rxn2400,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2401,rxn2401,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2402,rxn2402,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2403,rxn2403,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2404,rxn2404,unbalanced,unbalanced,present,not_applicable,pending,required,sn_71,
rxn2405,rxn2405,unbalanced,unbalanced,present,not_applicable,pending,required,sn_71,
rxn2406,rxn2406,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2407,rxn2407,unbalanced,unbalanced,present,not_applicable,pending,required,sn_71,
rxn2408,rxn2408,unbalanced,unbalanced,present,not_applicable,pending,required,sn_31,
rxn2409,rxn2409,unbalanced,unbalanced,present,not_applicable,pending,required,sn_296|sn_71,
rxn241,rxn241,unbalanced,unbalanced,present,not_applicable,pending,required,sn_153,
rxn2410,rxn2410,unbalanced,unbalanced,present,not_applicable,pending,required,sn_296|sn_71,
rxn2411,rxn2411,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2412,rxn2412,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2413,rxn2413,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2414,rxn2414,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2415,rxn2415,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2416,rxn2416,unbalanced,unbalanced,present,not_applicable,pending,required,sn_208|sn_78,
rxn2417,rxn2417,unbalanced,unbalanced,present,not_applicable,pending,required,sn_208,
rxn2418,rxn2418,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2419,rxn2419,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn242,rxn242,unbalanced,unbalanced,present,not_applicable,pending,required,sn_192,
rxn2420,rxn2420,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2421,rxn2421,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2422,rxn2422,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2423,rxn2423,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2424,rxn2424,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2425,rxn2425,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2426,rxn2426,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2427,rxn2427,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2428,rxn2428,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2429,rxn2429,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn243,rxn243,unbalanced,unbalanced,present,not_applicable,pending,required,sn_74,
rxn2430,rxn2430,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2431,rxn2431,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2432,rxn2432,unbalanced,unbalanced,present,not_applicable,pending,required,sn_226,
rxn2433,rxn2433,unbalanced,unbalanced,present,not_applicable,pending,required,sn_226,
rxn2434,rxn2434,unbalanced,unbalanced,present,not_applicable,pending,required,sn_174,
rxn2435,rxn2435,unbalanced,unbalanced,present,not_applicable,pending,required,sn_174,
rxn2436,rxn2436,unbalanced,unbalanced,present,not_applicable,pending,required,sn_203,
rxn2437,rxn2437,unbalanced,unbalanced,present,not_applicable,pending,required,sn_213,
rxn2438,rxn2438,unbalanced,unbalanced,present,not_applicable,pending,required,sn_41,
rxn2439,rxn2439,unbalanced,unbalanced,present,not_applicable,pending,required,sn_55,
rxn244,rxn244,unbalanced,unbalanced,present,not_applicable,pending,required,sn_49,
rxn2440,rxn2440,unbalanced,unbalanced,present,not_applicable,pending,required,sn_20,
rxn2441,rxn2441,unbalanced,unbalanced,present,not_applicable,pending,required,sn_178,
rxn2442,rxn2442,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2443,rxn2443,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2444,rxn2444,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2445,rxn2445,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2446,rxn2446,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2447,rxn2447,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2448,rxn2448,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2449,rxn2449,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn245,rxn245,unbalanced,unbalanced,present,not_applicable,pending,required,sn_185,
rxn2450,rxn2450,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2451,rxn2451,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2452,rxn2452,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2453,rxn2453,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2454,rxn2454,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2455,rxn2455,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2456,rxn2456,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2457,rxn2457,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2458,rxn2458,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2459,rxn2459,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn246,rxn246,unbalanced,unbalanced,present,not_applicable,pending,required,sn_103,
rxn2460,rxn2460,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2461,rxn2461,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2462,rxn2462,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2463,rxn2463,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2464,rxn2464,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn2465,rxn2465,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn2466,rxn2466,unbalanced,unbalanced,present,not_applicable,pending,required,sn_96,
rxn2467,rxn2467,unbalanced,unbalanced,present,not_applicable,pending,required,sn_269,
rxn2468,rxn2468,unbalanced,unbalanced,present,not_applicable,pending,required,sn_234,
rxn2469,rxn2469,unbalanced,unbalanced,present,not_applicable,pending,required,sn_243,
rxn247,rxn247,unbalanced,unbalanced,present,not_applicable,pending,required,sn_13,
rxn2470,rxn2470,unbalanced,unbalanced,present,not_applicable,pending,required,sn_106,
rxn2471,rxn2471,unbalanced,unbalanced,present,not_applicable,pending,required,sn_345,
rxn2472,rxn2472,unbalanced,unbalanced,present,not_applicable,pending,required,sn_271,
rxn2473,rxn2473,unbalanced,unbalanced,present,not_applicable,pending,required,sn_123,
rxn2474,rxn2474,unbalanced,unbalanced,present,not_applicable,pending,required,sn_278,
rxn2475,rxn2475,unbalanced,unbalanced,present,not_applicable,pending,required,sn_137,
rxn2476,rxn2476,unbalanced,unbalanced,present,not_applicable,pending,required,sn_337,
rxn2477,rxn2477,unbalanced,unbalanced,present,not_applicable,pending,required,sn_393,
rxn2478,rxn2478,unbalanced,unbalanced,present,not_applicable,pending,required,sn_182,
rxn2479,rxn2479,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn248,rxn248,unbalanced,unbalanced,present,not_applicable,pending,required,sn_325,
rxn2480,rxn2480,unbalanced,unbalanced,present,not_applicable,pending,required,sn_391,
rxn2481,rxn2481,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn2482,rxn2482,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2483,rxn2483,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2484,rxn2484,unbalanced,unbalanced,present,not_applicable,pending,required,sn_218,
rxn2485,rxn2485,unbalanced,unbalanced,present,not_applicable,pending,required,sn_102,
rxn2486,rxn2486,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn2487,rxn2487,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2488,rxn2488,unbalanced,unbalanced,present,not_applicable,pending,required,sn_160,
rxn2489,rxn2489,unbalanced,unbalanced,present,not_applicable,pending,required,sn_168,
rxn249,rxn249,unbalanced,unbalanced,present,not_applicable,pending,required,sn_128,
rxn2490,rxn2490,unbalanced,unbalanced,present,not_applicable,pending,required,sn_131,
rxn2491,rxn2491,unbalanced,unbalanced,present,not_applicable,pending,required,sn_353,
rxn2492,rxn2492,unbalanced,unbalanced,present,not_applicable,pending,required,sn_22,
rxn2493,rxn2493,unbalanced,unbalanced,present,not_applicable,pending,required,sn_70,
rxn2494,rxn2494,unbalanced,unbalanced,present,not_applicable,pending,required,sn_308,
rxn2495,rxn2495,unbalanced,unbalanced,present,not_applicable,pending,required,sn_273,
rxn2496,rxn2496,unbalanced,unbalanced,present,not_applicable,pending,required,sn_177,
rxn2497,rxn2497,unbalanced,unbalanced,present,not_applicable,pending,required,sn_122,
rxn2498,rxn2498,unbalanced,unbalanced,present,not_applicable,pending,required,sn_114,
rxn2499,rxn2499,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn25,rxn25,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn250,rxn250,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2500,rxn2500,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2501,rxn2501,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2502,rxn2502,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2503,rxn2503,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2504,rxn2504,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2505,rxn2505,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2506,rxn2506,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2507,rxn2507,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2508,rxn2508,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2509,rxn2509,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn251,rxn251,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2510,rxn2510,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2511,rxn2511,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2512,rxn2512,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2513,rxn2513,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2514,rxn2514,unbalanced,unbalanced,present,not_applicable,pending,required,sn_144,
rxn2515,rxn2515,unbalanced,unbalanced,present,not_applicable,pending,required,sn_144,
rxn2516,rxn2516,unbalanced,balanced,absent,not_applicable,not_required,required,,
rxn2517,rxn2517,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2518,rxn2518,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2519,rxn2519,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn252,rxn252,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2520,rxn2520,unbalanced,unbalanced,present,not_applicable,pending,required,sn_373,
rxn2521,rxn2521,unbalanced,unbalanced,present,not_applicable,pending,required,sn_195|sn_219,
rxn2522,rxn2522,unbalanced,unbalanced,present,not_applicable,pending,required,sn_208,
rxn2523,rxn2523,unbalanced,unbalanced,present,not_applicable,pending,required,sn_12|sn_27,
rxn2524,rxn2524,unbalanced,unbalanced,present,not_applicable,pending,required,sn_377,
rxn2525,rxn2525,unbalanced,unbalanced,present,not_applicable,pending,required,sn_214|sn_336,
rxn2526,rxn2526,unbalanced,unbalanced,present,not_applicable,pending,required,sn_208|sn_78,
rxn2527,rxn2527,unbalanced,unbalanced,present,not_applicable,pending,required,sn_120,
rxn2528,rxn2528,unbalanced,unbalanced,present,not_applicable,pending,required,sn_138,
rxn2529,rxn2529,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn253,rxn253,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2530,rxn2530,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2531,rxn2531,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2532,rxn2532,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2533,rxn2533,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2534,rxn2534,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2535,rxn2535,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2536,rxn2536,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2537,rxn2537,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2538,rxn2538,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2539,rxn2539,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn254,rxn254,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2540,rxn2540,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2541,rxn2541,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2542,rxn2542,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2543,rxn2543,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2544,rxn2544,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2545,rxn2545,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2546,rxn2546,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2547,rxn2547,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2548,rxn2548,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2549,rxn2549,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn255,rxn255,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2550,rxn2550,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2551,rxn2551,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2552,rxn2552,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2553,rxn2553,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2554,rxn2554,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2555,rxn2555,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2556,rxn2556,unbalanced,unbalanced,present,not_applicable,pending,required,sn_259,
rxn2557,rxn2557,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2558,rxn2558,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2559,rxn2559,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn256,rxn256,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2560,rxn2560,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2561,rxn2561,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2562,rxn2562,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2563,rxn2563,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2564,rxn2564,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2565,rxn2565,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2566,rxn2566,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2567,rxn2567,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2568,rxn2568,unbalanced,unbalanced,present,not_applicable,pending,required,sn_258,
rxn2569,rxn2569,unbalanced,unbalanced,present,not_applicable,pending,required,sn_3|sn_82,
rxn257,rxn257,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2570,rxn2570,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2571,rxn2571,unbalanced,unbalanced,present,not_applicable,pending,required,sn_151|sn_358,
rxn2572,rxn2572,unbalanced,unbalanced,present,not_applicable,pending,required,sn_151|sn_257,
rxn2573,rxn2573,unbalanced,unbalanced,present,not_applicable,pending,required,sn_253|sn_394,
rxn2574,rxn2574,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2575,rxn2575,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2576,rxn2576,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2577,rxn2577,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2578,rxn2578,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2579,rxn2579,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn258,rxn258,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2580,rxn2580,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2581,rxn2581,unbalanced,unbalanced,present,not_applicable,pending,required,sn_12|sn_57,
rxn2582,rxn2582,unbalanced,unbalanced,present,not_applicable,pending,required,sn_208|sn_327,
rxn2583,rxn2583,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2584,rxn2584,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110|sn_174,
rxn2585,rxn2585,unbalanced,unbalanced,present,not_applicable,pending,required,sn_303,
rxn2586,rxn2586,unbalanced,unbalanced,present,not_applicable,pending,required,sn_28,
rxn2587,rxn2587,unbalanced,unbalanced,present,not_applicable,pending,required,sn_125,
rxn2588,rxn2588,unbalanced,unbalanced,present,not_applicable,pending,required,sn_125,
rxn2589,rxn2589,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn259,rxn259,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2590,rxn2590,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2591,rxn2591,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2592,rxn2592,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2593,rxn2593,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2594,rxn2594,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2595,rxn2595,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2596,rxn2596,unbalanced,unbalanced,present,not_applicable,pending,required,sn_114,
rxn2597,rxn2597,unbalanced,unbalanced,present,not_applicable,pending,required,sn_321,
rxn2598,rxn2598,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2599,rxn2599,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn26,rxn26,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn260,rxn260,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2600,rxn2600,unbalanced,unbalanced,present,not_applicable,pending,required,sn_226,
rxn2601,rxn2601,unbalanced,unbalanced,present,not_applicable,pending,required,sn_226,
rxn2602,rxn2602,unbalanced,unbalanced,present,not_applicable,pending,required,sn_226,
rxn2603,rxn2603,unbalanced,unbalanced,present,not_applicable,pending,required,sn_174,
rxn2604,rxn2604,unbalanced,unbalanced,present,not_applicable,pending,required,sn_174,
rxn2605,rxn2605,unbalanced,unbalanced,present,not_applicable,pending,required,sn_174,
rxn2606,rxn2606,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2607,rxn2607,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2608,rxn2608,unbalanced,unbalanced,present,not_applicable,pending,required,sn_373,
rxn2609,rxn2609,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn261,rxn261,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2610,rxn2610,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2611,rxn2611,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2612,rxn2612,unbalanced,unbalanced,present,not_applicable,pending,required,sn_65,
rxn2613,rxn2613,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2614,rxn2614,unbalanced,unbalanced,present,not_applicable,pending,required,sn_327|sn_388,
rxn2615,rxn2615,unbalanced,unbalanced,present,not_applicable,pending,required,sn_334,
rxn2616,rxn2616,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2617,rxn2617,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2618,rxn2618,unbalanced,unbalanced,present,not_applicable,pending,required,sn_110,
rxn2619,rxn2619,unbalanced,unbalanced,present,not_applicable,pending,required,sn_330,
rxn262,rxn262,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2620,rxn2620,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2621,rxn2621,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2622,rxn2622,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2623,rxn2623,balanced,balanced,absent,not_applicable,not_required,not_required,,
rxn2624,rxn2624,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2625,rxn2625,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2626,rxn2626,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2627,rxn2627,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2628,rxn2628,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2629,rxn2629,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn263,rxn263,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2630,rxn2630,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2631,rxn2631,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2632,rxn2632,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2633,rxn2633,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2634,rxn2634,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2635,rxn2635,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2636,rxn2636,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2637,rxn2637,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2638,rxn2638,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2639,rxn2639,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn264,rxn264,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2640,rxn2640,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2641,rxn2641,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2642,rxn2642,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2643,rxn2643,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2644,rxn2644,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2645,rxn2645,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2646,rxn2646,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2647,rxn2647,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2648,rxn2648,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2649,rxn2649,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn265,rxn265,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2650,rxn2650,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2651,rxn2651,balanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2652,rxn2652,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
rxn2653,rxn2653,unbalanced,unbalanced,present,not_applicable,pending,required,sn_188,
